stk3a5x_als,sensortek,2026-06-11_17-43-30.077_Active 10 Pro
imuTimestamp,accuracy(more=better),ambient_brightness[lux]
2079541549,3,1535.0
2079541549,3,1535.0
2079541770,3,6263.0
2079541780,3,6263.0
2079541790,3,6263.0
2079541800,3,6263.0
2079541810,3,6263.0
2079541820,3,6263.0
2079541830,3,1535.0
2079541840,3,1535.0
2079541850,3,1535.0
2079541860,3,1535.0
2079541870,3,1535.0
2079541880,3,1500.0
2079541890,3,1500.0
2079541900,3,1500.0
2079541910,3,1500.0
2079541920,3,1500.0
2079541930,3,1456.0
2079541940,3,1456.0
2079541950,3,1456.0
2079541960,3,1456.0
2079541970,3,1456.0
2079541980,3,1447.0
2079541990,3,1447.0
2079542000,3,1447.0
2079542010,3,1447.0
2079542020,3,1447.0
2079542030,3,1479.0
2079542040,3,1479.0
2079542050,3,1479.0
2079542060,3,1479.0
2079542070,3,1479.0
2079542080,3,1533.0
2079542090,3,1533.0
2079542100,3,1533.0
2079542110,3,1533.0
2079542120,3,1533.0
2079542130,3,1566.0
2079542140,3,1566.0
2079542150,3,1566.0
2079542160,3,1566.0
2079542170,3,1566.0
2079542180,3,1566.0
2079542190,3,1575.0
2079542200,3,1575.0
2079542210,3,1575.0
2079542220,3,1575.0
2079542230,3,1575.0
2079542240,3,1573.0
2079542250,3,1573.0
2079542260,3,1573.0
2079542270,3,1573.0
2079542280,3,1573.0
2079542290,3,1582.0
2079542300,3,1582.0
2079542310,3,1582.0
2079542320,3,1582.0
2079542330,3,1582.0
2079542340,3,1594.0
2079542350,3,1594.0
2079542360,3,1594.0
2079542370,3,1594.0
2079542380,3,1594.0
2079542390,3,1596.0
2079542400,3,1596.0
2079542410,3,1596.0
2079542420,3,1596.0
2079542430,3,1596.0
2079542440,3,1593.0
2079542450,3,1593.0
2079542460,3,1593.0
2079542470,3,1593.0
2079542480,3,1593.0
2079542490,3,1593.0
2079542500,3,1590.0
2079542510,3,1590.0
2079542520,3,1590.0
2079542530,3,1590.0
2079542540,3,1590.0
2079542550,3,1583.0
2079542560,3,1583.0
2079542570,3,1583.0
2079542580,3,1583.0
2079542590,3,1583.0
2079542600,3,1579.0
2079542610,3,1579.0
2079542620,3,1579.0
2079542630,3,1579.0
2079542640,3,1579.0
2079542650,3,1572.0
2079542660,3,1572.0
2079542670,3,1572.0
2079542680,3,1572.0
2079542690,3,1572.0
2079542700,3,1577.0
2079542710,3,1577.0
2079542720,3,1577.0
2079542730,3,1577.0
2079542740,3,1577.0
2079542750,3,1583.0
2079542760,3,1583.0
2079542770,3,1583.0
2079542780,3,1583.0
2079542790,3,1583.0
2079542800,3,1583.0
2079542810,3,1575.0
2079542820,3,1575.0
2079542830,3,1575.0
2079542840,3,1575.0
2079542850,3,1575.0
2079542860,3,1555.0
2079542870,3,1555.0
2079542880,3,1555.0
2079542890,3,1555.0
2079542900,3,1555.0
2079542910,3,1505.0
