icm4n607_acc,iven_sense,2026-06-11_17-43-30.077_Active 10 Pro
imuTimestamp,accuracy(more=better),acc_x[m/s^2],acc_y[m/s^2],acc_z[m/s^2],utcTimestamp(millis)
2079541698,3,-3.15,3.7429502,8.7619505,1781189013274
2079541708,3,-3.1720502,3.7480502,8.769,1781189013285
2079541718,3,-3.18405,3.7669501,8.77095,1781189013294
2079541728,3,-3.1720502,3.8070002,8.769,1781189013305
2079541738,3,-3.1380002,3.8740501,8.75205,1781189013313
2079541748,3,-3.0979502,3.9250503,8.766001,1781189013324
2079541758,3,-3.07095,3.93195,8.7640505,1781189013334
2079541768,3,-3.07095,3.9180002,8.781,1781189013344
2079541778,3,-3.0619502,3.8940003,8.805,1781189013354
2079541788,3,-3.0660002,3.8740501,8.830951,1781189013364
2079541798,3,-3.0640502,3.8460002,8.778001,1781189013375
2079541808,3,-3.0280502,3.8239503,8.656051,1781189013385
2079541818,3,-2.9590502,3.86505,8.58195,1781189013395
2079541829,3,-2.9160001,3.8410501,8.448,1781189013405
2079541839,3,-2.868,3.8460002,8.38605,1781189013415
2079541849,3,-2.8840501,3.8239503,8.37405,1781189013426
2079541859,3,-2.904,3.8149502,8.356951,1781189013435
2079541869,3,-2.8990502,3.8410501,8.316,1781189013446
2079541879,3,-2.87295,3.8620503,8.23995,1781189013456
2079541889,3,-2.877,3.8860502,8.188951,1781189013466
2079541899,3,-2.8870502,3.9100502,8.14395,1781189013476
2079541909,3,-2.9160001,3.9150002,8.158051,1781189013486
2079541919,3,-2.94705,3.93405,8.200951,1781189013496
2079541929,3,-2.973,3.9220502,8.26095,1781189013506
2079541939,3,-3.0040503,3.9460502,8.352,1781189013516
2079541949,3,-3.0349503,3.9510002,8.42205,1781189013526
2079541959,3,-3.0499501,3.9970503,8.470051,1781189013536
2079541970,3,-3.0499501,4.05195,8.496,1781189013547
2079541980,3,-3.0589502,4.119,8.54595,1781189013557
2079541990,3,-3.07605,4.16895,8.616,1781189013567
2079542000,3,-3.1380002,4.18995,8.698951,1781189013577
2079542010,3,-3.1740003,4.1929502,8.793,1781189013587
2079542020,3,-3.186,4.17105,8.86905,1781189013597
2079542030,3,-3.1980002,4.1400003,8.89095,1781189013607
2079542040,3,-3.18105,4.119,8.91195,1781189013617
2079542050,3,-3.14805,4.0950003,8.86905,1781189013627
2079542060,3,-3.0930002,4.08495,8.806951,1781189013637
2079542070,3,-3.07395,4.04895,8.75205,1781189013647
2079542080,3,-3.0589502,3.9889503,8.71395,1781189013657
2079542090,3,-3.0570002,3.9390001,8.69505,1781189013667
2079542101,3,-3.05205,3.8820002,8.686951,1781189013677
2079542111,3,-3.078,3.8550003,8.661,1781189013688
2079542121,3,-3.081,3.795,8.653951,1781189013697
2079542131,3,-3.0930002,3.7669501,8.6320505,1781189013707
2079542141,3,-3.1189501,3.762,8.6320505,1781189013718
2079542151,3,-3.14295,3.7360501,8.665951,1781189013727
2079542161,3,-3.177,3.7210503,8.71905,1781189013737
2079542171,3,-3.2080503,3.7069502,8.74995,1781189013747
2079542181,3,-3.21495,3.7380002,8.769,1781189013756
2079542191,3,-3.2239501,3.7830002,8.757,1781189013767
2079542201,3,-3.2269502,3.8149502,8.74695,1781189013777
2079542211,3,-3.2290502,3.8389502,8.778001,1781189013789
2079542221,3,-3.2340002,3.8500502,8.814,1781189013799
2079542232,3,-3.25305,3.89595,8.88105,1781189013808
2079542242,3,-3.25095,3.9409502,8.91705,1781189013819
2079542252,3,-3.2340002,3.9870002,8.91705,1781189013828
2079542262,3,-3.2010002,4.00605,8.89095,1781189013839
2079542272,3,-3.1740003,4.032,8.86695,1781189013848
2079542282,3,-3.153,4.032,8.841001,1781189013858
2079542292,3,-3.1600502,3.999,8.838,1781189013868
2079542302,3,-3.1620002,3.9750001,8.833051,1781189013879
2079542312,3,-3.18105,3.9490502,8.83605,1781189013888
2079542322,3,-3.17895,3.9199502,8.817,1781189013899
2079542332,3,-3.1669502,3.8860502,8.788051,1781189013909
2079542342,3,-3.153,3.86505,8.73495,1781189013919
2079542352,3,-3.1600502,3.8460002,8.68305,1781189013930
2079542362,3,-3.1890001,3.8170502,8.67105,1781189013939
2079542373,3,-3.2320502,3.7879503,8.653951,1781189013950
2079542383,3,-3.28905,3.7549503,8.680051,1781189013960
2079542393,3,-3.3370502,3.7480502,8.68995,1781189013969
2079542403,3,-3.3589501,3.7429502,8.71605,1781189013980
2079542413,3,-3.38505,3.7740002,8.71605,1781189013990
2079542423,3,-3.4039502,3.798,8.7310505,1781189014000
2079542433,3,-3.4090502,3.8220003,8.769,1781189014010
2079542443,3,-3.426,3.8550003,8.766001,1781189014020
2079542453,3,-3.4020002,3.8580003,8.778001,1781189014030
2079542463,3,-3.38505,3.867,8.7949505,1781189014040
2079542473,3,-3.3730502,3.8700001,8.79,1781189014050
2079542483,3,-3.3370502,3.8770502,8.793,1781189014060
2079542493,3,-3.31095,3.8860502,8.745001,1781189014070
2079542504,3,-3.2680502,3.8890502,8.71605,1781189014081
2079542514,3,-3.2320502,3.89595,8.69505,1781189014091
2079542524,3,-3.2239501,3.8940003,8.68995,1781189014101
2079542534,3,-3.2290502,3.8700001,8.68305,1781189014111
2079542544,3,-3.2239501,3.8479502,8.685,1781189014122
2079542554,3,-3.22005,3.8149502,8.668051,1781189014132
2079542564,3,-3.2389503,3.7830002,8.653951,1781189014142
2079542574,3,-3.2410502,3.762,8.661,1781189014151
2079542584,3,-3.25095,3.7519503,8.673,1781189014161
2079542594,3,-3.2389503,3.73305,8.653951,1781189014171
2079542604,3,-3.21705,3.7480502,8.637,1781189014181
2079542614,3,-3.21,3.76395,8.60805,1781189014191
2079542624,3,-3.186,3.7710001,8.604,1781189014202
2079542635,3,-3.2080503,3.7480502,8.623051,1781189014212
2079542645,3,-3.213,3.759,8.668051,1781189014222
2079542655,3,-3.22005,3.7480502,8.709001,1781189014239
2079542665,3,-3.2340002,3.7480502,8.73795,1781189014243
2079542675,3,-3.21705,3.7740002,8.776051,1781189014253
2079542685,3,-3.2080503,3.7740002,8.742001,1781189014261
2079542695,3,-3.2010002,3.7789502,8.754001,1781189014271
2079542705,3,-3.2029502,3.7909503,8.773951,1781189014283
2079542715,3,-3.2029502,3.7879503,8.7619505,1781189014292
2079542725,3,-3.18405,3.798,8.766001,1781189014302
2079542735,3,-3.1360502,3.8220003,8.781,1781189014312
2079542745,3,-3.11205,3.86505,8.733001,1781189014324
2079542755,3,-3.07395,3.8839502,8.661,1781189014332
2079542766,3,-3.05205,3.9079502,8.5990505,1781189014344
2079542776,3,-3.0040503,3.93195,8.52705,1781189014352
2079542786,3,-3.0190501,3.9390001,8.458051,1781189014363
2079542796,3,-3.04305,3.92895,8.37405,1781189014374
2079542806,3,-2.9989502,3.9220502,8.326051,1781189014383
2079542816,3,-2.97495,3.93405,8.2560005,1781189014394
2079542826,3,-2.9490001,3.9150002,8.175,1781189014403
2079542836,3,-2.94195,3.8820002,8.12205,1781189014413
2079542846,3,-2.94,3.9559503,8.079,1781189014423
2079542856,3,-2.9250002,4.0009503,8.026951,1781189014434
2079542866,3,-2.9320502,4.05405,7.8930006,1781189014444
2079542876,3,-2.844,4.143,7.7130003,1781189014452
2079542886,3,-2.77395,4.2190504,7.4950504,1781189014467
2079542896,3,-2.77395,4.2649503,7.3159504,1781189014474
2079542907,3,-2.7889502,4.31505,7.2169504,1781189014484
2079542917,3,-2.8819501,4.296,7.1910005,1781189014494
2079542927,3,-3.081,4.1140504,7.4710503,1781189014503
2079542937,3,-3.3820503,3.97305,8.13,1781189014514
2079542947,3,-3.7339501,3.759,8.06505,1781189014523
2079542957,3,-4.14405,3.7140002,6.9349504,1781189014534
2079542967,3,-4.5679502,4.0080004,6.3910503,1781189014545
2079542977,3,-5.19,4.0279503,6.85305,1781189014554
2079542987,3,-5.4529505,4.0609503,7.2319503,1781189014564
2079542997,3,-5.6449504,4.269,7.0330505,1781189014574
2079543007,3,-5.71395,4.506,6.6720004,1781189014584
2079543017,3,-5.5950003,4.722,5.94105,1781189014594
2079543027,3,-5.3580003,4.9879503,5.2110004,1781189014604
2079543038,3,-5.2909503,5.4229503,4.59105,1781189014615
2079543048,3,-5.3770504,5.1649504,4.28205,1781189014625
2079543058,3,-5.262,5.3590503,4.122,1781189014635
2079543068,3,-5.379,5.6250005,4.04295,1781189014645
2079543078,3,-5.4100504,5.8570504,3.9490502,1781189014655
2079543088,3,-5.49405,5.8450503,3.8220003,1781189014665
2079543098,3,-5.6470504,5.7850504,3.6979501,1781189014675
2079543108,3,-5.83395,5.65605,3.48495,1781189014685
2079543118,3,-6.1050005,5.56995,3.32205,1781189014695
2079543128,3,-6.4110003,5.5480504,3.078,1781189014705
2079543138,3,-6.663,5.5189505,2.802,1781189014716
2079543148,3,-7.0189505,5.5260005,2.43105,1781189014726
2079543158,3,-7.5270004,5.49795,2.0320501,1781189014735
