step_count,mtk,2026-06-11_17-43-30.077_Active 10 Pro
imuTimestamp,accuracy(more=better),unknown
2079541850,3,2223.0
2079576519,3,2233.0
2079581516,3,2241.0
2079586513,3,2249.0
2079591511,3,2256.0
2079619852,3,2266.0
2079624849,3,2274.0
2079629852,3,2282.0
2079634612,3,2287.0
2079660193,3,2297.0
2079665191,3,2305.0
2079670194,3,2313.0
2079674289,3,2317.0
