stk3a5x_als,sensortek,2026-06-11_21-49-00.661_Active 10 Pro
imuTimestamp,accuracy(more=better),ambient_brightness[lux]
2094272219,3,9.0
2094272219,3,9.0
2094272359,3,11.0
2094272369,3,2.0
2094272379,3,2.0
2094272389,3,2.0
2094272399,3,11.0
2094272409,3,2.0
2094272419,3,2.0
2094272429,3,2.0
2094272439,3,2.0
2094272449,3,8.0
2094272459,3,2.0
2094272469,3,2.0
2094272479,3,2.0
2094272489,3,2.0
2094272499,3,7.0
2094272509,3,1.0
2094272519,3,1.0
2094272529,3,1.0
2094272539,3,1.0
2094272549,3,7.0
2094272559,3,1.0
2094272569,3,1.0
2094272579,3,1.0
2094272589,3,1.0
2094272599,3,7.0
2094272609,3,1.0
2094272619,3,1.0
2094272629,3,1.0
2094272639,3,1.0
2094272649,3,1.0
2094272659,3,7.0
2094272669,3,1.0
2094272679,3,1.0
2094272689,3,1.0
2094272699,3,1.0
2094272709,3,7.0
2094272719,3,1.0
2094272729,3,1.0
2094272739,3,1.0
2094272749,3,1.0
2094272759,3,7.0
2094272769,3,1.0
2094272779,3,1.0
2094272789,3,1.0
2094272799,3,1.0
2094272809,3,7.0
2094272819,3,1.0
2094272829,3,1.0
2094272839,3,1.0
2094272849,3,1.0
2094272859,3,7.0
2094272869,3,1.0
2094272879,3,1.0
2094272889,3,1.0
2094272899,3,1.0
2094272909,3,7.0
2094272919,3,1.0
2094272929,3,1.0
2094272939,3,1.0
2094272949,3,1.0
2094272959,3,7.0
2094272969,3,1.0
2094272979,3,1.0
2094272989,3,1.0
2094272999,3,1.0
2094273009,3,1.0
2094273019,3,7.0
2094273029,3,1.0
2094273039,3,1.0
2094273049,3,1.0
2094273059,3,1.0
2094273069,3,8.0
2094273079,3,2.0
2094273089,3,2.0
2094273099,3,2.0
2094273109,3,2.0
2094273119,3,12.0
2094273129,3,3.0
2094273139,3,3.0
2094273149,3,3.0
2094273159,3,3.0
2094273169,3,12.0
2094273179,3,3.0
2094273189,3,3.0
2094273199,3,3.0
2094273209,3,3.0
2094273219,3,12.0
2094273229,3,3.0
2094273239,3,3.0
2094273249,3,3.0
2094273259,3,3.0
2094273269,3,12.0
2094273279,3,3.0
2094273289,3,3.0
2094273299,3,3.0
2094273309,3,3.0
2094273319,3,3.0
2094273329,3,12.0
2094273339,3,3.0
2094273349,3,3.0
2094273359,3,3.0
2094273369,3,3.0
2094273379,3,11.0
2094273389,3,2.0
2094273399,3,2.0
2094273409,3,2.0
2094273419,3,2.0
2094273429,3,11.0
2094273439,3,2.0
2094273449,3,2.0
2094273459,3,2.0
2094273469,3,2.0
2094273479,3,11.0
2094273489,3,2.0
2094273499,3,2.0
2094273509,3,2.0
2094273519,3,2.0
2094273529,3,11.0
2094273539,3,2.0
2094273549,3,2.0
2094273559,3,2.0
2094273569,3,2.0
2094273579,3,11.0
2094273589,3,2.0
2094273599,3,2.0
2094273609,3,2.0
2094273619,3,2.0
2094273629,3,2.0
2094273639,3,9.0
2094273649,3,2.0
2094273659,3,2.0
2094273669,3,2.0
2094273679,3,2.0
2094273689,3,8.0
2094273699,3,2.0
2094273709,3,2.0
2094273719,3,2.0
2094273729,3,2.0
2094273739,3,2.0
2094273749,3,0.0
2094273759,3,0.0
2094273769,3,0.0
2094273779,3,0.0
2094273789,3,1.0
2094273799,3,0.0
2094273809,3,0.0
2094273819,3,0.0
2094273829,3,0.0
2094273839,3,0.0
2094273849,3,0.0
2094273859,3,0.0
2094273869,3,0.0
2094273879,3,0.0
2094273889,3,0.0
2094273899,3,0.0
2094273909,3,0.0
2094273919,3,0.0
2094273929,3,0.0
2094273939,3,0.0
2094273949,3,0.0
2094273959,3,0.0
2094273969,3,0.0
2094273979,3,0.0
2094273989,3,0.0
2094273999,3,0.0
2094274009,3,0.0
2094274019,3,0.0
2094274029,3,0.0
2094274039,3,0.0
2094274049,3,0.0
2094274059,3,0.0
2094274069,3,0.0
2094274079,3,0.0
2094274089,3,0.0
2094274099,3,0.0
2094274109,3,0.0
2094274119,3,0.0
2094274129,3,0.0
2094274139,3,0.0
2094274149,3,0.0
2094274159,3,0.0
2094274169,3,0.0
2094274179,3,0.0
2094274189,3,0.0
2094274199,3,0.0
2094274209,3,0.0
2094274219,3,0.0
2094274229,3,0.0
2094274239,3,0.0
2094274249,3,0.0
2094274259,3,0.0
2094274269,3,0.0
2094274279,3,0.0
2094274289,3,0.0
2094274299,3,0.0
2094274309,3,0.0
2094274319,3,0.0
2094274329,3,0.0
2094274339,3,0.0
2094274349,3,0.0
2094274359,3,0.0
2094274369,3,0.0
2094274379,3,0.0
2094274389,3,0.0
2094274399,3,0.0
2094274409,3,0.0
2094274419,3,0.0
2094274429,3,0.0
2094274439,3,0.0
2094274449,3,0.0
2094274459,3,0.0
2094274469,3,0.0
2094274479,3,0.0
2094274489,3,0.0
2094274499,3,0.0
2094274509,3,0.0
2094274519,3,0.0
2094274529,3,0.0
2094274539,3,0.0
2094274549,3,0.0
2094274559,3,0.0
2094274569,3,0.0
2094274579,3,0.0
2094274589,3,0.0
2094274599,3,0.0
2094274609,3,0.0
2094274619,3,1.0
2094274629,3,0.0
2094274639,3,0.0
2094274649,3,0.0
2094274659,3,0.0
2094274669,3,1.0
2094274679,3,0.0
2094274689,3,0.0
2094274699,3,0.0
2094274709,3,0.0
2094274719,3,1.0
2094274729,3,0.0
2094274739,3,0.0
2094274749,3,0.0
2094274759,3,0.0
2094274769,3,0.0
2094274779,3,0.0
2094274789,3,0.0
2094274799,3,0.0
