linear_acc,mtk,2026-06-11_21-49-00.661_Active 10 Pro
imuTimestamp,accuracy(more=better),acc_lin_x[m/s^2],acc_lin_y[m/s^2],acc_lin_z[m/s^2]
2094272432,3,0.621308,-0.600113,0.143475
2094272442,3,0.541546,-0.343972,0.155322
2094272452,3,0.430939,-0.094559,0.162696
2094272462,3,0.333514,0.084095,0.236967
2094272472,3,0.194219,0.050356,0.250611
2094272482,3,0.084379,-0.045649,0.087674
2094272493,3,0.046626,-0.128329,-0.020836
2094272503,3,-0.041101,-0.10758,0.065496
2094272513,3,-0.161465,-0.045394,0.162725
2094272523,3,-0.27608,0.074328,0.502331
2094272533,3,-0.327614,0.561289,0.009091
2094272543,3,-0.48223,0.879093,-0.208524
2094272553,3,-0.493235,0.663817,-0.096016
2094272563,3,-0.227696,0.207039,0.022146
2094272573,3,-0.039271,0.347078,-0.186329
2094272583,3,-0.037227,0.288708,-0.16394
2094272593,3,-0.04204,0.245459,-0.153689
2094272603,3,-0.044741,0.20837,-0.145936
2094272613,3,-0.041028,0.175124,-0.135583
2094272623,3,-0.037994,0.142908,-0.126854
2094272634,3,-0.041887,0.11107,-0.1207
2094272644,3,-0.04896,0.089814,-0.110351
2094272654,3,-0.049383,0.08347,-0.100603
2094272664,3,-0.049913,0.079163,-0.089484
2094272674,3,-0.048613,0.071694,-0.081164
2094272684,3,-0.044381,0.0518,-0.077381
2094272694,3,-0.034356,0.018073,-0.079973
2094272704,3,-0.018993,-0.021805,-0.081344
2094272714,3,-8.93E-4,-0.048281,-0.076503
2094272724,3,0.015948,-0.072527,-0.077931
2094272734,3,0.026485,-0.085666,-0.067899
2094272744,3,0.033957,-0.089794,-0.053873
2094272754,3,0.043382,-0.088243,-0.043864
2094272765,3,0.052646,-0.088599,-0.028196
2094272775,3,0.060058,-0.093032,-0.014065
2094272785,3,0.065795,-0.102007,-0.00506
2094272795,3,0.069363,-0.113719,0.006104
2094272805,3,0.071452,-0.126091,0.018033
2094272815,3,0.072548,-0.136498,0.026941
2094272825,3,0.073489,-0.143292,0.038662
2094272835,3,0.075327,-0.153388,0.055766
2094272845,3,0.079798,-0.16587,0.0743
2094272855,3,0.084269,-0.177771,0.090916
2094272865,3,0.095316,-0.169352,0.102293
2094272875,3,0.098087,-0.156422,0.123079
2094272885,3,0.101327,-0.157507,0.154838
2094272895,3,0.107685,-0.163611,0.188482
2094272906,3,0.113218,-0.169323,0.212652
2094272916,3,0.115666,-0.170957,0.224326
2094272926,3,0.123434,-0.169646,0.233091
2094272936,3,0.142162,-0.158254,0.236271
2094272946,3,0.167295,-0.146842,0.233327
2094272956,3,0.188296,-0.1395,0.224842
2094272966,3,0.208992,-0.135031,0.208924
2094272976,3,0.227016,-0.126284,0.187634
2094272986,3,0.239265,-0.112391,0.167089
2094272996,3,0.242233,-0.091444,0.154484
2094273006,3,0.23701,-0.057833,0.160554
2094273016,3,0.223573,-0.030369,0.170837
2094273026,3,0.203184,-0.005971,0.184362
2094273037,3,0.188404,0.00831,0.180816
2094273047,3,0.182901,0.010415,0.157231
2094273057,3,0.180478,-0.006033,0.124316
2094273067,3,0.181094,-0.027427,0.084832
2094273077,3,0.18414,-0.041351,0.048839
2094273087,3,0.189003,-0.041892,0.030836
2094273097,3,0.196277,-0.041238,0.009091
2094273107,3,0.203054,-0.034586,-0.01967
2094273117,3,0.201069,-0.02652,-0.062279
2094273127,3,0.189203,-0.018917,-0.104859
2094273137,3,0.168154,-0.006706,-0.144349
2094273147,3,0.141865,6.1E-5,-0.191328
2094273157,3,0.124856,0.015307,-0.212567
2094273167,3,0.112079,0.035741,-0.229302
2094273178,3,0.098793,0.042894,-0.262418
2094273188,3,0.082929,0.048297,-0.289357
2094273198,3,0.063406,0.055046,-0.316593
2094273208,3,0.042042,0.058274,-0.347509
2094273218,3,0.024184,0.055748,-0.379075
2094273228,3,0.008685,0.053601,-0.420351
2094273238,3,-0.008757,0.042178,-0.462632
2094273248,3,-0.033821,0.029529,-0.48988
2094273258,3,-0.073536,0.02573,-0.485692
2094273268,3,-0.120567,0.03265,-0.459741
2094273278,3,-0.166492,0.036144,-0.416953
2094273288,3,-0.206424,0.048196,-0.367146
2094273298,3,-0.24169,0.081334,-0.330428
2094273309,3,-0.265305,0.105289,-0.324868
2094273319,3,-0.28075,0.12937,-0.34251
2094273329,3,-0.286211,0.164277,-0.360646
2094273339,3,-0.286493,0.198267,-0.382051
2094273349,3,-0.291508,0.237399,-0.392534
2094273359,3,-0.309884,0.2952,-0.395239
2094273369,3,-0.348209,0.371959,-0.411384
2094273379,3,-0.391892,0.461841,-0.416894
2094273389,3,-0.425562,0.526278,-0.394999
2094273399,3,-0.448795,0.566844,-0.350731
2094273409,3,-0.46885,0.580273,-0.303697
2094273419,3,-0.485788,0.577353,-0.266772
2094273429,3,-0.480568,0.563396,-0.253959
2094273439,3,-0.449193,0.54291,-0.261522
2094273450,3,-0.40245,0.526584,-0.276064
2094273460,3,-0.359948,0.492582,-0.314576
2094273470,3,-0.317646,0.441056,-0.344427
2094273480,3,-0.281315,0.377935,-0.332237
2094273490,3,-0.255698,0.312117,-0.317248
2094273500,3,-0.239482,0.256397,-0.30896
2094273510,3,-0.231042,0.211693,-0.297095
