icm4n607_acc,iven_sense,2026-06-11_21-49-00.661_Active 10 Pro
imuTimestamp,accuracy(more=better),acc_x[m/s^2],acc_y[m/s^2],acc_z[m/s^2],utcTimestamp(millis)
2094272271,3,-1.14195,5.66295,8.72805,1781203743848
2094272281,3,-1.04595,5.8690505,8.224951,1781203743858
2094272291,3,-0.897,5.775,7.7110505,1781203743867
2094272301,3,-0.68700004,5.6959505,7.3750505,1781203743878
2094272311,3,-0.52095,5.61,7.29405,1781203743888
2094272321,3,-0.45000002,5.55495,7.2990003,1781203743898
2094272331,3,-0.20805001,5.6800504,7.3609505,1781203743908
2094272341,3,-0.15795001,5.5410004,7.7440505,1781203743917
2094272351,3,-0.31305,5.4469504,7.8880506,1781203743928
2094272362,3,-0.44505003,5.4570003,8.014951,1781203743937
2094272372,3,-0.44205,5.34,8.151,1781203743950
2094272382,3,-0.34695002,5.196,8.25195,1781203743958
2094272392,3,-0.25095,4.959,8.54595,1781203743968
2094272402,3,-0.040050004,4.7650504,8.565001,1781203743982
2094272412,3,0.22905001,4.57095,8.635051,1781203743988
2094272422,3,0.45000002,4.3560004,8.674951,1781203743998
2094272432,3,0.591,4.3219504,8.668051,1781203744010
2094272442,3,0.64395005,4.49895,8.721001,1781203744019
2094272452,3,0.63900006,4.72695,8.769,1781203744030
2094272462,3,0.624,4.92495,8.90505,1781203744039
2094272472,3,0.531,4.8970504,8.98005,1781203744049
2094272482,3,0.44205,4.78695,8.830951,1781203744059
2094272493,3,0.41805002,4.67205,8.71905,1781203744070
2094272503,3,0.31800002,4.66905,8.829,1781203744081
2094272513,3,0.15495001,4.722,8.96805,1781203744090
2094272523,3,-0.028050002,4.8630004,9.444,1781203744099
2094272533,3,-0.16005,5.5069504,8.920051,1781203744111
2094272543,3,-0.43995002,6.0409503,8.65905,1781203744120
2094272553,3,-0.56895,5.97195,8.75895,1781203744131
2094272563,3,-0.34905002,5.55495,8.88405,1781203744141
2094272573,3,-0.17205001,5.8039503,8.616,1781203744152
2094272583,3,-0.39000002,6.2179503,8.058001,1781203744161
2094272593,3,-0.63195,6.3480005,7.7700005,1781203744171
2094272603,3,-0.588,6.25395,7.7539506,1781203744181
2094272613,3,-0.36795002,6.1200004,7.9090505,1781203744192
2094272623,3,-0.36600003,5.9089503,7.9260006,1781203744201
2094272634,3,-0.60300004,5.682,7.8949504,1781203744212
2094272644,3,-0.75105006,5.83995,8.09805,1781203744221
2094272654,3,-0.555,6.2400002,8.154,1781203744231
2094272664,3,-0.56205004,6.2689505,8.27805,1781203744241
2094272674,3,-0.49695003,6.11805,8.2560005,1781203744252
2094272684,3,-0.37800002,5.5960503,8.149051,1781203744262
2094272694,3,-0.12900001,4.9279504,7.938,1781203744272
