timestamp_global[ms],timestampImu[ms],ang_vel_uncal_x[rad/s],ang_vel_uncal_y[rad/s],ang_vel_uncal_z[rad/s],acc_uncal_x[m/s^2],acc_uncal_y[m/s^2],acc_uncal_z[m/s^2],mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],ang_vel_drift_x[rad/s],ang_vel_drift_y[rad/s],ang_vel_drift_z[rad/s],acc_bias_x[m/s^2],acc_bias_y[m/s^2],acc_bias_z[m/s^2],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
247,2094272341,-0.296175,-0.0279125,0.12979999,-0.15795001,5.5410004,7.7440505,33.9375,-31.181252,-21.16875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,2094272351,-0.2151875,0.055275,0.2363625,-0.31305,5.4469504,7.8880506,36.05625,-30.525002,-20.38125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2094272362,-0.11715,0.121275,0.357775,-0.44505003,5.4570003,8.014951,36.05625,-30.525002,-20.38125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,2094272372,-0.0116875,0.1522125,0.4717625,-0.44205,5.34,8.151,34.85625,-30.581251,-19.85625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,2094272382,0.069299996,0.1819125,0.5611375,-0.34695002,5.196,8.25195,34.85625,-30.581251,-19.85625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,2094272392,0.144925,0.1904375,0.6133875,-0.25095,4.959,8.54595,34.85625,-30.581251,-19.85625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,2094272402,0.2035,0.1755875,0.6293375,-0.040050004,4.7650504,8.565001,35.4375,-30.975,-19.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,2094272412,0.23333749,0.1511125,0.6122875,0.22905001,4.57095,8.635051,35.4375,-30.975,-19.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,2094272422,0.2365,0.1255375,0.5654,0.45000002,4.3560004,8.674951,35.006252,-31.66875,-19.462502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,2094272432,0.2237125,0.121275,0.491975,0.591,4.3219504,8.668051,35.006252,-31.66875,-19.462502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,2094272442,0.1907125,0.1318625,0.4046625,0.64395005,4.49895,8.721001,35.11875,-32.100002,-18.956251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,2094272452,0.1384625,0.139425,0.3183125,0.63900006,4.72695,8.769,35.11875,-32.100002,-18.956251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,2094272462,0.0724625,0.1403875,0.24805,0.624,4.92495,8.90505,36.675003,-31.968752,-19.25625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,2094272472,0.0011,0.1340625,0.189475,0.531,4.8970504,8.98005,36.675003,-31.968752,-19.25625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,2094272482,-0.0435875,0.1266375,0.136125,0.44205,4.78695,8.830951,35.850002,-32.568752,-18.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,2094272493,-0.041525,0.121275,0.086075,0.41805002,4.67205,8.71905,35.850002,-32.568752,-18.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,2094272503,-0.0020625,0.095699996,0.0275,0.31800002,4.66905,8.829,34.725002,-32.98125,-18.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,2094272513,0.0650375,0.037125,-0.0193875,0.15495001,4.722,8.96805,34.725002,-32.98125,-18.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,2094272523,0.1353,-0.0715,-0.05775,-0.028050002,4.8630004,9.444,33.506252,-33.28125,-18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
