stk3a5x_ps,sensortek,2026-06-11_21-49-00.661_Active 10 Pro
imuTimestamp,accuracy(more=better),proximity_distance[cm]
2094272397,3,5.0
2094273997,3,0.0
2094274097,3,5.0
2094274457,3,0.0
2094274507,3,5.0
2094274827,3,0.0
2094275137,3,5.0
2094275857,3,0.0
2094276217,3,5.0
2094276677,3,0.0
2094276887,3,5.0
2094465117,3,0.0
2094465167,3,5.0
