game_rotvec,mtk,2026-06-11_16-56-21.805_Active 10 Pro
imuTimestamp,accuracy(more=better),unknown
2076713552,3,0.028593,-0.05804,0.001664,0.997903
2076713562,3,0.027455,-0.057581,0.001586,0.997961
2076713572,3,0.026366,-0.056623,0.001495,0.998046
2076713582,3,0.025157,-0.056053,0.001413,0.998109
2076713592,3,0.026819,-0.05515,0.001474,0.998116
2076713602,3,0.028137,-0.054843,0.001544,0.998097
2076713612,3,0.028893,-0.055106,0.001596,0.998061
2076713622,3,0.027249,-0.05516,0.001504,0.998104
2076713632,3,0.024976,-0.055739,0.001402,0.998131
2076713642,3,0.026163,-0.056386,0.00148,0.998065
2076713652,3,0.028077,-0.05667,0.001591,0.997996
2076713663,3,0.030014,-0.056354,0.0017,0.997958
2076713673,3,0.031453,-0.056105,0.001773,0.997927
2076713683,3,0.032103,-0.056523,0.001814,0.997883
2076713693,3,0.032031,-0.056765,0.001826,0.997871
2076713703,3,0.030456,-0.054797,0.001669,0.998031
2076713713,3,0.027315,-0.054677,0.00149,0.998129
2076713723,3,0.027297,-0.052351,0.001485,0.998254
2076713733,3,0.027337,-0.050088,0.001469,0.998369
2076713743,3,0.027484,-0.047852,0.001449,0.998475
2076713753,3,0.027699,-0.045632,0.001454,0.998573
2076713763,3,0.027981,-0.043418,0.00149,0.998663
2076713773,3,0.028296,-0.041249,0.001558,0.998746
2076713783,3,0.028546,-0.039148,0.001651,0.998824
2076713794,3,0.028692,-0.037128,0.001743,0.998896
2076713804,3,0.028808,-0.03521,0.00181,0.998963
2076713814,3,0.028919,-0.033377,0.001855,0.999022
2076713824,3,0.029026,-0.031587,0.001875,0.999077
2076713834,3,0.029165,-0.029769,0.001891,0.999129
2076713844,3,0.029312,-0.027947,0.001891,0.999177
2076713854,3,0.029462,-0.026135,0.001887,0.999222
2076713864,3,0.029587,-0.024343,0.001898,0.999263
2076713874,3,0.029658,-0.022588,0.001918,0.999303
2076713884,3,0.029711,-0.020869,0.001933,0.999338
2076713894,3,0.029745,-0.019203,0.001937,0.999371
2076713904,3,0.029792,-0.017568,0.001933,0.999399
2076713914,3,0.029886,-0.015908,0.001922,0.999424
2076713925,3,0.030141,-0.014192,0.001902,0.999443
2076713935,3,0.030563,-0.012418,0.001902,0.999453
2076713945,3,0.031127,-0.010594,0.001941,0.999457
2076713955,3,0.031757,-0.008816,0.002038,0.999454
2076713965,3,0.032331,-0.00717,0.002169,0.999449
2076713975,3,0.032824,-0.005664,0.002312,0.999442
2076713985,3,0.033221,-0.004305,0.002441,0.999435
2076713995,3,0.033527,-0.003073,0.002548,0.999429
2076714005,3,0.0338,-0.001926,0.002637,0.999423
2076714015,3,0.034077,-8.27E-4,0.002715,0.999415
2076714025,3,0.034397,2.72E-4,0.002775,0.999404
2076714035,3,0.034771,0.001364,0.002826,0.99939
2076714045,3,0.0352,0.002477,0.002878,0.999373
2076714055,3,0.035645,0.003594,0.002937,0.999353
2076714066,3,0.03609,0.004697,0.002977,0.999333
2076714076,3,0.036548,0.005817,0.002985,0.99931
2076714086,3,0.037087,0.006943,0.002955,0.999283
2076714096,3,0.037741,0.008058,0.002911,0.99925
2076714106,3,0.038496,0.009154,0.00286,0.999212
2076714116,3,0.039255,0.010245,0.002791,0.999172
2076714126,3,0.040042,0.011345,0.002715,0.999129
2076714136,3,0.040786,0.012425,0.002643,0.999087
2076714146,3,0.041421,0.013532,0.00258,0.999046
2076714156,3,0.041936,0.014615,0.002519,0.99901
2076714166,3,0.042333,0.015684,0.002462,0.998977
2076714176,3,0.04264,0.016828,0.002404,0.998945
2076714186,3,0.042872,0.018064,0.002354,0.998914
2076714197,3,0.043059,0.019321,0.002328,0.998882
2076714207,3,0.043198,0.020509,0.002309,0.998853
2076714217,3,0.043322,0.021585,0.002296,0.998825
2076714227,3,0.043441,0.022552,0.002257,0.998798
2076714237,3,0.043573,0.023398,0.002214,0.998773
2076714247,3,0.043692,0.024143,0.002138,0.99875
2076714257,3,0.043802,0.024818,0.002038,0.998729
2076714267,3,0.043975,0.025486,0.001933,0.998705
2076714277,3,0.044157,0.026176,0.001814,0.998679
2076714287,3,0.044427,0.026948,0.001687,0.998647
2076714297,3,0.044815,0.027809,0.001572,0.998606
2076714307,3,0.045294,0.028736,0.001464,0.998559
2076714317,3,0.04579,0.029686,0.001375,0.998508
2076714328,3,0.046243,0.030583,0.001256,0.998461
2076714338,3,0.046676,0.031408,0.001125,0.998415
2076714348,3,0.047082,0.032173,9.76E-4,0.998372
2076714358,3,0.047491,0.032875,8.09E-4,0.99833
2076714368,3,0.047902,0.033545,6.57E-4,0.998288
2076714378,3,0.048286,0.034203,5.17E-4,0.998247
2076714388,3,0.048575,0.034868,4.04E-4,0.99821
2076714398,3,0.048774,0.035556,2.99E-4,0.998176
2076714408,3,0.048871,0.036182,1.22E-4,0.998149
2076714418,3,0.04893,0.036759,-1.22E-4,0.998125
2076714428,3,0.048959,0.037301,-1.72E-4,0.998104
2076714438,3,0.048955,0.037814,-3.66E-4,0.998084
2076714448,3,0.048915,0.038287,-5.32E-4,0.998068
2076714458,3,0.04888,0.03874,-7.01E-4,0.998052
2076714469,3,0.048863,0.039205,-8.27E-4,0.998035
2076714479,3,0.049023,0.039727,-9.45E-4,0.998006
2076714489,3,0.04948,0.040377,-0.001021,0.997958
2076714499,3,0.050228,0.041128,-0.001064,0.99789
2076714509,3,0.05131,0.04197,-0.001057,0.997799
2076714519,3,0.05275,0.042833,-0.00105,0.997688
2076714529,3,0.054547,0.043562,-0.001042,0.997559
2076714539,3,0.056893,0.043738,-9.91E-4,0.997421
2076714549,3,0.059645,0.043571,-9.84E-4,0.997267
2076714559,3,0.062412,0.043301,-0.00105,0.99711
2076714569,3,0.065754,0.043284,-0.001145,0.996895
2076714579,3,0.069532,0.043893,-0.001337,0.996612
2076714589,3,0.074452,0.044887,-0.001642,0.996212
2076714600,3,0.081076,0.046083,-0.002227,0.995639
2076714610,3,0.088745,0.047052,-0.003157,0.994937
2076714620,3,0.097394,0.047621,-0.004379,0.994096
2076714630,3,0.106901,0.047889,-0.005947,0.993097
2076714640,3,0.116636,0.048066,-0.007842,0.991979
2076714650,3,0.125534,0.047348,-0.010046,0.990907
2076714660,3,0.137015,0.047396,-0.01283,0.989351
2076714670,3,0.148868,0.046695,-0.01598,0.987624
2076714680,3,0.160906,0.045225,-0.018969,0.98575
2076714690,3,0.176249,0.045664,-0.021375,0.983053
2076714700,3,0.193606,0.048015,-0.022622,0.979642
2076714710,3,0.20602,0.048996,-0.022058,0.977071
2076714720,3,0.221141,0.05231,-0.020332,0.973625
2076714731,3,0.233268,0.05519,-0.018076,0.970676
2076714741,3,0.243664,0.05696,-0.015607,0.968059
2076714751,3,0.253991,0.057034,-0.013061,0.965434
2076714761,3,0.261923,0.056194,-0.010906,0.963389
2076714771,3,0.269313,0.054724,-0.00911,0.961453
2076714781,3,0.277581,0.052851,-0.007244,0.959219
2076714791,3,0.285725,0.05093,-0.00525,0.956942
2076714801,3,0.294854,0.050026,-0.003114,0.954226
2076714811,3,0.304878,0.05037,-2.99E-4,0.951058
2076714821,3,0.314371,0.05098,0.003415,0.947924
2076714831,3,0.323218,0.051417,0.008075,0.944892
2076714841,3,0.331872,0.050572,0.013927,0.941864
2076714851,3,0.339705,0.049944,0.020016,0.938991
2076714861,3,0.347394,0.049917,0.026448,0.936015
2076714872,3,0.354872,0.049711,0.033195,0.933001
2076714882,3,0.362854,0.049428,0.040056,0.929671
2076714892,3,0.371026,0.048933,0.046688,0.926155
2076714902,3,0.379376,0.048483,0.052645,0.92247
2076714912,3,0.38732,0.048453,0.057808,0.918854
2076714922,3,0.39385,0.048497,0.062351,0.915774
2076714932,3,0.398895,0.048657,0.066744,0.913268
2076714942,3,0.402221,0.049159,0.071293,0.911437
2076714952,3,0.403805,0.050081,0.076346,0.910276
2076714962,3,0.403637,0.051224,0.082441,0.909756
2076714972,3,0.401872,0.052382,0.089721,0.909782
2076714982,3,0.399023,0.053679,0.097729,0.910136
2076714992,3,0.395501,0.054843,0.105852,0.910695
2076715003,3,0.391652,0.055644,0.113785,0.911353
2076715013,3,0.387668,0.055763,0.121235,0.912088
2076715023,3,0.383762,0.05527,0.128088,0.912833
2076715033,3,0.379371,0.054661,0.134185,0.913829
2076715043,3,0.375467,0.053069,0.139776,0.914696
2076715053,3,0.372296,0.05099,0.144744,0.915338
2076715063,3,0.369915,0.04871,0.149073,0.915733
2076715073,3,0.368019,0.046114,0.153017,0.91598
2076715083,3,0.367738,0.044279,0.156411,0.91561
2076715093,3,0.367388,0.04261,0.159793,0.915246
2076715103,3,0.367323,0.040346,0.163422,0.914734
2076715113,3,0.367449,0.03806,0.167115,0.914114
2076715123,3,0.368017,0.036143,0.170817,0.913278
2076715134,3,0.369016,0.034817,0.174887,0.912156
2076715144,3,0.369765,0.033689,0.179583,0.910982
2076715154,3,0.370245,0.032374,0.184781,0.909794
2076715164,3,0.370496,0.030501,0.190133,0.908653
2076715174,3,0.370624,0.027704,0.195438,0.907564
2076715184,3,0.370446,0.024021,0.200677,0.906598
2076715194,3,0.372723,0.020897,0.205063,0.904759
2076715204,3,0.37715,0.019673,0.208101,0.902255
2076715214,3,0.381512,0.019466,0.210384,0.899893
2076715224,3,0.385476,0.019929,0.212435,0.897709
2076715234,3,0.388227,0.018618,0.215675,0.895777
2076715244,3,0.391273,0.017427,0.219646,0.893508
2076715254,3,0.395022,0.016582,0.224553,0.89065
2076715264,3,0.399668,0.016227,0.230302,0.887109
2076715275,3,0.405111,0.016402,0.236609,0.882967
2076715285,3,0.411194,0.016939,0.243229,0.878334
2076715295,3,0.417983,0.017804,0.249907,0.873223
2076715305,3,0.425147,0.020174,0.256011,0.867928
2076715315,3,0.433199,0.022403,0.26213,0.862046
2076715325,3,0.441575,0.02423,0.268298,0.855827
2076715335,3,0.451881,0.025261,0.274215,0.84851
2076715345,3,0.462292,0.02678,0.279329,0.841156
2076715355,3,0.472459,0.029587,0.283274,0.834063
2076715365,3,0.48256,0.033563,0.286126,0.827127
2076715375,3,0.49221,0.038329,0.28842,0.82041
2076715385,3,0.501941,0.043152,0.29052,0.813505
2076715395,3,0.515124,0.046354,0.292968,0.804156
2076715406,3,0.528465,0.050464,0.294717,0.794556
2076715416,3,0.543023,0.05416,0.296149,0.783892
2076715426,3,0.558494,0.057706,0.297089,0.772328
2076715436,3,0.574848,0.060911,0.297589,0.759789
2076715446,3,0.592327,0.062888,0.298186,0.745839
2076715456,3,0.610009,0.06534,0.297948,0.731331
2076715466,3,0.627538,0.068175,0.29661,0.716637
2076715476,3,0.644581,0.071156,0.294279,0.702034
2076715486,3,0.6609,0.074161,0.29102,0.687763
2076715496,3,0.676387,0.077385,0.286869,0.673956
