geo_rotvec,mtk,2026-06-11_16-56-21.805_Active 10 Pro
imuTimestamp,accuracy(more=better),unknown
2076713562,3,-0.008543,0.063217,-0.544938,0.836045,0.0
2076713572,3,-0.008191,0.061921,-0.535052,0.842506,0.0
2076713582,3,-0.009507,0.0607,-0.5435,0.837157,0.0
2076713592,3,-0.008985,0.060664,-0.562088,0.8248,0.0
2076713602,3,-0.008244,0.061086,-0.569029,0.820003,0.0
2076713612,3,-0.008056,0.061698,-0.572727,0.817381,0.0
2076713622,3,-0.009572,0.060775,-0.574699,0.816048,0.0
2076713632,3,-0.011995,0.05989,-0.577954,0.81378,0.0
2076713642,3,-0.011477,0.061091,-0.578813,0.813087,0.0
2076713652,3,-0.011066,0.062269,-0.591404,0.80389,0.0
2076713663,3,-0.009477,0.063142,-0.593311,0.802436,0.0
2076713673,3,-0.007763,0.06385,-0.588077,0.806242,0.0
2076713683,3,-0.007899,0.064521,-0.593167,0.80245,0.0
2076713693,3,-0.008406,0.064634,-0.596922,0.799647,0.0
2076713703,3,-0.008259,0.062146,-0.594218,0.801856,0.0
2076713713,3,-0.010742,0.060169,-0.594857,0.801503,0.0
2076713723,3,-0.005897,0.056774,-0.596092,0.800884,0.0
2076713733,3,-0.001449,0.053688,-0.597184,0.800304,0.0
2076713743,3,0.002756,0.050849,-0.598146,0.799767,0.0
2076713753,3,0.006768,0.048219,-0.599019,0.799252,0.0
2076713763,3,0.010595,0.045793,-0.599804,0.798764,0.0
2076713773,3,0.014243,0.043458,-0.600537,0.798287,0.0
2076713783,3,0.01744,0.041442,-0.601144,0.797874,0.0
2076713794,3,0.020171,0.03977,-0.601644,0.797518,0.0
2076713804,3,0.022689,0.038175,-0.602146,0.797149,0.0
2076713814,3,0.025053,0.036603,-0.602652,0.79677,0.0
2076713824,3,0.027202,0.035206,-0.603106,0.796419,0.0
2076713834,3,0.0292,0.034079,-0.603475,0.796118,0.0
2076713844,3,0.031041,0.033119,-0.603782,0.795855,0.0
2076713854,3,0.032884,0.032144,-0.604115,0.795569,0.0
2076713864,3,0.034579,0.031277,-0.604405,0.79531,0.0
2076713874,3,0.036057,0.03055,-0.604652,0.795086,0.0
2076713884,3,0.037373,0.029955,-0.604865,0.794885,0.0
2076713894,3,0.038543,0.029443,-0.605064,0.794697,0.0
2076713904,3,0.039656,0.028982,-0.605262,0.794508,0.0
2076713914,3,0.040777,0.028628,-0.605457,0.794316,0.0
2076713925,3,0.042059,0.028298,-0.605605,0.794148,0.0
2076713935,3,0.04353,0.027963,-0.605712,0.793999,0.0
