step_detect,mtk,2026-06-11_16-56-21.805_Active 10 Pro
imuTimestamp,accuracy(more=better),unknown
2076717533,3,1.0
2076717805,3,1.0
2076722449,3,1.0
2076722792,3,1.0
2076724033,3,1.0
2076725130,3,1.0
2076726469,3,1.0
2076726772,3,1.0
2076727105,3,1.0
2076727990,3,1.0
2076728011,3,1.0
2076729149,3,1.0
2076729170,3,1.0
2076731346,3,1.0
2076731743,3,1.0
2076732307,3,1.0
2076845723,3,1.0
2076846505,3,1.0
2076846806,3,1.0
