stk3a5x_als,sensortek,2026-06-10_23-18-08.487_Active 10 Pro
imuTimestamp,accuracy(more=better),ambient_brightness[lux]
2013285671,3,0.0
2013285681,3,0.0
2013285691,3,0.0
2013285701,3,0.0
2013285711,3,0.0
2013285721,3,0.0
2013285731,3,0.0
2013285741,3,0.0
2013285751,3,0.0
2013285761,3,0.0
2013285771,3,0.0
2013285781,3,0.0
2013285791,3,0.0
2013285801,3,0.0
2013285811,3,0.0
2013285821,3,0.0
2013285831,3,0.0
2013285841,3,0.0
2013285851,3,0.0
2013285861,3,0.0
2013285871,3,0.0
2013285881,3,0.0
2013285891,3,0.0
2013285901,3,0.0
2013285911,3,0.0
2013285921,3,0.0
2013285931,3,0.0
2013285941,3,0.0
2013285951,3,0.0
2013285961,3,0.0
2013285971,3,0.0
2013285981,3,0.0
2013285991,3,0.0
2013286001,3,0.0
2013286011,3,0.0
2013286021,3,0.0
2013286031,3,0.0
2013286041,3,0.0
2013286051,3,0.0
2013286061,3,0.0
2013286071,3,0.0
2013286081,3,0.0
2013286091,3,0.0
2013286101,3,0.0
2013286111,3,0.0
2013286121,3,0.0
2013286131,3,0.0
2013286141,3,0.0
2013286151,3,0.0
2013286161,3,0.0
2013286171,3,0.0
2013286181,3,0.0
2013286191,3,0.0
2013286201,3,0.0
2013286211,3,0.0
2013286221,3,0.0
2013286231,3,0.0
2013286241,3,0.0
2013286251,3,0.0
2013286261,3,0.0
2013286271,3,0.0
2013286281,3,0.0
2013286291,3,0.0
2013286301,3,0.0
2013286311,3,0.0
2013286321,3,0.0
2013286331,3,0.0
2013286341,3,0.0
2013286351,3,0.0
2013286361,3,0.0
2013286371,3,0.0
2013286381,3,0.0
2013286391,3,0.0
2013286401,3,0.0
2013286411,3,0.0
2013286421,3,0.0
2013286431,3,0.0
2013286441,3,0.0
2013286451,3,0.0
2013286461,3,0.0
2013286471,3,0.0
2013286481,3,0.0
2013286491,3,0.0
2013286501,3,0.0
2013286511,3,0.0
2013286521,3,0.0
2013286531,3,0.0
2013286541,3,0.0
2013286551,3,0.0
2013286561,3,0.0
2013286571,3,0.0
2013286581,3,0.0
2013286591,3,0.0
2013286601,3,0.0
2013286611,3,0.0
2013286621,3,0.0
2013286631,3,0.0
2013286641,3,0.0
2013286651,3,0.0
2013286661,3,0.0
2013286671,3,0.0
2013286681,3,0.0
2013286691,3,0.0
2013286701,3,0.0
2013286711,3,0.0
2013286721,3,0.0
2013286731,3,0.0
2013286741,3,0.0
2013286751,3,0.0
2013286761,3,0.0
2013286771,3,0.0
2013286781,3,0.0
2013286791,3,0.0
2013286801,3,0.0
2013286811,3,0.0
2013286821,3,0.0
2013286831,3,0.0
2013286841,3,0.0
2013286851,3,0.0
2013286861,3,0.0
2013286871,3,0.0
2013286881,3,0.0
2013286891,3,0.0
2013286901,3,0.0
2013286911,3,0.0
2013286921,3,0.0
2013286931,3,0.0
2013286941,3,0.0
2013286951,3,0.0
2013286961,3,0.0
2013286971,3,0.0
2013286981,3,0.0
2013286991,3,0.0
2013287001,3,0.0
2013287011,3,0.0
2013287021,3,0.0
2013287031,3,0.0
2013287041,3,0.0
2013287051,3,0.0
2013287061,3,0.0
2013287071,3,0.0
2013287081,3,0.0
2013287091,3,0.0
2013287101,3,0.0
2013287111,3,0.0
2013287121,3,0.0
2013287131,3,0.0
2013287141,3,0.0
2013287151,3,0.0
2013287161,3,0.0
2013287171,3,0.0
2013287181,3,0.0
2013287191,3,0.0
2013287201,3,23.0
2013287211,3,5.0
2013287221,3,5.0
2013287231,3,5.0
2013287241,3,5.0
2013287251,3,44.0
2013287261,3,11.0
2013287271,3,11.0
2013287281,3,11.0
2013287291,3,11.0
2013287301,3,25.0
2013287311,3,6.0
2013287321,3,6.0
2013287331,3,6.0
2013287341,3,6.0
2013287351,3,6.0
2013287361,3,2.0
2013287371,3,0.0
2013287381,3,0.0
2013287391,3,0.0
2013287401,3,0.0
2013287411,3,2.0
2013287421,3,0.0
2013287431,3,0.0
2013287441,3,0.0
2013287451,3,0.0
2013287461,3,1.0
2013287471,3,0.0
2013287481,3,0.0
2013287491,3,0.0
2013287501,3,0.0
2013287511,3,0.0
2013287521,3,0.0
2013287531,3,0.0
2013287541,3,0.0
2013287551,3,0.0
2013287561,3,0.0
2013287571,3,0.0
2013287581,3,0.0
2013287591,3,0.0
2013287601,3,0.0
2013287611,3,1.0
2013287621,3,0.0
2013287631,3,0.0
2013287641,3,0.0
