gravity,mtk,2026-06-10_23-18-08.487_Active 10 Pro
imuTimestamp,accuracy(more=better),grav_x[m/s^2],grav_y[m/s^2],grav_z[m/s^2]
2013220277,3,0.947509,3.363057,9.161397
2013220287,3,0.902642,3.34053,9.175862
2013220297,3,0.895681,3.332445,9.179485
2013220307,3,0.902561,3.339959,9.176078
2013220317,3,0.891213,3.342559,9.176241
2013220327,3,0.89163,3.358363,9.170427
2013220337,3,0.891153,3.357698,9.170719
2013220347,3,0.917894,3.348814,9.171327
2013220357,3,0.915858,3.333552,9.177092
2013220367,3,0.905968,3.338813,9.176162
2013220377,3,0.915409,3.344389,9.173193
2013220388,3,0.898,3.372509,9.164612
2013220398,3,0.893357,3.387784,9.159431
2013220408,3,0.900185,3.398998,9.154609
2013220418,3,0.897883,3.358069,9.169923
2013220428,3,0.895971,3.320116,9.183921
2013220438,3,0.889763,3.302559,9.190853
2013220448,3,0.867246,3.290923,9.197178
2013220458,3,0.871394,3.317781,9.18713
2013220468,3,0.838842,3.319135,9.189671
2013220478,3,0.837143,3.319086,9.189839
2013220488,3,0.833727,3.318941,9.190189
2013220498,3,0.82863,3.318683,9.190718
2013220508,3,0.821869,3.318313,9.191417
2013220519,3,0.813499,3.317854,9.192268
2013220529,3,0.803564,3.317356,9.193243
2013220539,3,0.792108,3.316873,9.194318
2013220549,3,0.77915,3.31642,9.195477
2013220559,3,0.764693,3.316016,9.196711
2013220569,3,0.748713,3.315661,9.198014
2013220579,3,0.731203,3.315296,9.199405
2013220589,3,0.712183,3.31487,9.200895
2013220599,3,0.691698,3.314373,9.202482
2013220609,3,0.669779,3.313818,9.204152
2013220619,3,0.646486,3.313175,9.205912
2013220629,3,0.621883,3.312425,9.207761
2013220639,3,0.596032,3.311557,9.209697
2013220649,3,0.568967,3.310565,9.211718
2013220660,3,0.538976,3.30943,9.213987
2013220670,3,0.509524,3.308169,9.216176
2013220680,3,0.480581,3.306837,9.218267
2013220690,3,0.452205,3.305496,9.220242
2013220700,3,0.424409,3.304159,9.222098
2013220710,3,0.397233,3.3028,9.223852
2013220720,3,0.370682,3.301401,9.225515
2013220730,3,0.344757,3.299948,9.2271
2013220740,3,0.319436,3.298388,9.228631
2013220750,3,0.29472,3.296754,9.230101
2013220760,3,0.270597,3.295058,9.231508
2013220770,3,0.247092,3.293339,9.232841
2013220780,3,0.224206,3.291682,9.234072
2013220791,3,0.201909,3.290176,9.235174
2013220801,3,0.180129,3.288867,9.236135
2013220811,3,0.158808,3.28775,9.236962
2013220821,3,0.137855,3.286823,9.23766
2013220831,3,0.117189,3.286092,9.238231
2013220841,3,0.09677,3.285527,9.238688
2013220851,3,0.076591,3.285123,9.239038
2013220861,3,0.056685,3.284884,9.239281
2013220871,3,0.037078,3.284802,9.23942
2013220881,3,0.017807,3.284884,9.239458
2013220891,3,-0.00114,3.285126,9.239395
2013220901,3,-0.019814,3.285508,9.239244
2013220911,3,-0.038256,3.286053,9.238997
2013220921,3,-0.056565,3.286776,9.238653
2013220932,3,-0.074868,3.28771,9.238195
2013220942,3,-0.093286,3.288914,9.237601
2013220952,3,-0.11202,3.290399,9.236862
2013220962,3,-0.131197,3.292206,9.235955
2013220972,3,-0.150646,3.293703,9.235112
2013220982,3,-0.170644,3.294859,9.23433
2013220992,3,-0.191452,3.295645,9.233606
2013221002,3,-0.213398,3.296061,9.232916
2013221012,3,-0.236825,3.296121,9.23223
2013221022,3,-0.262055,3.295812,9.23152
2013221032,3,-0.289381,3.295023,9.230788
2013221042,3,-0.318791,3.29409,9.229902
2013221052,3,-0.350785,3.292447,9.229002
2013221063,3,-0.385959,3.289653,9.228168
2013221073,3,-0.42475,3.285726,9.227317
2013221083,3,-0.467236,3.280445,9.226473
2013221093,3,-0.51232,3.273442,9.225849
2013221103,3,-0.559629,3.264448,9.225554
2013221113,3,-0.60895,3.253311,9.225634
2013221123,3,-0.660174,3.240048,9.226075
2013221133,3,-0.713173,3.224819,9.226809
2013221143,3,-0.76773,3.207962,9.227729
2013221153,3,-0.823391,3.189864,9.228746
2013221163,3,-0.879723,3.170929,9.229775
2013221173,3,-0.936647,3.152252,9.230473
2013221183,3,-0.993615,3.134379,9.230716
2013221193,3,-1.049909,3.117832,9.230422
2013221204,3,-1.104503,3.103099,9.229566
2013221214,3,-1.156262,3.090802,9.228093
2013221224,3,-1.204048,3.081719,9.225892
2013221234,3,-1.247076,3.076624,9.222788
2013221244,3,-1.28547,3.075693,9.218681
2013221254,3,-1.3189,3.079777,9.213266
2013221264,3,-1.346936,3.089501,9.206324
2013221274,3,-1.369203,3.1049,9.197862
2013221284,3,-1.385657,3.126192,9.187799
2013221294,3,-1.397521,3.1538,9.175834
2013221304,3,-1.405377,3.188117,9.161721
2013221314,3,-1.409659,3.229434,9.145258
2013221324,3,-1.41071,3.277881,9.126297
2013221334,3,-1.410553,3.333119,9.104624
2013221345,3,-1.409235,3.394849,9.080262
2013221355,3,-1.406795,3.462645,9.053279
2013221365,3,-1.403174,3.536182,9.023692
2013221375,3,-1.398425,3.615216,8.991446
2013221385,3,-1.392643,3.699534,8.956433
2013221395,3,-1.385919,3.788739,8.918636
2013221405,3,-1.376347,3.881937,8.878644
2013221501,3,-1.364542,3.97467,8.838711
2013221511,3,-1.348537,4.0678,8.798399
2013221521,3,-1.328711,4.160405,8.757955
2013221531,3,-1.3049,4.251687,8.71771
2013221541,3,-1.276878,4.341,8.677974
2013221551,3,-1.244362,4.427692,8.639103
2013221561,3,-1.20727,4.511142,8.601442
2013221571,3,-1.165664,4.590646,8.565397
2013221581,3,-1.119604,4.665295,8.531506
2013221591,3,-1.069164,4.733986,8.500437
2013221601,3,-1.014319,4.795425,8.472975
2013221612,3,-0.954083,4.849419,8.449239
2013221622,3,-0.887197,4.895311,8.429893
2013221632,3,-0.81749,4.929898,8.4168
2013221642,3,-0.751143,4.94859,8.412416
2013221652,3,-0.689987,4.949496,8.417303
2013221662,3,-0.637077,4.931405,8.431461
2013221672,3,-0.594275,4.893659,8.454506
2013221682,3,-0.561227,4.836456,8.485743
2013221692,3,-0.538213,4.76143,8.523751
2013221702,3,-0.522369,4.674441,8.565518
2013221712,3,-0.513555,4.57601,8.610968
2013221722,3,-0.510247,4.467862,8.659597
2013221732,3,-0.512801,4.350844,8.711009
2013221742,3,-0.522629,4.225226,8.764854
2013221753,3,-0.540988,4.091342,8.820727
2013221763,3,-0.568174,3.949881,8.878196
2013221773,3,-0.603673,3.801989,8.936762
2013221783,3,-0.646512,3.649178,8.995854
2013221793,3,-0.695676,3.493194,9.054811
2013221803,3,-0.750605,3.335891,9.112859
2013221813,3,-0.811941,3.177894,9.169918
2013221823,3,-0.878928,3.020544,9.225503
2013221833,3,-0.947668,2.867557,9.277748
2013221843,3,-1.012017,2.724125,9.324152
2013221853,3,-1.070349,2.592611,9.364152
2013221863,3,-1.119516,2.474504,9.397875
2013221873,3,-1.157477,2.3706,9.425904
2013221884,3,-1.184786,2.281032,9.448985
2013221894,3,-1.203643,2.204969,9.467943
2013221904,3,-1.21488,2.141015,9.483773
2013221914,3,-1.221592,2.087372,9.497005
2013221924,3,-1.22577,2.04293,9.507921
2013221934,3,-1.227844,2.007379,9.51666
2013221944,3,-1.227237,1.980963,9.523289
2013221954,3,-1.223777,1.963922,9.527849
2013221964,3,-1.217975,1.956108,9.530413
2013221974,3,-1.210906,1.957029,9.53105
2013221984,3,-1.203873,1.96599,9.529816
2013221994,3,-1.197843,1.982067,9.526826
2013222004,3,-1.193168,2.004404,9.522236
2013222014,3,-1.189874,2.032246,9.516211
2013222025,3,-1.18789,2.064833,9.508921
2013222035,3,-1.187245,2.101395,9.500517
2013222045,3,-1.187886,2.141126,9.491167
2013222055,3,-1.189616,2.18322,9.48106
2013222065,3,-1.192455,2.2269,9.470358
2013222075,3,-1.196586,2.27143,9.459192
2013222085,3,-1.201956,2.316014,9.447757
2013222095,3,-1.208497,2.359919,9.436233
2013222105,3,-1.218235,2.402369,9.424536
2013222115,3,-1.2309,2.443148,9.412756
2013222125,3,-1.246174,2.482207,9.40094
2013222135,3,-1.263398,2.519828,9.389083
2013222145,3,-1.281956,2.556378,9.37714
2013222155,3,-1.301126,2.592185,9.365086
2013222166,3,-1.320686,2.627577,9.352823
2013222176,3,-1.340459,2.662799,9.34028
2013222186,3,-1.360493,2.697934,9.327398
2013222196,3,-1.380875,2.732988,9.314165
2013222206,3,-1.401662,2.767926,9.300589
2013222216,3,-1.422771,2.802724,9.286706
2013222226,3,-1.44409,2.837203,9.272615
2013222236,3,-1.465488,2.871324,9.258376
2013222246,3,-1.487565,2.904744,9.244026
2013222256,3,-1.51048,2.937429,9.229576
2013222266,3,-1.534287,2.969462,9.215018
2013222276,3,-1.558892,3.001014,9.20034
2013222286,3,-1.584282,3.032346,9.185482
2013222297,3,-1.610455,3.063747,9.17037
2013222307,3,-1.63746,3.095369,9.154954
2013222317,3,-1.665091,3.127393,9.139204
2013222327,3,-1.69323,3.159966,9.12306
2013222337,3,-1.721689,3.193006,9.106544
2013222347,3,-1.750325,3.226352,9.089691
2013222357,3,-1.778872,3.259676,9.072639
2013222367,3,-1.806695,3.292524,9.055644
2013222377,3,-1.833247,3.324387,9.038999
2013222387,3,-1.857848,3.354831,9.02301
2013222397,3,-1.879912,3.383625,9.007926
2013222407,3,-1.899085,3.410582,8.993945
2013222417,3,-1.915178,3.435477,8.981245
2013222427,3,-1.928084,3.458352,8.969887
2013222438,3,-1.937717,3.479051,8.959986
2013222448,3,-1.943471,3.498027,8.951515
2013222458,3,-1.945258,3.515404,8.944458
2013222468,3,-1.943002,3.531383,8.938757
2013222478,3,-1.936718,3.546093,8.934351
2013222488,3,-1.926381,3.559598,8.931208
2013222498,3,-1.911951,3.571898,8.929312
2013222508,3,-1.893397,3.583042,8.928629
2013222518,3,-1.871007,3.592895,8.929122
2013222528,3,-1.8449,3.601266,8.930819
2013222538,3,-1.817415,3.607596,8.933546
2013222548,3,-1.788901,3.611723,8.937317
2013222558,3,-1.759832,3.613735,8.942032
2013222569,3,-1.730734,3.61394,8.947492
2013222579,3,-1.702124,3.612789,8.953439
2013222589,3,-1.674505,3.610766,8.959589
2013222599,3,-1.647736,3.608946,8.96552
2013222609,3,-1.622642,3.60771,8.970913
2013222619,3,-1.599801,3.607501,8.975465
2013222629,3,-1.579605,3.608709,8.978926
2013222639,3,-1.56228,3.611793,8.981043
2013222649,3,-1.547866,3.616926,8.981727
2013222659,3,-1.536316,3.624265,8.980913
2013222669,3,-1.52754,3.633833,8.978602
2013222679,3,-1.521377,3.645682,8.974805
2013222689,3,-1.517715,3.659881,8.969517
2013222699,3,-1.516371,3.676482,8.962761
2013222710,3,-1.517085,3.695401,8.954633
2013222720,3,-1.519402,3.716419,8.945313
2013222730,3,-1.522818,3.739175,8.935049
2013222740,3,-1.525162,3.762301,8.924822
2013222750,3,-1.525909,3.78547,8.914845
2013222760,3,-1.524496,3.80842,8.905304
2013222770,3,-1.520309,3.830954,8.896363
2013222780,3,-1.512715,3.852899,8.888175
2013222790,3,-1.501089,3.874114,8.880878
2013222800,3,-1.485585,3.893858,8.874721
2013222810,3,-1.465464,3.912003,8.869854
2013222820,3,-1.440236,3.9284,8.866392
2013222830,3,-1.40958,3.94288,8.864426
2013222841,3,-1.373407,3.95523,8.864016
2013222851,3,-1.331854,3.965237,8.865196
2013222861,3,-1.285242,3.972774,8.867929
2013222871,3,-1.234014,3.977793,8.872125
2013222881,3,-1.178682,3.980269,8.877683
2013222891,3,-1.11979,3.980183,8.884505
2013222901,3,-1.057922,3.977491,8.892506
2013222911,3,-0.993714,3.972107,8.901621
2013222921,3,-0.927754,3.96397,8.911776
2013222931,3,-0.860529,3.953169,8.922834
2013222941,3,-0.791914,3.941386,8.934031
2013222951,3,-0.723375,3.927259,8.945869
2013222961,3,-0.655221,3.911318,8.958091
2013222971,3,-0.587815,3.894129,8.97043
2013222982,3,-0.519977,3.877882,8.981965
2013222992,3,-0.452327,3.863042,8.992464
2013223002,3,-0.385543,3.850086,9.001702
2013223012,3,-0.320313,3.8395,9.00946
2013223022,3,-0.257362,3.831696,9.015558
2013223032,3,-0.197431,3.826969,9.019865
2013223042,3,-0.141196,3.825502,9.022321
2013223052,3,-0.089187,3.827372,9.022918
2013223062,3,-0.041816,3.832467,9.021747
2013223072,3,6.54E-4,3.840527,9.018967
2013223082,3,0.038074,3.851223,9.014771
2013223092,3,0.070391,3.864199,9.009363
2013223102,3,0.097592,3.879149,9.002929
2013223112,3,0.119704,3.895871,8.9956
2013223123,3,0.13667,3.914167,8.987503
2013223133,3,0.148306,3.933723,8.978809
2013223143,3,0.154326,3.954026,8.969769
2013223153,3,0.155838,3.97621,8.959955
2013223163,3,0.152833,3.999444,8.949739
2013223173,3,0.14322,4.022313,8.939706
2013223183,3,0.125774,4.042531,8.930753
2013223193,3,0.101135,4.059519,8.923096
2013223203,3,0.070149,4.072658,8.916979
2013223213,3,0.033735,4.081373,8.912632
2013223223,3,-0.007133,4.085151,8.910272
2013223233,3,-0.051532,4.083584,8.910067
2013223243,3,-0.098559,4.07652,8.912083
2013223254,3,-0.147478,4.064111,8.916245
2013223264,3,-0.197679,4.046713,8.9224
2013223274,3,-0.248683,4.024817,8.930326
2013223284,3,-0.30014,3.998936,8.9398
2013223294,3,-0.350879,3.968778,8.950987
2013223304,3,-0.400673,3.935089,8.963557
2013223314,3,-0.449275,3.898641,8.977189
2013223324,3,-0.49642,3.860277,8.991533
2013223334,3,-0.541842,3.820855,9.006247
2013223344,3,-0.585303,3.781216,9.020988
2013223354,3,-0.626567,3.742154,9.035445
2013223364,3,-0.665662,3.704696,9.049193
2013223374,3,-0.700072,3.669929,9.061823
2013223384,3,-0.729671,3.638068,9.073324
2013223395,3,-0.754472,3.60932,9.083677
2013223405,3,-0.774585,3.583869,9.092856
2013223415,3,-0.790166,3.561835,9.100847
2013223425,3,-0.801421,3.543308,9.107637
2013223435,3,-0.808564,3.52837,9.113209
2013223445,3,-0.811788,3.516993,9.117586
2013223455,3,-0.81123,3.50901,9.120852
2013223465,3,-0.807035,3.504174,9.123112
2013223475,3,-0.799338,3.502187,9.12449
2013223485,3,-0.788245,3.502746,9.125106
2013223495,3,-0.774729,3.506384,9.124675
2013223505,3,-0.758828,3.512612,9.123394
2013223515,3,-0.74066,3.520911,9.121458
2013223526,3,-0.720361,3.530707,9.119075
2013223536,3,-0.698062,3.541434,9.116449
2013223546,3,-0.673881,3.552566,9.113764
2013223556,3,-0.647937,3.563758,9.111134
2013223566,3,-0.620103,3.574424,9.108786
2013223576,3,-0.590751,3.58448,9.106719
2013223586,3,-0.56029,3.59402,9.10486
2013223596,3,-0.529196,3.603115,9.103148
2013223606,3,-0.498165,3.611738,9.101553
2013223616,3,-0.468392,3.620422,9.099815
2013223626,3,-0.440478,3.629206,9.097891
2013223636,3,-0.414934,3.638103,9.095754
2013223646,3,-0.392203,3.647092,9.09339
2013223656,3,-0.372524,3.656134,9.090807
2013223667,3,-0.355919,3.665243,9.088003
2013223677,3,-0.342267,3.67442,9.084988
2013223687,3,-0.331346,3.683693,9.081766
2013223697,3,-0.322907,3.6931,9.078341
2013223707,3,-0.316717,3.702699,9.074707
2013223717,3,-0.312447,3.71258,9.070848
