linear_acc,mtk,2026-06-10_23-18-08.487_Active 10 Pro
imuTimestamp,accuracy(more=better),acc_lin_x[m/s^2],acc_lin_y[m/s^2],acc_lin_z[m/s^2]
2013220287,3,0.288814,-0.034226,0.073304
2013220297,3,0.238649,-0.040981,0.041788
2013220307,3,0.187472,-0.035083,0.006933
2013220317,3,0.160958,-0.031832,-0.010156
2013220327,3,0.127299,-0.00893,-0.00308
2013220337,3,0.099924,8.34E-4,0.021792
2013220347,3,0.055805,9.23E-4,0.038631
2013220357,3,0.043814,-0.001112,0.064939
2013220367,3,0.042457,0.006453,0.058651
2013220377,3,0.028667,-1.37E-4,0.017491
2013220388,3,0.041256,0.008956,-0.031466
2013220398,3,0.039198,0.009335,-0.056327
2013220408,3,0.024144,0.022345,-0.033124
2013220418,3,0.01906,-0.007535,0.009125
2013220428,3,0.015248,-0.03099,0.034437
2013220438,3,0.017753,-0.040435,0.028443
2013220448,3,0.03476,-0.049521,0.006091
2013220458,3,0.026658,-0.02723,-0.030884
2013220468,3,0.013857,-0.019487,-0.022217
2013220478,3,0.011596,-0.015909,-0.01803
2013220488,3,0.009149,-0.013621,-0.014233
2013220498,3,0.007638,-0.011918,-0.011003
2013220508,3,0.005919,-0.010364,-0.007589
2013220519,3,0.004799,-0.009377,-0.004985
2013220529,3,0.004031,-0.008586,-0.00303
2013220539,3,0.003352,-0.007443,-0.002425
2013220549,3,0.002937,-0.006338,-0.00277
2013220559,3,0.002733,-0.004623,-0.003875
2013220569,3,0.002441,-0.002294,-0.004824
2013220579,3,0.002272,-8.13E-4,-0.00488
2013220589,3,0.002073,3.7E-4,-0.003074
2013220599,3,0.001722,0.001317,-0.001246
2013220609,3,9.95E-4,0.002267,5.35E-4
2013220619,3,9.3E-5,0.002579,0.002982
2013220629,3,-0.00101,0.002574,0.00564
2013220639,3,-0.001638,0.002315,0.007194
2013220649,3,-0.002204,0.001979,0.007925
2013220660,3,-0.002657,0.001583,0.008638
2013220670,3,-0.003594,0.00133,0.009465
2013220680,3,-0.00479,0.001383,0.009806
2013220690,3,-0.005684,0.001937,0.010271
2013220700,3,-0.005824,0.002443,0.01109
2013220710,3,-0.005297,0.002018,0.012064
2013220720,3,-0.004174,0.001295,0.013163
2013220730,3,-0.002764,8.45E-4,0.013978
2013220740,3,-0.001764,-2.17E-4,0.014439
2013220750,3,-9.65E-4,-0.001259,0.014104
2013220760,3,-9.63E-4,-0.00222,0.013262
2013220770,3,-7.07E-4,-0.002861,0.011759
2013220780,3,-6.29E-4,-0.003119,0.010109
2013220791,3,3.26E-4,-0.002048,0.00764
2013220801,3,4.52E-4,-4.2E-5,0.004899
2013220811,3,6.81E-4,0.001562,0.001048
2013220821,3,4.17E-4,0.002334,-0.00261
2013220831,3,-4.9E-5,0.002314,-0.005408
2013220841,3,2.4E-5,9.58E-4,-0.006624
2013220851,3,-4.4E-5,-7.01E-4,-0.007342
2013220861,3,1.56E-4,-0.002604,-0.006958
2013220871,3,2.52E-4,-0.004956,-0.008313
2013220881,3,3.93E-4,-0.006136,-0.01246
2013220891,3,0.001017,-0.006952,-0.019991
2013220901,3,0.002154,-0.00786,-0.028444
2013220911,3,0.00466,-0.008841,-0.038589
2013220921,3,0.007814,-0.008797,-0.050535
2013220932,3,0.011231,-0.007357,-0.064817
2013220942,3,0.014667,-0.0048,-0.079179
2013220952,3,0.01748,-0.001733,-0.093671
2013220962,3,0.021262,0.002316,-0.108583
2013220972,3,0.027352,0.006705,-0.123067
2013220982,3,0.036311,0.010216,-0.136377
2013220992,3,0.048138,0.015132,-0.149261
2013221002,3,0.060984,0.022065,-0.162185
2013221012,3,0.072346,0.030868,-0.17246
2013221022,3,0.081117,0.035165,-0.178892
2013221032,3,0.08526,0.034452,-0.180591
2013221042,3,0.084169,0.029605,-0.176778
2013221052,3,0.07506,0.019406,-0.16447
2013221063,3,0.055771,0.0078,-0.145687
2013221073,3,0.0284,0.006814,-0.119933
2013221083,3,-0.003073,0.011261,-0.082921
2013221093,3,-0.033998,0.011627,-0.034287
2013221103,3,-0.062441,0.002981,0.009408
2013221113,3,-0.088451,-0.010128,0.043472
2013221123,3,-0.113601,-0.023426,0.073084
2013221133,3,-0.140553,-0.036106,0.106544
2013221143,3,-0.170924,-0.045868,0.146909
2013221153,3,-0.202947,-0.054954,0.19612
2013221163,3,-0.235524,-0.058137,0.241619
2013221173,3,-0.266694,-0.061641,0.285806
2013221183,3,-0.297248,-0.065848,0.334054
2013221193,3,-0.324756,-0.074131,0.393274
2013221204,3,-0.349316,-0.068881,0.447161
2013221214,3,-0.372028,-0.048593,0.494038
2013221224,3,-0.391922,-0.019018,0.52886
2013221234,3,-0.405092,0.012047,0.539989
2013221244,3,-0.42131,0.042454,0.529036
2013221254,3,-0.428474,0.05433,0.521294
2013221264,3,-0.436185,0.061085,0.50827
2013221274,3,-0.456464,0.057934,0.482145
2013221284,3,-0.476262,0.057265,0.45601
2013221294,3,-0.492547,0.055707,0.425972
2013221304,3,-0.501745,0.050057,0.400601
2013221314,3,-0.502016,0.043046,0.373792
2013221324,3,-0.495082,0.039991,0.340661
2013221334,3,-0.48015,0.042335,0.307326
2013221345,3,-0.462203,0.049957,0.272036
2013221355,3,-0.436928,0.060524,0.228929
2013221365,3,-0.403172,0.075553,0.180143
2013221375,3,-0.366974,0.082406,0.119981
2013221385,3,-0.330865,0.086291,0.039801
2013221395,3,-0.293741,0.092081,-0.05652
2013221405,3,-0.254083,0.10297,-0.144558
2013221501,3,0.202788,0.073378,-0.986612
2013221511,3,0.249865,-0.016538,-1.013801
2013221521,3,0.283377,-0.072208,-1.005792
2013221531,3,0.331691,-0.108845,-0.959754
2013221541,3,0.347571,-0.136583,-0.904981
2013221551,3,0.329782,-0.153161,-0.847274
2013221561,3,0.299231,-0.171254,-0.80909
2013221571,3,0.274239,-0.18402,-0.782418
2013221581,3,0.264041,-0.201001,-0.748467
2013221591,3,0.249035,-0.213286,-0.700397
2013221601,3,0.216205,-0.194411,-0.614022
2013221612,3,0.186804,-0.169166,-0.348103
2013221622,3,0.200957,-0.172737,-0.358611
2013221632,3,0.257095,-0.208656,-0.56627
2013221642,3,0.323809,-0.251131,-0.490001
2013221652,3,0.337917,-0.234937,0.203521
2013221662,3,0.353304,-0.243752,0.32654
2013221672,3,0.322393,-0.252676,0.380423
2013221682,3,0.257599,-0.212112,0.548434
2013221692,3,0.214241,-0.146695,0.760361
2013221702,3,0.208979,-0.070785,0.97229
2013221712,3,0.227893,0.007752,1.177925
2013221722,3,0.258181,0.05711,1.308969
2013221732,3,0.290538,0.074564,1.332861
2013221742,3,0.311439,0.076681,1.328973
2013221753,3,0.311957,0.076874,1.330519
2013221763,3,0.310066,0.066744,1.165358
2013221773,3,0.265786,0.088646,1.2748
2013221783,3,0.17908,0.138737,1.577075
2013221793,3,0.082956,0.192297,1.575482
2013221803,3,0.039838,0.179063,0.929281
2013221813,3,-0.008303,0.17759,0.831556
2013221823,3,-0.013052,0.170952,0.79262
2013221833,3,0.022803,0.120659,0.631967
2013221843,3,0.051802,0.044583,0.407843
2013221853,3,0.052256,-0.034584,0.162774
2013221863,3,0.030354,-0.090652,-0.053625
2013221873,3,0.001039,-0.124914,-0.189272
2013221884,3,-0.027503,-0.135094,-0.216289
2013221894,3,-0.037458,-0.121346,-0.209407
2013221904,3,-0.028084,-0.108945,-0.23496
2013221914,3,-0.014143,-0.111888,-0.310919
2013221924,3,-0.005131,-0.131381,-0.40586
2013221934,3,-0.009796,-0.15356,-0.500818
2013221944,3,-0.030352,-0.171483,-0.575394
2013221954,3,-0.062023,-0.17399,-0.614109
2013221964,3,-0.094116,-0.154768,-0.613055
2013221974,3,-0.121513,-0.123211,-0.603619
2013221984,3,-0.146977,-0.090845,-0.590329
2013221994,3,-0.170718,-0.065687,-0.551929
2013222004,3,-0.187342,-0.053787,-0.495445
2013222014,3,-0.193053,-0.065069,-0.452819
2013222025,3,-0.195699,-0.070362,-0.409373
2013222035,3,-0.197533,-0.070569,-0.355252
2013222045,3,-0.204759,-0.077164,-0.296749
2013222055,3,-0.208145,-0.074105,-0.242501
2013222065,3,-0.198552,-0.067168,-0.196446
2013222075,3,-0.173591,-0.057863,-0.155771
2013222085,3,-0.129613,-0.045013,-0.109218
2013222095,3,-0.076695,-0.026854,-0.054922
