stk3a5x_ps,sensortek,2026-06-10_23-18-08.487_Active 10 Pro
imuTimestamp,accuracy(more=better),proximity_distance[cm]
2013220273,3,5.0
2013274712,3,0.0
2013274872,3,5.0
2013288962,3,0.0
2013289012,3,5.0
2013409912,3,0.0
2013410012,3,5.0
2013410272,3,0.0
2013410632,3,5.0
