timestamp_global[ms],timestampImu[ms],ang_vel_uncal_x[rad/s],ang_vel_uncal_y[rad/s],ang_vel_uncal_z[rad/s],acc_uncal_x[m/s^2],acc_uncal_y[m/s^2],acc_uncal_z[m/s^2],mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],ang_vel_drift_x[rad/s],ang_vel_drift_y[rad/s],ang_vel_drift_z[rad/s],acc_bias_x[m/s^2],acc_bias_y[m/s^2],acc_bias_z[m/s^2],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
265,2013220186,5.5E-4,0.013612499,-0.00275,-0.77805007,3.4000502,9.26895,7.89375,-44.775,-28.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,2013220196,5.5E-4,0.01045,-0.0081124995,-0.79695004,3.38805,9.267,7.89375,-44.775,-28.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,2013220206,-0.0037125,0.00825,-0.010175,-0.81405,3.38595,9.250051,8.4375,-44.68125,-27.300001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,2013220216,-0.0122375,0.00935,-0.0144375,-0.83505005,3.3760502,9.24495,8.4375,-44.68125,-27.300001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,2013220226,-0.0196625,0.01045,-0.0177375,-0.85200006,3.3960001,9.255,9.4125,-44.5875,-27.16875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,2013220236,-0.0281875,0.00935,-0.0209,-0.84705,3.42195,9.23295,9.4125,-44.5875,-27.16875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,2013220247,-0.03355,0.013612499,-0.0229625,-0.85695004,3.4390502,9.255,9.13125,-44.568752,-27.16875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,2013220257,-0.032449998,0.014712499,-0.022,-0.88095003,3.4410002,9.291,9.13125,-44.568752,-27.16875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,2013220267,-0.0259875,0.0125124995,-0.0198,-0.90705,3.4390502,9.315001,9.13125,-44.568752,-27.16875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,2013220277,-0.0165,0.01045,-0.0177375,-0.924,3.417,9.331051,11.625,-44.15625,-27.862501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,2013220287,-0.007975,0.00715,-0.0166375,-0.91605,3.3930001,9.324,11.625,-44.15625,-27.862501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,2013220297,-0.0015125,0.0050875,-0.0177375,-0.90705,3.3760502,9.303,9.168751,-44.568752,-27.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,2013220307,-0.0015125,0.00715,-0.0198,-0.91200006,3.3739502,9.26895,9.168751,-44.568752,-27.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,2013220317,-0.005775,0.00935,-0.0229625,-0.897,3.3690002,9.250051,8.925,-44.568752,-27.6375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,2013220327,-0.0100375,0.0125124995,-0.0262625,-0.90000004,3.39105,9.25695,8.925,-44.568752,-27.6375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,2013220337,-0.0154,0.014712499,-0.0251625,-0.90195006,3.4000502,9.288,8.925,-44.68125,-27.562502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,2013220347,-0.0174625,0.013612499,-0.0229625,-0.933,3.4000502,9.315001,8.925,-44.68125,-27.562502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,2013220357,-0.0154,0.0061875,-0.0198,-0.933,3.3979502,9.35805,8.55,-44.68125,-27.35625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,2013220367,-0.0165,-0.0012375,-0.0187,-0.924,3.4080002,9.36495,8.55,-44.68125,-27.35625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,2013220377,-0.0143,-0.0108624995,-0.0187,-0.93105006,3.4000502,9.327001,8.118751,-44.756252,-27.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
