rot_vec,mtk,2026-06-10_23-18-08.487_Active 10 Pro
imuTimestamp,accuracy(more=better),x*sin(a/2)[],y*sin(a/2)[],z*sin(a/2)[],cos(a/2)[],heading_accuracy[rad]
2013222881,3,0.154555,-0.218692,-0.902105,0.338367,0.0
2013222891,3,0.150434,-0.219445,-0.903102,0.337074,0.0
2013222901,3,0.146325,-0.220073,-0.904215,0.335486,0.0
2013222911,3,0.142336,-0.220501,-0.90545,0.333583,0.0
2013222921,3,0.138406,-0.22075,-0.906817,0.331354,0.0
2013222931,3,0.134518,-0.22099,-0.90831,0.328694,0.0
2013222941,3,0.130419,-0.221355,-0.909908,0.325666,0.0
2013222951,3,0.125053,-0.215938,-0.913158,0.322293,0.0
2013222961,3,0.120372,-0.211107,-0.916298,0.31834,0.0
2013222971,3,0.116395,-0.20701,-0.919269,0.313915,0.0
2013222982,3,0.113023,-0.208954,-0.920717,0.309586,0.0
2013222992,3,0.110035,-0.211144,-0.922,0.305327,0.0
2013223002,3,0.107454,-0.213523,-0.923079,0.301304,0.0
2013223012,3,0.10551,-0.216127,-0.923945,0.297458,0.0
2013223022,3,0.104199,-0.21888,-0.924586,0.293893,0.0
2013223032,3,0.103312,-0.221608,-0.925024,0.290768,0.0
2013223042,3,0.102915,-0.224241,-0.925298,0.288003,0.0
2013223052,3,0.102951,-0.22668,-0.925467,0.285529,0.0
2013223062,3,0.103438,-0.228863,-0.925612,0.28313,0.0
2013223072,3,0.104189,-0.230716,-0.9258,0.280726,0.0
2013223082,3,0.105087,-0.232218,-0.926083,0.278208,0.0
2013223092,3,0.106071,-0.233339,-0.926505,0.275479,0.0
2013223102,3,0.107066,-0.23407,-0.927088,0.272498,0.0
2013223112,3,0.107912,-0.234353,-0.927837,0.269351,0.0
2013223123,3,0.108885,-0.234288,-0.928745,0.265867,0.0
2013223133,3,0.110024,-0.233869,-0.929797,0.262063,0.0
2013223143,3,0.111223,-0.233041,-0.930971,0.258096,0.0
2013223153,3,0.112375,-0.231757,-0.932245,0.254121,0.0
2013223163,3,0.11351,-0.230024,-0.933591,0.250221,0.0
2013223173,3,0.116643,-0.224922,-0.935651,0.245684,0.0
2013223183,3,0.119523,-0.220233,-0.937494,0.241486,0.0
2013223193,3,0.121961,-0.21586,-0.939142,0.237785,0.0
2013223203,3,0.124058,-0.211809,-0.940629,0.234442,0.0
2013223213,3,0.125784,-0.208007,-0.941966,0.231537,0.0
2013223223,3,0.127058,-0.204344,-0.943174,0.229175,0.0
2013223233,3,0.127833,-0.200654,-0.944279,0.227446,0.0
2013223243,3,0.12803,-0.197004,-0.94525,0.226494,0.0
2013223254,3,0.128093,-0.193649,-0.946023,0.22612,0.0
2013223264,3,0.12803,-0.190555,-0.946596,0.226389,0.0
2013223274,3,0.128086,-0.18783,-0.946951,0.227148,0.0
2013223284,3,0.128216,-0.185315,-0.947119,0.228437,0.0
2013223294,3,0.127903,-0.18214,-0.947331,0.230279,0.0
2013223304,3,0.127764,-0.179405,-0.947314,0.232561,0.0
2013223314,3,0.127672,-0.177108,-0.947073,0.235336,0.0
2013223324,3,0.12781,-0.175378,-0.946606,0.238417,0.0
2013223334,3,0.128037,-0.174155,-0.945923,0.241878,0.0
2013223344,3,0.12852,-0.173468,-0.94503,0.245579,0.0
2013223354,3,0.129267,-0.173268,-0.943939,0.249491,0.0
2013223364,3,0.129206,-0.173369,-0.942766,0.253848,0.0
2013223374,3,0.129054,-0.173726,-0.941482,0.258409,0.0
2013223384,3,0.128575,-0.174186,-0.940104,0.263306,0.0
2013223395,3,0.128027,-0.174778,-0.93864,0.268355,0.0
2013223405,3,0.127309,-0.175404,-0.937121,0.273549,0.0
2013223415,3,0.126463,-0.176005,-0.935568,0.278821,0.0
2013223425,3,0.125417,-0.176522,-0.934002,0.284164,0.0
2013223435,3,0.124286,-0.176937,-0.932444,0.28947,0.0
2013223445,3,0.12297,-0.177298,-0.930892,0.294757,0.0
2013223455,3,0.121607,-0.177665,-0.929339,0.299957,0.0
2013223465,3,0.120356,-0.178017,-0.92781,0.304946,0.0
2013223475,3,0.119234,-0.178368,-0.926315,0.309689,0.0
2013223485,3,0.118193,-0.178684,-0.924858,0.314227,0.0
2013223495,3,0.116948,-0.17891,-0.923432,0.318727,0.0
2013223505,3,0.115707,-0.179141,-0.922035,0.323065,0.0
2013223515,3,0.114505,-0.179359,-0.920668,0.327244,0.0
2013223526,3,0.113375,-0.179544,-0.91934,0.331245,0.0
2013223536,3,0.112376,-0.179703,-0.918041,0.335079,0.0
2013223546,3,0.111271,-0.179769,-0.916772,0.338866,0.0
2013223556,3,0.110465,-0.180001,-0.915484,0.342468,0.0
2013223566,3,0.109773,-0.180303,-0.914189,0.345973,0.0
2013223576,3,0.109461,-0.180719,-0.912881,0.349294,0.0
2013223586,3,0.109437,-0.181419,-0.911483,0.352572,0.0
2013223596,3,0.109619,-0.182256,-0.90999,0.355927,0.0
2013223606,3,0.110318,-0.182886,-0.908469,0.359256,0.0
2013223616,3,0.113847,-0.184325,-0.906608,0.362111,0.0
2013223626,3,0.117745,-0.185595,-0.904757,0.364835,0.0
2013223636,3,0.12179,-0.186635,-0.902934,0.367483,0.0
2013223646,3,0.125805,-0.187447,-0.901192,0.369984,0.0
2013223656,3,0.129538,-0.188061,-0.899568,0.37233,0.0
2013223667,3,0.133039,-0.188633,-0.898101,0.374341,0.0
2013223677,3,0.136255,-0.189227,-0.89684,0.375904,0.0
2013223687,3,0.139105,-0.18988,-0.895779,0.377059,0.0
2013223697,3,0.14164,-0.190613,-0.894906,0.377817,0.0
2013223707,3,0.14392,-0.191454,-0.894161,0.378294,0.0
2013223717,3,0.145901,-0.192428,-0.893476,0.378661,0.0
2013223727,3,0.147599,-0.19364,-0.892783,0.379019,0.0
2013223737,3,0.1491,-0.195186,-0.892038,0.379391,0.0
2013223747,3,0.15025,-0.1971,-0.891192,0.379936,0.0
2013223757,3,0.150019,-0.195884,-0.891128,0.380806,0.0
2013223767,3,0.14936,-0.194933,-0.890948,0.381972,0.0
2013223777,3,0.148671,-0.194305,-0.890661,0.383228,0.0
2013223787,3,0.148393,-0.193979,-0.890317,0.3843,0.0
2013223798,3,0.149429,-0.197614,-0.888913,0.385295,0.0
2013223808,3,0.150658,-0.201322,-0.887462,0.38624,0.0
2013223818,3,0.152038,-0.204983,-0.886011,0.387104,0.0
2013223828,3,0.15343,-0.208454,-0.884592,0.387946,0.0
2013223838,3,0.155036,-0.211722,-0.883262,0.388566,0.0
2013223848,3,0.156841,-0.214747,-0.882039,0.388961,0.0
2013223858,3,0.15895,-0.217514,-0.880945,0.389045,0.0
2013223868,3,0.161213,-0.219936,-0.879985,0.388926,0.0
2013223878,3,0.163563,-0.221922,-0.879174,0.388651,0.0
2013223888,3,0.165801,-0.223322,-0.878536,0.388342,0.0
2013223898,3,0.168322,-0.224297,-0.878112,0.387654,0.0
2013223908,3,0.170912,-0.224766,-0.877913,0.3867,0.0
2013223918,3,0.17344,-0.224694,-0.877949,0.385533,0.0
2013223928,3,0.175854,-0.224084,-0.878198,0.384225,0.0
2013223939,3,0.178222,-0.223048,-0.878627,0.382753,0.0
2013223949,3,0.178422,-0.219528,-0.879969,0.381611,0.0
2013223959,3,0.178895,-0.216329,-0.881251,0.380254,0.0
2013223969,3,0.179457,-0.213464,-0.882483,0.378748,0.0
2013223979,3,0.179949,-0.210928,-0.883663,0.377182,0.0
2013223989,3,0.179979,-0.208572,-0.884826,0.375749,0.0
2013223999,3,0.17951,-0.206427,-0.885988,0.374417,0.0
2013224009,3,0.178564,-0.204567,-0.887142,0.373154,0.0
2013224019,3,0.176792,-0.20282,-0.888329,0.372126,0.0
2013224029,3,0.174203,-0.201055,-0.889553,0.371382,0.0
2013224039,3,0.170885,-0.19931,-0.890789,0.370901,0.0
2013224049,3,0.16711,-0.197702,-0.892008,0.370551,0.0
2013224059,3,0.163134,-0.196302,-0.893194,0.370211,0.0
2013224069,3,0.158727,-0.194967,-0.894335,0.370077,0.0
2013224080,3,0.154052,-0.193725,-0.895414,0.370096,0.0
2013224090,3,0.149351,-0.192585,-0.896447,0.370118,0.0
2013224100,3,0.144761,-0.191527,-0.89744,0.370083,0.0
2013224110,3,0.140236,-0.190421,-0.898405,0.370054,0.0
2013224120,3,0.13596,-0.189379,-0.899356,0.369875,0.0
2013224130,3,0.132004,-0.188414,-0.900301,0.369503,0.0
2013224140,3,0.128409,-0.187486,-0.901279,0.368856,0.0
2013224150,3,0.125039,-0.186622,-0.902309,0.367933,0.0
2013224160,3,0.122131,-0.185892,-0.90339,0.366624,0.0
2013224170,3,0.11955,-0.185397,-0.904475,0.365046,0.0
2013224180,3,0.1173,-0.185211,-0.905541,0.363224,0.0
2013224190,3,0.115395,-0.185357,-0.906563,0.361206,0.0
2013224200,3,0.11381,-0.18582,-0.907527,0.359043,0.0
2013224211,3,0.112509,-0.186642,-0.908413,0.356778,0.0
2013224221,3,0.111338,-0.187767,-0.909197,0.354552,0.0
2013224231,3,0.110264,-0.189094,-0.909916,0.352329,0.0
2013224241,3,0.10919,-0.190711,-0.910549,0.350151,0.0
2013224251,3,0.107998,-0.192645,-0.911099,0.348025,0.0
2013224261,3,0.106846,-0.194863,-0.911606,0.345811,0.0
2013224271,3,0.105332,-0.197245,-0.912035,0.343788,0.0
2013224281,3,0.103582,-0.199702,-0.912423,0.341866,0.0
2013224291,3,0.101761,-0.202185,-0.912808,0.33992,0.0
2013224301,3,0.099792,-0.204564,-0.913205,0.338008,0.0
2013224311,3,0.097708,-0.206814,-0.913631,0.336093,0.0
2013224321,3,0.095596,-0.208987,-0.914097,0.334083,0.0
2013224331,3,0.093473,-0.211056,-0.914604,0.331988,0.0
