geo_rotvec,mtk,2026-06-11_17-12-13.502_Active 10 Pro
imuTimestamp,accuracy(more=better),unknown
2077665241,3,0.132126,0.163787,-0.276119,0.937803,0.0
2077665251,3,0.124506,0.162906,-0.290591,0.934621,0.0
2077665261,3,0.119666,0.166914,-0.31342,0.927139,0.0
2077665271,3,0.124841,0.166302,-0.296065,0.932256,0.0
2077665281,3,0.128694,0.165304,-0.281528,0.936404,0.0
2077665291,3,0.130822,0.163541,-0.277684,0.937566,0.0
2077665301,3,0.133091,0.164924,-0.278477,0.936769,0.0
2077665311,3,0.136426,-0.168003,-0.278269,0.935804,0.0
2077665321,3,0.141739,-0.169939,-0.27092,0.93682,0.0
2077665331,3,0.145775,-0.170334,-0.268862,0.936722,0.0
2077665342,3,0.137852,-0.175383,-0.296183,0.928715,0.0
2077665352,3,0.124664,-0.175024,-0.319269,0.92298,0.0
2077665362,3,0.113715,0.170657,-0.326324,0.922744,0.0
2077665372,3,0.110434,0.167398,-0.324513,0.924377,0.0
2077665382,3,0.108284,0.168342,-0.341454,0.918337,0.0
2077665392,3,0.113169,0.172048,-0.34676,0.915067,0.0
2077665402,3,0.128794,-0.172637,-0.313065,0.924985,0.0
2077665412,3,0.138163,-0.173786,-0.295515,0.929182,0.0
2077665422,3,0.142021,-0.174769,-0.294156,0.928847,0.0
2077665432,3,0.137387,-0.176239,-0.308531,0.924593,0.0
2077665442,3,0.134609,-0.171363,-0.311582,0.924895,0.0
2077665452,3,0.141949,-0.151104,-0.312289,0.927088,0.0
2077665462,3,0.148244,-0.132084,-0.312931,0.92879,0.0
2077665473,3,0.153853,-0.113942,-0.313461,0.9301,0.0
2077665483,3,0.158514,-0.097425,-0.314009,0.931009,0.0
2077665493,3,0.162408,-0.08233,-0.314452,0.931646,0.0
2077665503,3,0.165772,-0.06844,-0.314771,0.932069,0.0
2077665513,3,0.168588,-0.055012,-0.314859,0.932424,0.0
2077665523,3,0.170631,-0.042639,-0.314835,0.932708,0.0
2077665533,3,0.171842,-0.031916,-0.314899,0.932893,0.0
2077665543,3,0.172657,-0.022754,-0.315084,0.932948,0.0
2077665553,3,0.173729,-0.014187,-0.315231,0.932869,0.0
2077665563,3,0.175181,-0.006404,-0.315233,0.932683,0.0
2077665573,3,0.176928,0.0,-0.315023,0.932446,0.0
2077665583,3,0.178576,0.005809,-0.314563,0.932269,0.0
2077665593,3,0.179658,0.011466,-0.31391,0.932229,0.0
2077665604,3,0.18008,0.016709,-0.313252,0.932289,0.0
2077665614,3,0.180125,0.020752,-0.312769,0.932362,0.0
2077665624,3,0.179999,0.023752,-0.312467,0.932416,0.0
2077665634,3,0.179792,0.026307,-0.312249,0.93246,0.0
2077665644,3,0.179666,0.028585,-0.312032,0.93249,0.0
2077665654,3,0.179862,0.030458,-0.311785,0.932476,0.0
2077665664,3,0.180303,0.032309,-0.311384,0.932462,0.0
2077665674,3,0.180804,0.034249,-0.310806,0.932489,0.0
2077665684,3,0.181087,0.036276,-0.31013,0.932582,0.0
2077665694,3,0.18116,0.03788,-0.309519,0.932707,0.0
2077665704,3,0.181084,0.03917,-0.309064,0.93282,0.0
2077665714,3,0.180926,0.040594,-0.308717,0.932904,0.0
2077665724,3,0.180842,0.041947,-0.308511,0.932929,0.0
2077665735,3,0.180834,0.043014,-0.308488,0.932889,0.0
2077665745,3,0.180949,0.044115,-0.3086,0.932778,0.0
2077665755,3,0.181042,0.045621,-0.308779,0.932629,0.0
2077665765,3,0.181274,0.046975,-0.30907,0.93242,0.0
2077665775,3,0.18159,0.048024,-0.309507,0.93216,0.0
2077665785,3,0.181899,0.049117,-0.310101,0.931845,0.0
2077665795,3,0.182221,0.050504,-0.310836,0.931463,0.0
2077665805,3,0.182807,0.051998,-0.311721,0.930971,0.0
2077665815,3,0.183794,0.053256,-0.31275,0.93036,0.0
2077665825,3,0.185086,0.054501,-0.313801,0.929678,0.0
2077665835,3,0.186611,0.055748,-0.314811,0.928957,0.0
2077665845,3,0.188276,0.056807,-0.315796,0.928222,0.0
2077665855,3,0.190154,0.057257,-0.316844,0.927454,0.0
2077665865,3,0.192128,0.05726,-0.317972,0.926661,0.0
2077665876,3,0.194053,0.057139,-0.319103,0.925878,0.0
2077665886,3,0.19618,0.05688,-0.320205,0.925065,0.0
2077665896,3,0.19854,0.056556,-0.321144,0.924256,0.0
2077665906,3,0.200735,0.056628,-0.321727,0.923574,0.0
2077665916,3,0.202603,0.057027,-0.321985,0.923051,0.0
2077665926,3,0.203923,0.057477,-0.32209,0.922696,0.0
2077665936,3,0.204467,0.057733,-0.322177,0.922529,0.0
2077665946,3,0.204132,0.057701,-0.322405,0.922526,0.0
2077665956,3,0.202752,0.058013,-0.32278,0.92268,0.0
2077665966,3,0.200697,0.058149,-0.323387,0.922908,0.0
2077665976,3,0.198485,0.058137,-0.324219,0.923095,0.0
2077665986,3,0.196306,0.058497,-0.325137,0.923215,0.0
2077665996,3,0.194342,0.059193,-0.326078,0.923255,0.0
2077666007,3,0.192672,0.059878,-0.327036,0.923222,0.0
2077666017,3,0.191248,0.060147,-0.328083,0.923129,0.0
2077666027,3,0.190874,0.059719,-0.328895,0.922945,0.0
2077666037,3,0.190462,0.059388,-0.329851,0.92271,0.0
2077666047,3,0.190068,0.058806,-0.331118,0.922375,0.0
2077666057,3,0.189754,0.057699,-0.332799,0.921904,0.0
2077666067,3,0.189454,0.056395,-0.33482,0.921315,0.0
2077666077,3,0.189154,0.055415,-0.336956,0.920657,0.0
2077666087,3,0.188974,0.054875,-0.338981,0.919983,0.0
2077666097,3,0.189078,0.054393,-0.340901,0.91928,0.0
2077666107,3,0.189311,0.054017,-0.342734,0.918573,0.0
2077666117,3,0.189513,0.053739,-0.344566,0.917862,0.0
2077666127,3,0.1897,0.053,-0.346579,0.917108,0.0
2077666138,3,0.190035,0.051035,-0.348946,0.916252,0.0
2077666148,3,0.190289,0.048542,-0.351586,0.915325,0.0
2077666158,3,0.188751,0.047091,-0.354729,0.914506,0.0
2077666168,3,0.18756,0.045494,-0.357979,0.913565,0.0
2077666178,3,0.186762,0.043097,-0.361384,0.912503,0.0
2077666188,3,0.186171,0.04022,-0.364967,0.911329,0.0
2077666198,3,0.185494,0.037559,-0.368658,0.910094,0.0
2077666208,3,0.184811,0.034731,-0.372514,0.908774,0.0
2077666218,3,0.184578,0.03115,-0.376603,0.907265,0.0
2077666228,3,0.184432,0.02753,-0.380791,0.905662,0.0
2077666238,3,0.18389,0.024164,-0.385025,0.904077,0.0
2077666248,3,0.183333,0.020607,-0.389428,0.902391,0.0
2077666258,3,0.182877,0.016757,-0.394073,0.900544,0.0
2077666269,3,0.182671,0.012735,-0.398956,0.898499,0.0
2077666279,3,0.182775,0.009028,-0.40388,0.896321,0.0
2077666289,3,0.182703,0.004777,-0.40873,0.894167,0.0
