location due to GPS and WiFi+Cell,2026-06-11_17-12-13.502_Active 10 Pro
time,provider,lat (deg),long (deg),has accuracy,accuracy (m),has altitude,altitude (m above sea level),has bearing,bearing (degrees),has speed,speed (m/s over ground),UTC,realtime
2077714711,gps,55.673706666666675,37.55885166666667,1,1.4,1,211.8,1,34.84,1,5.477674,1781187186000,2077714652379683
2077715711,gps,55.67375333333333,37.55891166666667,1,1.4,1,210.9,1,33.31,1,5.626943,1781187187000,2077715645658991
2077716703,gps,55.67380166666667,37.55896833333334,1,1.4,1,210.2,1,31.37,1,5.7515063,1781187188000,2077716647026760
2077717711,gps,55.673849999999995,37.559020000000004,1,1.3,1,209.7,1,30.3,1,5.8575387,1781187189000,2077717651641145
2077718713,gps,55.673898333333334,37.55907,1,1.3,1,209.4,1,31.21,1,5.894084,1781187190000,2077718651447376
2077719699,gps,55.673943333333334,37.55912333333333,1,1.3,1,209.0,1,31.01,1,5.881731,1781187191000,2077719647567607
2077720712,gps,55.673988333333334,37.559171666666664,1,1.3,1,208.7,1,28.31,1,5.9213643,1781187192000,2077720652034376
2077721721,gps,55.674033333333334,37.559216666666664,1,1.3,1,208.6,1,27.06,1,5.9249673,1781187193000,2077721647030145
2077722712,gps,55.674078333333334,37.559264999999996,1,1.3,1,208.2,1,29.46,1,5.886878,1781187194000,2077722647454992
2077723722,gps,55.674119999999995,37.559315,1,1.3,1,208.0,1,34.01,1,5.8282,1781187195000,2077723650166376
2077724709,gps,55.67416,37.55936833333333,1,1.3,1,207.5,1,35.95,1,5.7767277,1781187196000,2077724650454146
2077725697,gps,55.674201666666676,37.55942,1,1.3,1,207.0,1,31.15,1,5.7324615,1781187197000,2077725647523376
2077726708,gps,55.67424166666667,37.559470000000005,1,1.3,1,206.8,1,33.47,1,5.638267,1781187198000,2077726647028607
2077726880,network,55.6741593,37.5592549,1,18.031,1,217.3000030517578,0,0.0,0,0.0,1781187194442,2077723091000000
2077727713,gps,55.67428333333334,37.559513333333335,1,1.3,1,206.5,1,26.57,1,5.5276017,1781187199000,2077727652802069
2077728713,gps,55.67432833333334,37.55955166666667,1,1.3,1,206.2,1,23.35,1,5.4781885,1781187200000,2077728649739915
2077729713,gps,55.674371666666666,37.559594999999995,1,1.3,1,206.2,1,25.51,1,5.4931154,1781187201000,2077729645633530
2077730711,gps,55.674416666666666,37.55964166666667,1,1.3,1,206.0,1,29.85,1,5.462232,1781187202000,2077730645294992
2077731707,gps,55.67445833333333,37.559693333333335,1,1.3,1,205.8,1,34.99,1,5.431349,1781187203000,2077731647041146
2077732716,gps,55.67450166666666,37.559745,1,1.3,1,205.4,1,32.97,1,5.4210544,1781187204000,2077732652820838
2077733714,gps,55.67454333333333,37.55978833333334,1,1.3,1,205.2,1,28.13,1,5.4159074,1781187205000,2077733651260838
2077734710,gps,55.67458333333334,37.559826666666666,1,1.3,1,205.2,1,31.39,1,5.4282603,1781187206000,2077734647523685
2077735708,gps,55.674625,37.55986666666667,1,1.3,1,204.9,1,30.93,1,5.416937,1781187207000,2077735650337454
2077736703,gps,55.67466833333333,37.55991166666667,1,1.3,1,204.3,1,33.02,1,5.4653206,1781187208000,2077736650141762
2077737705,gps,55.674710000000005,37.55994166666667,1,1.3,1,204.6,1,25.35,1,5.5008364,1781187209000,2077737646958069
2077738715,gps,55.674751666666666,37.559965000000005,1,1.3,1,204.9,1,24.57,1,5.4745855,1781187210000,2077738649230762
2077739708,gps,55.674798333333335,37.56001333333334,1,1.3,1,204.6,1,33.12,1,5.4581146,1781187211000,2077739653012839
2077740711,gps,55.67484666666666,37.560065,1,1.3,1,204.0,1,25.5,1,5.5044394,1781187212000,2077740647152531
2077741711,gps,55.674890000000005,37.56012166666667,1,1.3,1,203.6,1,36.96,1,5.523484,1781187213000,2077741647849454
2077742723,gps,55.674935000000005,37.56018166666667,1,1.3,1,203.1,1,33.89,1,5.5466466,1781187214000,2077742650563608
2077743716,gps,55.674980000000005,37.56023833333334,1,1.3,1,202.5,1,33.29,1,5.5806184,1781187215000,2077743648335377
2077744709,gps,55.675023333333336,37.560285,1,1.3,1,202.1,1,25.52,1,5.610472,1781187216000,2077744650200531
2077745709,gps,55.675068333333336,37.560325,1,1.3,1,201.9,1,27.81,1,5.626943,1781187217000,2077745646997224
2077746711,gps,55.675113333333336,37.560375,1,1.3,1,201.4,1,35.65,1,5.6413555,1781187218000,2077746650072916
2077747512,network,55.6749151,37.5610812,1,32.366,1,209.90000915527344,0,0.0,0,0.0,1781187218313,2077746962000000
2077747699,gps,55.675156666666666,37.560426666666665,1,1.3,1,201.2,1,29.87,1,5.655253,1781187219000,2077747645720532
2077748711,gps,55.675203333333336,37.560478333333336,1,1.3,1,200.7,1,32.67,1,5.7206225,1781187220000,2077748649888916
2077749712,gps,55.67525333333333,37.56052,1,1.3,1,201.0,1,26.9,1,5.7654037,1781187221000,2077749651124532
2077750711,gps,55.67529666666666,37.560565,1,1.3,1,201.3,1,37.64,1,5.746359,1781187222000,2077750651785762
2077751716,gps,55.675340000000006,37.56061833333333,1,1.3,1,200.8,1,31.51,1,5.75408,1781187223000,2077751649478993
2077752713,gps,55.67538166666667,37.56066833333333,1,1.3,1,200.4,1,34.33,1,5.737094,1781187224000,2077752650375301
2077753714,gps,55.67542333333334,37.56071166666666,1,1.3,1,200.2,1,30.9,1,5.6804743,1781187225000,2077753650952916
2077754712,gps,55.67546666666667,37.560755,1,1.3,1,199.5,1,32.26,1,5.6392965,1781187226000,2077754650919070
2077755714,gps,55.67550833333333,37.56079833333333,1,1.3,1,199.0,1,29.07,1,5.5883393,1781187227000,2077755649328609
2077756713,gps,55.675551666666664,37.560831666666665,1,1.3,1,199.0,1,25.89,1,5.51319,1781187228000,2077756650492532
2077757701,gps,55.67559333333334,37.560875,1,1.3,1,198.6,1,28.83,1,5.4730415,1781187229000,2077757646332301
2077758715,gps,55.67563166666667,37.560921666666665,1,1.3,1,198.1,1,32.18,1,5.3932595,1781187230000,2077758647748840
2077759717,gps,55.675675,37.56097,1,1.3,1,197.6,1,30.64,1,5.333037,1781187231000,2077759652519301
2077760703,gps,55.67571833333333,37.56101833333333,1,1.3,1,197.1,1,33.24,1,5.2964916,1781187232000,2077760645711302
2077761715,gps,55.675760000000004,37.56106833333333,1,1.3,1,196.7,1,35.38,1,5.257373,1781187233000,2077761647376532
2077762707,gps,55.675799999999995,37.561115,1,1.3,1,196.5,1,33.83,1,5.256858,1781187234000,2077762647927071
2077763703,gps,55.67584166666667,37.56115333333333,1,1.2,1,196.5,1,30.03,1,5.2908297,1781187235000,2077763644406763
2077764704,gps,55.67588000000001,37.56119666666667,1,1.2,1,196.9,1,38.46,1,5.2800207,1781187236000,2077764645243994
2077765713,gps,55.675915,37.56124333333333,1,1.2,1,197.0,1,35.56,1,5.2779617,1781187237000,2077765650680225
2077766709,gps,55.67595500000001,37.561281666666666,1,1.2,1,197.2,1,23.75,1,5.290315,1781187238000,2077766652002763
2077767709,gps,55.67599666666667,37.561321666666664,1,1.2,1,197.0,1,29.86,1,5.3036976,1781187239000,2077767651238379
2077768146,network,55.6755719,37.5612603,1,23.631,1,204.50001525878906,0,0.0,0,0.0,1781187239418,2077768067000000
2077768710,gps,55.67603666666667,37.561371666666666,1,1.2,1,196.8,1,37.13,1,5.3412724,1781187240000,2077768648952225
2077769713,gps,55.676075000000004,37.56142666666666,1,1.2,1,196.3,1,33.88,1,5.369582,1781187241000,2077769644676302
