stk3a5x_ps,sensortek,2026-06-11_18-56-46.727_Active 10 Pro
imuTimestamp,accuracy(more=better),proximity_distance[cm]
2083938485,3,5.0
2083941065,3,0.0
2083941115,3,5.0
2083943805,3,0.0
2083944215,3,5.0
2083944835,3,0.0
2083945455,3,5.0
2083945555,3,0.0
2084084555,3,5.0
2084084865,3,0.0
2084085025,3,5.0
2084087915,3,0.0
2084088065,3,5.0
