GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Speed (OBD)(km/h),Acceleration Sensor(Total)(g),Litres Per 100 Kilometer(Instant)(l/100km),Speed (GPS)(km/h),Acceleration Sensor(Z axis)(g)
Fri Mar 25 17:18:15 GMT+03:00 2016,25-Mar-2016 17:18:08.672,37.58310537,55.84855829,1.0,14.0,143.0,0.0,-1.0691223,8.187592,4.949341,0.0020146966,-,0.0,0.0020146965980529785,-,3.5999999046325684,0.40562742948532104
Fri Mar 25 17:18:16 GMT+03:00 2016,25-Mar-2016 17:18:08.767,37.58310188,55.8485542,1.0,14.0,143.0,0.0,-1.5299377,8.353485,5.0782013,0.027656972,-,0.0,0.027656972408294678,-,3.5999999046325684,0.4176555871963501
Fri Mar 25 17:18:16 GMT+03:00 2016,25-Mar-2016 17:18:08.867,37.58310188,55.8485542,1.0,14.0,143.0,0.0,-1.4837799,8.233429,4.653717,0.016111765,-,0.0,0.016111765056848526,-,3.5999999046325684,0.3743849992752075
Fri Mar 25 17:18:16 GMT+03:00 2016,25-Mar-2016 17:18:08.966,37.58310188,55.8485542,1.0,14.0,143.0,0.0,-1.4892883,8.442078,4.666107,0.01522613,-,0.0,0.015226130373775959,-,3.5999999046325684,0.37564802169799805
Fri Mar 25 17:18:16 GMT+03:00 2016,25-Mar-2016 17:18:09.067,37.58310188,55.8485542,1.0,14.0,143.0,0.0,-0.7208252,8.725891,4.7433167,0.03407663,-,0.0,0.03407663106918335,-,3.5999999046325684,0.3835185170173645
Fri Mar 25 17:18:16 GMT+03:00 2016,25-Mar-2016 17:18:09.166,37.58310188,55.8485542,1.0,14.0,143.0,0.0,-2.1772614,9.4814,3.680664,0.07926363,-,0.0,0.07926362752914429,-,3.5999999046325684,0.2751951217651367
Fri Mar 25 17:18:16 GMT+03:00 2016,25-Mar-2016 17:18:09.267,37.58310188,55.8485542,1.0,14.0,143.0,0.0,-2.4820862,9.38472,3.6089935,0.08301869,-,0.0,0.08301869034767151,-,3.5999999046325684,0.26788923144340515
Fri Mar 25 17:18:16 GMT+03:00 2016,25-Mar-2016 17:18:09.367,37.58310188,55.8485542,1.0,14.0,143.0,0.0,-2.508072,9.068359,1.8750458,0.06050089,-,0.0,0.060500890016555786,-,3.5999999046325684,0.0911361575126648
Fri Mar 25 17:18:16 GMT+03:00 2016,25-Mar-2016 17:18:09.466,37.58310188,55.8485542,1.0,14.0,143.0,0.0,-2.2966003,8.867355,0.79551697,-0.04375112,-,0.0,-0.04375112056732178,-,3.5999999046325684,-0.018907546997070313
Fri Mar 25 17:18:16 GMT+03:00 2016,25-Mar-2016 17:18:09.567,37.58310188,55.8485542,1.0,14.0,143.0,0.0,-2.6759644,8.852341,0.94844055,-0.03475008,-,0.0,-0.0347500815987587,-,3.5999999046325684,-0.0033190064132213593
Fri Mar 25 17:18:16 GMT+03:00 2016,25-Mar-2016 17:18:09.668,37.58310188,55.8485542,1.0,14.0,143.0,0.0,-2.5829926,9.293716,1.5516357,-0.021958837,-,0.0,-0.021958837285637856,-,3.5999999046325684,0.05816877633333206
Fri Mar 25 17:18:17 GMT+03:00 2016,25-Mar-2016 17:18:09.767,37.58309738,55.84856053,1.0,12.0,143.0,0.0,-2.4381104,9.399414,3.2932281,-0.010936705,1190.75,0.0,-0.010936705395579338,-,3.5999999046325684,0.09341797977685928
Fri Mar 25 17:18:17 GMT+03:00 2016,25-Mar-2016 17:18:09.867,37.58309738,55.84856053,1.0,12.0,143.0,0.0,-2.7071228,8.974762,1.159729,-0.018143237,1190.75,0.0,-0.01814323663711548,-,3.5999999046325684,0.018219061195850372
Fri Mar 25 17:18:17 GMT+03:00 2016,25-Mar-2016 17:18:09.967,37.58309738,55.84856053,1.0,12.0,143.0,0.0,-1.4850769,9.227921,-0.7305603,0.002357781,1190.75,0.0,0.002357780933380127,-,3.5999999046325684,-0.1744709610939026
Fri Mar 25 17:18:17 GMT+03:00 2016,25-Mar-2016 17:18:10.067,37.58309738,55.84856053,1.0,12.0,143.0,0.0,-2.9429474,9.169586,0.1812439,0.0012985507,1190.75,0.0,0.0012985507491976023,-,3.5999999046325684,-0.0815245732665062
Fri Mar 25 17:18:17 GMT+03:00 2016,25-Mar-2016 17:18:10.168,37.58309738,55.84856053,1.0,12.0,143.0,0.0,-1.8975677,9.159348,3.1369324,0.02469188,1190.75,0.0,-0.006450653076171875,-,3.5999999046325684,0.03131891041994095
Fri Mar 25 17:18:17 GMT+03:00 2016,25-Mar-2016 17:18:10.267,37.58309738,55.84856053,1.0,12.0,143.0,0.0,-3.475418,8.601929,1.50737,0.019316494,1190.75,0.0,0.019316494464874268,-,3.5999999046325684,0.05365647003054619
Fri Mar 25 17:18:17 GMT+03:00 2016,25-Mar-2016 17:18:10.368,37.58309738,55.84856053,1.0,12.0,143.0,0.0,-1.6097412,9.184128,0.873291,0.020302841,1190.75,0.0,0.020302841439843178,-,3.5999999046325684,0.12397755682468414
Fri Mar 25 17:18:17 GMT+03:00 2016,25-Mar-2016 17:18:10.467,37.58309738,55.84856053,1.0,12.0,143.0,0.0,-1.4563751,8.743835,2.7939148,0.027630273,1190.75,0.0,0.0276302732527256,-,3.5999999046325684,0.2676263749599457
Fri Mar 25 17:18:17 GMT+03:00 2016,25-Mar-2016 17:18:10.568,37.58309738,55.84856053,1.0,12.0,143.0,0.0,0.029876709,8.641525,1.3820953,-0.0889101,1190.75,0.0,-0.07191133499145508,-,3.5999999046325684,0.10258881002664566
Fri Mar 25 17:18:17 GMT+03:00 2016,25-Mar-2016 17:18:10.667,37.58309738,55.84856053,1.0,12.0,143.0,0.0,-0.10142517,10.052734,1.9975433,-0.034765575,1185.5,0.0,-0.03476557508111,-,3.5999999046325684,0.1036231741309166
Fri Mar 25 17:18:18 GMT+03:00 2016,25-Mar-2016 17:18:10.767,37.58309587,55.848555,1.0,11.0,144.0,0.0,0.038482666,9.431992,-3.371109,0.0029612144,1185.5,0.0,3.127327945549041E-4,-,3.5999999046325684,-0.06097576022148132
Fri Mar 25 17:18:18 GMT+03:00 2016,25-Mar-2016 17:18:10.867,37.58309587,55.848555,1.0,11.0,144.0,0.0,-0.4658661,10.653961,0.51071167,0.10731429,1185.5,0.0,0.10731428861618042,-,3.5999999046325684,-0.04793968424201012
Fri Mar 25 17:18:18 GMT+03:00 2016,25-Mar-2016 17:18:10.967,37.58309587,55.848555,1.0,11.0,144.0,0.0,0.36235046,9.332382,0.30162048,-0.028473735,1185.5,0.0,-0.028473734855651855,-,3.5999999046325684,-0.06925377249717712
Fri Mar 25 17:18:18 GMT+03:00 2016,25-Mar-2016 17:18:11.066,37.58309587,55.848555,1.0,11.0,144.0,0.0,-0.6860504,10.571854,0.619751,0.07575918,1185.5,0.0,0.07575917989015579,-,3.5999999046325684,-0.03682456910610199
Fri Mar 25 17:18:18 GMT+03:00 2016,25-Mar-2016 17:18:11.168,37.58309587,55.848555,1.0,11.0,144.0,0.0,0.9461212,10.473068,0.3782959,0.043090086,1185.5,0.0,0.04005622863769531,-,3.5999999046325684,-0.07048411667346954
Fri Mar 25 17:18:18 GMT+03:00 2016,25-Mar-2016 17:18:11.267,37.58309587,55.848555,1.0,11.0,144.0,0.0,0.04576111,9.797485,0.74957275,-0.005577743,1181.0,0.0,-0.005577743053436279,-,3.5999999046325684,-0.044761937111616135
Fri Mar 25 17:18:18 GMT+03:00 2016,25-Mar-2016 17:18:11.368,37.58309587,55.848555,1.0,11.0,144.0,0.0,0.40170288,9.813156,1.5914307,0.0042175055,1181.0,0.0,0.00421750545501709,-,3.5999999046325684,-0.08719723671674728
Fri Mar 25 17:18:18 GMT+03:00 2016,25-Mar-2016 17:18:11.467,37.58309587,55.848555,1.0,11.0,144.0,0.0,0.71806335,10.438477,0.7398834,0.010359709,1181.0,0.0,0.010359709151089191,-,3.5999999046325684,0.04271400347352028
Fri Mar 25 17:18:18 GMT+03:00 2016,25-Mar-2016 17:18:11.567,37.58309587,55.848555,1.0,11.0,144.0,0.0,0.98812866,9.898926,0.5877991,0.034848273,1181.0,0.0,0.010091089643537998,-,3.5999999046325684,-0.08370684832334518
Fri Mar 25 17:18:18 GMT+03:00 2016,25-Mar-2016 17:18:11.667,37.58309587,55.848555,1.0,11.0,144.0,0.0,1.1825104,9.49086,0.43769836,-0.0050312877,1181.0,0.0,-0.005527138710021973,-,3.5999999046325684,-0.024572430178523064
Fri Mar 25 17:18:19 GMT+03:00 2016,25-Mar-2016 17:18:11.767,37.58310075,55.84855892,1.0,11.0,145.0,0.0,0.33740234,9.100815,0.5127106,0.014257419,1183.0,0.0,0.014257418923079967,-,3.5999999046325684,-0.030889039859175682
Fri Mar 25 17:18:19 GMT+03:00 2016,25-Mar-2016 17:18:11.868,37.58310075,55.84855892,1.0,11.0,145.0,0.0,0.67918396,9.775253,0.4158783,0.009751599,1183.0,0.0,0.009751599282026291,-,3.5999999046325684,0.00665286835283041
Fri Mar 25 17:18:19 GMT+03:00 2016,25-Mar-2016 17:18:11.968,37.58310075,55.84855892,1.0,11.0,145.0,0.0,0.36743164,8.912399,1.0426025,-0.06553674,1183.0,0.0,0.10589724779129028,-,3.5999999046325684,-0.07803729921579361
Fri Mar 25 17:18:19 GMT+03:00 2016,25-Mar-2016 17:18:12.069,37.58310075,55.84855892,1.0,11.0,145.0,0.0,0.6265259,9.48938,0.19691467,0.0096986545,1183.0,0.0,0.009698654524981976,-,3.5999999046325684,-0.01866178773343563
Fri Mar 25 17:18:19 GMT+03:00 2016,25-Mar-2016 17:18:12.168,37.58310075,55.84855892,1.0,11.0,145.0,0.0,0.6981201,9.973358,0.2634735,0.010803892,1183.0,0.0,0.008496408350765705,-,3.5999999046325684,-0.08784740418195724
Fri Mar 25 17:18:19 GMT+03:00 2016,25-Mar-2016 17:18:12.268,37.58310075,55.84855892,1.0,11.0,145.0,0.0,-0.0418396,9.715683,0.2899475,0.0062697628,1183.0,0.0,0.006269762758165598,-,3.5999999046325684,-0.07237241417169571
Fri Mar 25 17:18:19 GMT+03:00 2016,25-Mar-2016 17:18:12.367,37.58310075,55.84855892,1.0,11.0,145.0,0.0,0.7509308,8.544678,0.7856293,-0.10296595,1183.0,0.0,-0.10296595096588135,-,3.5999999046325684,-0.019915467128157616
Fri Mar 25 17:18:19 GMT+03:00 2016,25-Mar-2016 17:18:12.468,37.58310075,55.84855892,1.0,11.0,145.0,0.0,0.53240967,10.13147,0.5630646,0.020697646,1181.75,0.0,0.020697645843029022,-,3.5999999046325684,-0.04260299727320671
Fri Mar 25 17:18:19 GMT+03:00 2016,25-Mar-2016 17:18:12.567,37.58310075,55.84855892,1.0,11.0,145.0,0.0,0.7154541,10.09967,0.7601166,0.026363641,1181.75,0.0,0.02423681691288948,-,3.5999999046325684,-0.038002029061317444
Fri Mar 25 17:18:19 GMT+03:00 2016,25-Mar-2016 17:18:12.667,37.58310075,55.84855892,1.0,11.0,145.0,0.0,0.15258789,9.608322,0.92718506,0.0031141639,1181.75,0.0,0.003114163875579834,-,3.5999999046325684,-0.00548572326079011
Fri Mar 25 17:18:20 GMT+03:00 2016,25-Mar-2016 17:18:12.767,37.58310478,55.8485595,1.0,11.0,146.0,0.0,0.39338684,9.537445,0.31262207,0.006239372,1181.75,0.0,0.006177961826324463,-,3.5999999046325684,-0.0185855720192194
Fri Mar 25 17:18:20 GMT+03:00 2016,25-Mar-2016 17:18:12.867,37.58310478,55.8485595,1.0,11.0,146.0,0.0,1.629364,10.163818,2.262741,0.025030429,1181.75,0.0,0.018819721415638924,-,3.5999999046325684,-0.016439076513051987
Fri Mar 25 17:18:20 GMT+03:00 2016,25-Mar-2016 17:18:12.967,37.58310478,55.8485595,1.0,11.0,146.0,0.0,1.1824493,9.852936,0.7377777,0.010940639,1181.75,0.0,0.009538471698760986,-,3.5999999046325684,0.008233187720179558
Fri Mar 25 17:18:20 GMT+03:00 2016,25-Mar-2016 17:18:13.067,37.58310478,55.8485595,1.0,11.0,146.0,0.0,0.11909485,9.710556,1.0224609,0.014409065,1181.75,0.0,0.014409065246582031,-,3.5999999046325684,0.004226394463330507
Fri Mar 25 17:18:20 GMT+03:00 2016,25-Mar-2016 17:18:13.169,37.58310478,55.8485595,1.0,11.0,146.0,0.0,1.0765839,10.05246,1.0922699,0.026777029,1173.0,0.0,0.026777029037475586,-,3.5999999046325684,0.011342495679855347
Fri Mar 25 17:18:20 GMT+03:00 2016,25-Mar-2016 17:18:13.266,37.58310478,55.8485595,1.0,11.0,146.0,0.0,-0.1859436,9.69516,0.97506714,0.019006189,1173.0,0.0,0.019006188958883286,-,3.5999999046325684,-6.047774804756045E-4
Fri Mar 25 17:18:20 GMT+03:00 2016,25-Mar-2016 17:18:13.367,37.58310478,55.8485595,1.0,11.0,146.0,0.0,0.14230347,9.201355,1.2377014,-0.034484684,1173.0,0.0,0.021023303270339966,-,3.5999999046325684,0.06867105513811111
Fri Mar 25 17:18:20 GMT+03:00 2016,25-Mar-2016 17:18:13.468,37.58310478,55.8485595,1.0,11.0,146.0,0.0,1.0566711,9.258438,1.3259888,-0.021529019,1173.0,0.0,-0.021529018878936768,-,3.5999999046325684,0.03516704961657524
Fri Mar 25 17:18:20 GMT+03:00 2016,25-Mar-2016 17:18:13.567,37.58310478,55.8485595,1.0,11.0,146.0,0.0,0.5878601,9.44902,0.74868774,0.0017231432,1173.0,0.0,0.0017231431556865573,-,3.5999999046325684,-0.023681167513132095
Fri Mar 25 17:18:20 GMT+03:00 2016,25-Mar-2016 17:18:13.667,37.58310478,55.8485595,1.0,11.0,146.0,0.0,-0.5354004,9.128174,1.1716003,0.0135867195,1173.0,0.0,0.013586719520390034,-,3.5999999046325684,0.01942918822169304
Fri Mar 25 17:18:21 GMT+03:00 2016,25-Mar-2016 17:18:13.767,37.58310516,55.84855835,1.0,11.0,146.0,0.0,1.2314453,9.310165,1.1817474,-0.016136289,1169.5,0.0,-0.0161362886428833,-,3.5999999046325684,0.020463550463318825
Fri Mar 25 17:18:21 GMT+03:00 2016,25-Mar-2016 17:18:13.867,37.58310516,55.84855835,1.0,11.0,146.0,0.0,0.9575653,9.442276,0.39761353,0.010581459,1169.5,0.0,0.010581458918750286,-,3.5999999046325684,-0.059468548744916916
Fri Mar 25 17:18:21 GMT+03:00 2016,25-Mar-2016 17:18:13.966,37.58310516,55.84855835,1.0,11.0,146.0,0.0,1.358078,9.748352,1.3102417,0.013593454,1169.5,0.0,0.013593453913927078,-,3.5999999046325684,-0.03274933621287346
Fri Mar 25 17:18:21 GMT+03:00 2016,25-Mar-2016 17:18:14.067,37.58310516,55.84855835,1.0,11.0,146.0,0.0,0.64208984,9.59259,1.3317413,0.011387093,1169.5,0.0,0.011563767679035664,-,3.5999999046325684,0.017264025285840034
Fri Mar 25 17:18:21 GMT+03:00 2016,25-Mar-2016 17:18:14.170,37.58310516,55.84855835,1.0,11.0,146.0,0.0,1.1901855,9.828003,1.0721436,0.03405541,1169.5,0.0,0.03405541181564331,-,3.5999999046325684,0.00929088145494461
Fri Mar 25 17:18:21 GMT+03:00 2016,25-Mar-2016 17:18:14.267,37.58310516,55.84855835,1.0,11.0,146.0,0.0,0.6139221,9.51442,0.79216003,0.010113108,1169.5,0.0,0.011877317912876606,-,3.5999999046325684,0.03933094069361687
Fri Mar 25 17:18:21 GMT+03:00 2016,25-Mar-2016 17:18:14.367,37.58310516,55.84855835,1.0,11.0,146.0,0.0,0.7049866,9.7547,0.3383789,0.011040326,1169.5,0.0,0.011040326207876205,-,3.5999999046325684,-0.06550673395395279
Fri Mar 25 17:18:21 GMT+03:00 2016,25-Mar-2016 17:18:14.467,37.58310516,55.84855835,1.0,11.0,146.0,0.0,0.41622925,9.564926,0.2971344,-0.0045894384,1171.5,0.0,-0.004589438438415527,-,3.5999999046325684,-0.06971106678247452
Fri Mar 25 17:18:21 GMT+03:00 2016,25-Mar-2016 17:18:14.568,37.58310516,55.84855835,1.0,11.0,146.0,0.0,0.4980774,9.601959,0.20121765,0.0075808507,1171.5,0.0,0.00758085073903203,-,3.5999999046325684,-0.07948851585388184
Fri Mar 25 17:18:21 GMT+03:00 2016,25-Mar-2016 17:18:14.667,37.58310516,55.84855835,1.0,11.0,146.0,0.0,0.58940125,9.575119,0.63349915,0.008070235,1171.5,0.0,0.008070235140621662,-,3.5999999046325684,-0.035423122346401215
Fri Mar 25 17:18:22 GMT+03:00 2016,25-Mar-2016 17:18:14.766,37.58310505,55.84855224,1.0,11.0,147.0,0.0,0.7068329,9.663071,1.0765839,0.009394638,1171.5,0.0,0.009394638240337372,-,3.5999999046325684,0.00974351167678833
Fri Mar 25 17:18:22 GMT+03:00 2016,25-Mar-2016 17:18:14.867,37.58310505,55.84855224,1.0,11.0,147.0,0.0,0.4811554,9.628067,0.5500183,0.0032772422,1171.5,0.0,0.0032772421836853027,-,3.5999999046325684,-0.04393289238214493
Fri Mar 25 17:18:22 GMT+03:00 2016,25-Mar-2016 17:18:14.968,37.58310505,55.84855224,1.0,11.0,147.0,0.0,0.85821533,9.676697,1.076416,0.008980565,1171.5,0.0,0.008980564773082733,-,3.5999999046325684,0.009726402349770069
Fri Mar 25 17:18:22 GMT+03:00 2016,25-Mar-2016 17:18:15.068,37.58310505,55.84855224,1.0,11.0,147.0,0.0,0.90838623,9.808197,1.4926758,0.011161713,1171.5,0.0,0.011161712929606438,-,3.5999999046325684,0.05215858668088913
Fri Mar 25 17:18:22 GMT+03:00 2016,25-Mar-2016 17:18:15.166,37.58310505,55.84855224,1.0,11.0,147.0,0.0,1.1273499,9.737671,1.3208923,0.0272879,1167.25,0.0,0.02728790044784546,-,3.5999999046325684,0.034647535532712936
Fri Mar 25 17:18:22 GMT+03:00 2016,25-Mar-2016 17:18:15.267,37.58310505,55.84855224,1.0,11.0,147.0,0.0,0.8476715,9.712494,0.96351624,0.017665625,1167.25,0.0,0.017665624618530273,-,3.5999999046325684,-0.0017822395311668515
Fri Mar 25 17:18:22 GMT+03:00 2016,25-Mar-2016 17:18:15.367,37.58310505,55.84855224,1.0,11.0,147.0,0.0,0.5905304,9.603561,0.5601196,0.012746204,1167.25,0.0,0.012746203690767288,-,3.5999999046325684,-0.042903196066617966
Fri Mar 25 17:18:22 GMT+03:00 2016,25-Mar-2016 17:18:15.467,37.58310505,55.84855224,1.0,11.0,147.0,0.0,0.66342163,9.736938,0.16027832,0.009977106,1167.25,0.0,0.009977106004953384,-,3.5999999046325684,-0.08366173505783081
Fri Mar 25 17:18:22 GMT+03:00 2016,25-Mar-2016 17:18:15.567,37.58310505,55.84855224,1.0,11.0,147.0,0.0,0.44911194,9.56189,0.41775513,-0.004288256,1167.25,0.0,-0.0042882561683654785,-,3.5999999046325684,-0.05741537734866142
Fri Mar 25 17:18:22 GMT+03:00 2016,25-Mar-2016 17:18:15.669,37.58310505,55.84855224,1.0,11.0,147.0,0.0,0.5641327,9.505432,0.5883179,0.009155028,1167.25,0.0,0.009155027568340302,-,3.5999999046325684,-0.040028758347034454
Fri Mar 25 17:18:23 GMT+03:00 2016,25-Mar-2016 17:18:15.766,37.58310476,55.84855146,1.0,11.0,147.0,0.0,0.6905365,9.70314,1.058548,0.008929395,1167.25,0.0,0.008929395116865635,-,3.5999999046325684,0.007904991507530212
Fri Mar 25 17:18:23 GMT+03:00 2016,25-Mar-2016 17:18:15.866,37.58310476,55.84855146,1.0,11.0,147.0,0.0,1.0796814,9.790344,1.3063812,0.010969702,1164.25,0.0,0.010969702154397964,-,3.5999999046325684,0.03316831961274147
Fri Mar 25 17:18:23 GMT+03:00 2016,25-Mar-2016 17:18:15.967,37.58310476,55.84855146,1.0,11.0,147.0,0.0,0.89468384,9.667877,1.1017151,0.01507473,1164.25,0.0,0.015074729919433594,-,3.5999999046325684,0.012305308133363724
Fri Mar 25 17:18:23 GMT+03:00 2016,25-Mar-2016 17:18:16.067,37.58310476,55.84855146,1.0,11.0,147.0,0.0,0.70077515,9.738998,0.83251953,0.010769409,1164.25,0.0,0.010769409127533436,-,3.5999999046325684,-0.015135623514652252
Fri Mar 25 17:18:23 GMT+03:00 2016,25-Mar-2016 17:18:16.167,37.58310476,55.84855146,1.0,11.0,147.0,0.0,0.6016388,9.531845,0.61994934,0.007897547,1164.25,0.0,0.007897547446191311,-,3.5999999046325684,-0.03680434823036194
Fri Mar 25 17:18:23 GMT+03:00 2016,25-Mar-2016 17:18:16.268,37.58310476,55.84855146,1.0,11.0,147.0,0.0,0.48388672,9.600922,0.07835388,-0.0010380745,1164.25,0.0,-0.0010380744934082031,-,3.5999999046325684,-0.09201285243034363
Fri Mar 25 17:18:23 GMT+03:00 2016,25-Mar-2016 17:18:16.367,37.58310476,55.84855146,1.0,11.0,147.0,0.0,0.5144501,9.605942,0.7906647,0.011048317,1164.25,0.0,0.011048316955566406,-,3.5999999046325684,-0.019402174279093742
Fri Mar 25 17:18:23 GMT+03:00 2016,25-Mar-2016 17:18:16.467,37.58310476,55.84855146,1.0,11.0,147.0,0.0,0.7957916,9.69519,1.0405426,0.008776918,1159.25,0.0,0.008776918053627014,-,3.5999999046325684,0.006069581490010023
Fri Mar 25 17:18:23 GMT+03:00 2016,25-Mar-2016 17:18:16.567,37.58310476,55.84855146,1.0,11.0,147.0,0.0,0.9061279,9.767334,0.8915558,0.01127365,1159.25,0.0,0.011273650452494621,-,3.5999999046325684,-0.00911765731871128
Fri Mar 25 17:18:23 GMT+03:00 2016,25-Mar-2016 17:18:16.667,37.58310476,55.84855146,1.0,11.0,147.0,0.0,0.9620056,9.628006,1.2382355,0.013378561,1159.25,0.0,0.013378560543060303,-,3.5999999046325684,0.026221759617328644
Fri Mar 25 17:18:24 GMT+03:00 2016,25-Mar-2016 17:18:16.767,37.58310484,55.84855126,1.0,11.0,147.0,0.0,0.6674347,9.749176,0.695755,0.008925538,1159.25,0.0,0.008925537578761578,-,3.5999999046325684,-0.029076961800456047
Fri Mar 25 17:18:24 GMT+03:00 2016,25-Mar-2016 17:18:16.867,37.58310484,55.84855126,1.0,11.0,147.0,0.0,0.44737244,9.54538,0.33570862,0.009395076,1159.25,0.0,0.009395075961947441,-,3.5999999046325684,-0.0657789334654808
Fri Mar 25 17:18:24 GMT+03:00 2016,25-Mar-2016 17:18:16.966,37.58310484,55.84855126,1.0,11.0,147.0,0.0,0.46290588,9.500626,0.34146118,-0.010763228,1159.25,0.0,-0.010763227939605713,-,3.5999999046325684,-0.06519253551959991
Fri Mar 25 17:18:24 GMT+03:00 2016,25-Mar-2016 17:18:17.067,37.58310484,55.84855126,1.0,11.0,147.0,0.0,0.6613159,9.711487,0.99783325,0.016450286,1159.25,0.0,0.01645028591156006,-,3.5999999046325684,0.0017159271519631147
Fri Mar 25 17:18:24 GMT+03:00 2016,25-Mar-2016 17:18:17.168,37.58310484,55.84855126,1.0,11.0,147.0,0.0,0.86468506,9.643387,1.0155334,0.010871372,1155.0,0.0,0.010871372185647488,-,3.5999999046325684,0.003520228201523423
Fri Mar 25 17:18:24 GMT+03:00 2016,25-Mar-2016 17:18:17.268,37.58310484,55.84855126,1.0,11.0,147.0,0.0,1.0286255,9.743423,1.2287292,0.00996739,1155.0,0.0,0.009967390447854996,-,3.5999999046325684,0.025252724066376686
Fri Mar 25 17:18:24 GMT+03:00 2016,25-Mar-2016 17:18:17.367,37.58310484,55.84855126,1.0,11.0,147.0,0.0,0.8504486,9.618195,0.94937134,0.008019328,1155.0,0.0,0.008019328117370605,-,3.5999999046325684,-0.0032241251319646835
Fri Mar 25 17:18:24 GMT+03:00 2016,25-Mar-2016 17:18:17.467,37.58310484,55.84855126,1.0,11.0,147.0,0.0,0.6378174,9.665894,0.3071289,0.011966199,1155.0,0.0,0.011966198682785034,-,3.5999999046325684,-0.06869225949048996
Fri Mar 25 17:18:24 GMT+03:00 2016,25-Mar-2016 17:18:17.566,37.58310484,55.84855126,1.0,11.0,147.0,0.0,0.5187378,9.639664,0.45973206,0.011495054,1155.0,0.0,0.011495053768157959,-,3.5999999046325684,-0.05313638597726822
Fri Mar 25 17:18:25 GMT+03:00 2016,25-Mar-2016 17:18:17.667,37.58310407,55.8485483,1.0,11.0,148.0,0.0,0.5282135,9.495865,0.33563232,0.0108340625,1155.0,0.0,0.010834062471985817,-,3.5999999046325684,-0.06578671187162399
Fri Mar 25 17:18:25 GMT+03:00 2016,25-Mar-2016 17:18:17.767,37.58310407,55.8485483,1.0,11.0,148.0,0.0,0.40245056,9.690292,0.43075562,0.008623481,1155.0,0.0,0.008623480796813965,-,3.5999999046325684,-0.05609015002846718
Fri Mar 25 17:18:25 GMT+03:00 2016,25-Mar-2016 17:18:17.867,37.58310407,55.8485483,1.0,11.0,148.0,0.0,0.60066223,9.635361,0.742218,0.010729551,1158.0,0.0,0.010729551315307617,-,3.5999999046325684,-0.024340670555830002
Fri Mar 25 17:18:25 GMT+03:00 2016,25-Mar-2016 17:18:17.966,37.58310407,55.8485483,1.0,11.0,148.0,0.0,0.9984894,9.638062,1.3273773,0.010200075,1158.0,0.0,0.01020007487386465,-,3.5999999046325684,0.0353085920214653
Fri Mar 25 17:18:25 GMT+03:00 2016,25-Mar-2016 17:18:18.069,37.58310407,55.8485483,1.0,11.0,148.0,0.0,0.9685974,9.815582,1.1330109,0.031040609,1158.0,0.0,0.031040608882904053,-,3.5999999046325684,0.015495499595999718
Fri Mar 25 17:18:25 GMT+03:00 2016,25-Mar-2016 17:18:18.168,37.58310407,55.8485483,1.0,11.0,148.0,0.0,0.8167267,9.641205,0.6949768,0.011807178,1158.0,0.0,0.011807178147137165,-,3.5999999046325684,0.016570303589105606
Fri Mar 25 17:18:25 GMT+03:00 2016,25-Mar-2016 17:18:18.266,37.58310407,55.8485483,1.0,11.0,148.0,0.0,0.563797,9.660156,0.43182373,0.010530571,1158.0,0.0,0.010530571453273296,-,3.5999999046325684,-0.05598127096891403
Fri Mar 25 17:18:25 GMT+03:00 2016,25-Mar-2016 17:18:18.367,37.58310407,55.8485483,1.0,11.0,148.0,0.0,0.5380249,9.630188,0.42610168,0.011116014,1158.0,0.0,0.01111601386219263,-,3.5999999046325684,-0.05656455457210541
Fri Mar 25 17:18:25 GMT+03:00 2016,25-Mar-2016 17:18:18.467,37.58310407,55.8485483,1.0,11.0,148.0,0.0,0.59069824,9.618362,0.734787,0.0041638017,1158.0,0.0,0.004163801670074463,-,3.5999999046325684,-0.0250981654971838
Fri Mar 25 17:18:25 GMT+03:00 2016,25-Mar-2016 17:18:18.567,37.58310407,55.8485483,1.0,11.0,148.0,0.0,0.8865967,9.683548,1.1761627,0.010696153,1150.0,0.0,0.010696153156459332,-,3.5999999046325684,0.01989426091313362
Fri Mar 25 17:18:25 GMT+03:00 2016,25-Mar-2016 17:18:18.667,37.58310407,55.8485483,1.0,11.0,148.0,0.0,0.78808594,9.644348,0.97566223,0.010227845,1150.0,0.0,0.010227845050394535,-,3.5999999046325684,-5.441156681627035E-4
Fri Mar 25 17:18:26 GMT+03:00 2016,25-Mar-2016 17:18:18.767,37.58310419,55.84854855,1.0,10.0,148.0,0.0,0.71131897,9.5742035,0.906662,0.002007842,1150.0,0.0,0.0020078420639038086,-,3.5999999046325684,-0.007577779237180948
Fri Mar 25 17:18:26 GMT+03:00 2016,25-Mar-2016 17:18:18.867,37.58310419,55.84854855,1.0,10.0,148.0,0.0,0.61938477,9.67865,0.47891235,0.008833349,1150.0,0.0,0.008833348751068115,-,3.5999999046325684,-0.05118120461702347
Fri Mar 25 17:18:26 GMT+03:00 2016,25-Mar-2016 17:18:18.967,37.58310419,55.84854855,1.0,10.0,148.0,0.0,0.4458313,9.522446,0.55496216,0.008198337,1150.0,0.0,0.008198336698114872,-,3.5999999046325684,-0.0434289313852787
