icm4n607_acc,iven_sense,2026-05-28_22-10-22.697_Active 10 Pro
imuTimestamp,accuracy(more=better),acc_x[m/s^2],acc_y[m/s^2],acc_z[m/s^2],utcTimestamp(millis)
885956456,3,-0.22500001,0.22095,9.760051,1779995428033
885956466,3,-0.22005,0.25905,9.727051,1779995428043
885956476,3,-0.201,0.22995001,9.729,1779995428053
885956486,3,-0.294,0.216,9.931951,1779995428064
885956496,3,-0.39195,-0.03195,9.86295,1779995428074
885956506,3,-0.50505,-0.372,9.7240505,1779995428084
885956516,3,-0.74895006,-0.83595,9.882001,1779995428094
885956526,3,-1.00695,-0.94395006,9.798,1779995428105
885956537,3,-1.6129501,0.060000002,9.834001,1779995428115
885956547,3,-2.19,1.4610001,9.910951,1779995428125
885956557,3,-2.3359501,2.38995,9.717,1779995428135
885956567,3,-2.367,2.8519502,9.868051,1779995428145
885956577,3,-2.1090002,2.56005,9.931951,1779995428155
885956587,3,-1.70895,1.485,9.741,1779995428165
885956597,3,-1.4140501,0.44595003,9.846001,1779995428175
885956607,3,-1.0390501,-0.19695,9.79605,1779995428185
885956617,3,-0.76305,-0.41505003,9.765,1779995428196
885956627,3,-0.58095,-0.28305,9.693001,1779995428205
885956637,3,-0.49500003,0.15900001,9.82905,1779995428215
885956647,3,-0.45000002,0.54405004,9.772051,1779995428225
885956657,3,-0.24105,0.53505003,9.753,1779995428235
885956668,3,-0.11895001,0.36195,9.765,1779995428246
885956678,3,-0.13395001,0.33600003,9.87495,1779995428256
885956688,3,-0.39000002,0.85995007,9.934951,1779995428266
885956698,3,-0.92100006,1.6999501,9.82695,1779995428276
885956708,3,-1.1850001,1.96395,9.6,1779995428286
885956718,3,-1.1200501,1.5880501,9.79605,1779995428296
885956728,3,-0.93105006,0.99705005,10.144951,1779995428306
885956738,3,-0.98100007,0.70695,9.83895,1779995428317
885956748,3,-1.18005,0.55095005,9.754951,1779995428326
885956758,3,-1.26405,0.61095005,9.79395,1779995428337
885956768,3,-1.23195,0.71400005,9.66195,1779995428346
885956778,3,-1.06305,0.75495005,9.82905,1779995428356
885956788,3,-0.924,0.786,9.85305,1779995428367
885956798,3,-0.85395,0.91995007,9.892051,1779995428376
885956809,3,-0.79005,0.98700005,9.87705,1779995428385
885956819,3,-0.88500005,1.02795,9.89595,1779995428397
