rot_vec,mtk,2026-05-28_22-10-22.697_Active 10 Pro
imuTimestamp,accuracy(more=better),x*sin(a/2)[],y*sin(a/2)[],z*sin(a/2)[],cos(a/2)[],heading_accuracy[rad]
885957866,3,0.067985,0.00773,-0.141525,0.987567,0.0
885957876,3,0.068784,0.006109,-0.146084,0.986858,0.0
885957886,3,0.069206,0.004355,-0.149551,0.986319,0.0
885957896,3,0.069195,0.002566,-0.15245,0.985882,0.0
885957906,3,0.068727,9.53E-4,-0.15465,0.985575,0.0
885957917,3,0.067815,-3.45E-4,-0.156006,0.985425,0.0
885957927,3,0.066515,-0.001428,-0.156918,0.985368,0.0
885957937,3,0.065144,-0.002309,-0.157374,0.985385,0.0
885957947,3,0.063602,-0.002899,-0.15739,0.985481,0.0
885957957,3,0.061989,-0.003282,-0.156684,0.985695,0.0
885957967,3,0.060479,-0.003495,-0.155639,0.985954,0.0
885957977,3,0.058631,-0.003051,-0.15464,0.986224,0.0
885957987,3,0.057029,-0.00229,-0.153665,0.986473,0.0
885957997,3,0.05545,-0.001687,-0.15269,0.986715,0.0
885958007,3,0.053787,-0.001189,-0.151694,0.986962,0.0
885958017,3,0.052257,-5.85E-4,-0.150527,0.987223,0.0
885958027,3,0.05082,-1.22E-4,-0.149734,0.987419,0.0
885958037,3,0.049398,3.86E-4,-0.149154,0.987579,0.0
885958048,3,0.048092,8.8E-4,-0.148637,0.987721,0.0
885958058,3,0.046746,0.00125,-0.148153,0.987858,0.0
885958068,3,0.045406,0.001633,-0.147361,0.988038,0.0
885958078,3,0.044237,0.002128,-0.146636,0.988198,0.0
885958088,3,0.043048,0.002592,-0.145866,0.988363,0.0
885958098,3,0.041972,0.003032,-0.145371,0.988481,0.0
885958108,3,0.040821,0.003349,-0.145068,0.988573,0.0
885958118,3,0.039743,0.003708,-0.144541,0.988693,0.0
885958128,3,0.038862,0.004,-0.144045,0.988799,0.0
885958138,3,0.037872,0.004314,-0.143632,0.988896,0.0
885958148,3,0.03692,0.004723,-0.143302,0.988978,0.0
885958158,3,0.036069,0.004931,-0.142997,0.989053,0.0
885958168,3,0.035193,0.005271,-0.14239,0.98917,0.0
885958178,3,0.034441,0.005489,-0.14189,0.989267,0.0
885958189,3,0.033609,0.005764,-0.141501,0.98935,0.0
885958199,3,0.032941,0.006003,-0.14099,0.989444,0.0
885958209,3,0.032174,0.006221,-0.140684,0.989511,0.0
885958219,3,0.031602,0.006421,-0.140281,0.989586,0.0
885958229,3,0.031106,0.006574,-0.14009,0.989628,0.0
885958239,3,0.030841,0.006512,-0.139745,0.989685,0.0
885958249,3,0.030857,0.006002,-0.139061,0.989784,0.0
885958259,3,0.031428,0.004821,-0.138203,0.989893,0.0
885958269,3,0.032554,0.003041,-0.136677,0.990075,0.0
885958279,3,0.034028,8.97E-4,-0.134332,0.990351,0.0
885958289,3,0.035456,-0.001274,-0.131213,0.990718,0.0
885958299,3,0.036487,-0.00318,-0.126732,0.99126,0.0
885958309,3,0.037272,-0.004766,-0.121932,0.991826,0.0
885958319,3,0.037904,-0.006014,-0.117303,0.992354,0.0
885958330,3,0.038314,-0.006925,-0.11226,0.992915,0.0
885958340,3,0.038625,-0.007631,-0.107244,0.993452,0.0
885958350,3,0.038871,-0.00812,-0.101826,0.994009,0.0
885958360,3,0.039089,-0.008494,-0.095943,0.994582,0.0
885958370,3,0.039304,-0.008703,-0.088637,0.99525,0.0
885958380,3,0.039525,-0.008849,-0.080991,0.995891,0.0
885958390,3,0.039862,-0.009268,-0.075026,0.996341,0.0
885958400,3,0.04029,-0.009976,-0.069509,0.996717,0.0
885958410,3,0.04069,-0.010769,-0.063989,0.997062,0.0
885958420,3,0.040935,-0.011516,-0.058152,0.997401,0.0
885958430,3,0.040932,-0.012087,-0.051816,0.997744,0.0
885958440,3,0.04094,-0.01182,-0.045404,0.998059,0.0
885958450,3,0.040734,-0.011554,-0.036834,0.998423,0.0
885958461,3,0.040573,-0.011181,-0.027651,0.998731,0.0
885958471,3,0.040323,-0.010751,-0.018163,0.998963,0.0
885958481,3,0.040031,-0.010459,-0.009288,0.9991,0.0
885958491,3,0.039592,-0.01039,-0.001867,0.99916,0.0
885958501,3,0.039032,-0.010235,0.005972,0.999167,0.0
885958511,3,0.038559,-0.009814,0.015588,0.999086,0.0
885958521,3,0.038278,-0.009332,0.02636,0.998875,0.0
885958531,3,0.037988,-0.008889,0.037737,0.998525,0.0
885958541,3,0.037568,-0.008357,0.049435,0.998035,0.0
885958551,3,0.037018,-0.007644,0.061244,0.997406,0.0
885958561,3,0.036466,-0.006866,0.07258,0.996672,0.0
885958571,3,0.035856,-0.00577,0.084479,0.995763,0.0
885958581,3,0.035406,-0.004785,0.095573,0.994781,0.0
885958591,3,0.03449,-0.003631,0.106727,0.993683,0.0
885958602,3,0.032565,-0.001375,0.117466,0.992541,0.0
885958612,3,0.031347,5.03E-4,0.126865,0.991424,0.0
885958622,3,0.030526,0.001945,0.136225,0.990205,0.0
885958632,3,0.030095,0.003295,0.144669,0.989016,0.0
885958642,3,0.029973,0.004923,0.153367,0.987702,0.0
885958652,3,0.02993,0.006572,0.161477,0.9864,0.0
885958662,3,0.030143,0.008172,0.16908,0.985107,0.0
885958672,3,0.030317,0.009611,0.176209,0.983838,0.0
