stk3a5x_ps,sensortek,2026-06-11_17-04-59.349_Active 10 Pro
imuTimestamp,accuracy(more=better),proximity_distance[cm]
2077231155,3,5.0
2077234004,3,0.0
2077234054,3,5.0
2077234264,3,0.0
2077234574,3,5.0
2077236684,3,0.0
2077236944,3,5.0
2077238544,3,0.0
2077238594,3,5.0
2077238904,3,0.0
2077240144,3,5.0
2077240304,3,0.0
2077357674,3,5.0
2077357724,3,0.0
2077363194,3,5.0
