timestamp_global[ms],timestampImu[ms],ang_vel_uncal_x[rad/s],ang_vel_uncal_y[rad/s],ang_vel_uncal_z[rad/s],acc_uncal_x[m/s^2],acc_uncal_y[m/s^2],acc_uncal_z[m/s^2],mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],ang_vel_drift_x[rad/s],ang_vel_drift_y[rad/s],ang_vel_drift_z[rad/s],acc_bias_x[m/s^2],acc_bias_y[m/s^2],acc_bias_z[m/s^2],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
270,2077231052,0.0224125,-0.032175,-0.015125,-0.80595005,2.4019501,9.489,-13.781251,6.2250004,-49.312504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,2077231062,0.010725,-0.0342375,-0.0171875,-0.82995003,2.3760002,9.493951,-13.781251,6.2250004,-49.312504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,2077231072,-0.0020625,-0.0331375,-0.016224999,-0.84195006,2.3779502,9.430051,-13.6125,6.1125,-49.518753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,2077231082,-0.0116875,-0.0257125,-0.0171875,-0.81795,2.3760002,9.448951,-13.6125,6.1125,-49.518753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,2077231092,-0.0213125,-0.012925,-0.0193875,-0.81795,2.38995,9.48495,-11.64375,6.4125004,-49.443752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,2077231102,-0.024475,-1.375E-4,-0.0193875,-0.78495,2.3779502,9.540001,-11.64375,6.4125004,-49.443752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,2077231112,-0.023375,0.01155,-0.016224999,-0.768,2.3760002,9.573001,-12.168751,6.43125,-48.937504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,2077231122,-0.0180125,0.018975,-0.0182875,-0.75600004,2.35905,9.636001,-12.168751,6.43125,-48.937504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,2077231132,-0.0105875,0.020075,-0.0182875,-0.77805007,2.35395,9.67905,-12.168751,6.43125,-48.937504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,2077231142,-0.0020625,0.020075,-0.0193875,-0.79905003,2.3490002,9.67905,-12.168751,6.43125,-48.937504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,2077231152,0.007425,0.017875,-0.0204875,-0.81405,2.3370001,9.636001,-11.212501,6.80625,-49.218754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,2077231162,0.0149875,0.014712499,-0.0193875,-0.804,2.35605,9.612,-11.212501,6.80625,-49.218754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,2077231173,0.01595,0.00935,-0.0171875,-0.82500005,2.3730001,9.56595,-10.575001,7.0125003,-49.031254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,2077231183,0.0138875,0.004125,-0.012925,-0.83295006,2.39205,9.54705,-10.575001,7.0125003,-49.031254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,2077231193,0.0116875,-1.375E-4,-0.0097624995,-0.82995003,2.4160502,9.51795,-12.375001,6.525,-49.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,2077231203,0.008525,-0.0023375,-0.0066,-0.81105006,2.4090002,9.516001,-12.375001,6.525,-49.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,2077231213,0.007425,-0.0023375,-0.0034375,-0.79905003,2.4139502,9.52995,-12.7875,6.43125,-49.312504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,2077231223,0.0064625,-0.0012375,-1.375E-4,-0.78705,2.4090002,9.552,-12.7875,6.43125,-49.312504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,2077231233,0.0031625,-1.375E-4,8.25E-4,-0.79395,2.40405,9.571051,-12.88125,6.3,-48.91875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,2077231243,0.0042625,0.001925,0.001925,-0.78195006,2.424,9.585,-12.88125,6.3,-48.91875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,2077231253,0.0053625,8.25E-4,0.003025,-0.78000003,2.4090002,9.573001,-12.01875,6.43125,-48.937504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,2077231263,0.007425,0.004125,-1.375E-4,-0.77805007,2.4,9.564,-12.01875,6.43125,-48.937504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
