stk3a5x_als,sensortek,2026-06-10_23-21-52.699_Active 10 Pro
imuTimestamp,accuracy(more=better),ambient_brightness[lux]
2013444242,3,0.0
2013444242,3,0.0
2013444417,3,0.0
2013444427,3,0.0
2013444437,3,0.0
2013444447,3,0.0
2013444457,3,0.0
2013444467,3,0.0
2013444477,3,0.0
2013444487,3,0.0
2013444497,3,0.0
2013444507,3,0.0
2013444517,3,0.0
2013444527,3,0.0
2013444537,3,0.0
2013444547,3,0.0
2013444556,3,0.0
2013444566,3,0.0
2013444576,3,0.0
2013444586,3,0.0
2013444596,3,0.0
2013444606,3,0.0
2013444616,3,0.0
2013444626,3,0.0
2013444636,3,0.0
2013444646,3,0.0
2013444656,3,0.0
2013444666,3,0.0
2013444676,3,0.0
2013444686,3,0.0
2013444696,3,0.0
2013444706,3,0.0
2013444716,3,0.0
2013444727,3,0.0
2013444737,3,0.0
2013444747,3,0.0
2013444757,3,0.0
2013444767,3,0.0
2013444777,3,0.0
2013444787,3,0.0
2013444797,3,0.0
2013444807,3,0.0
2013444817,3,0.0
2013444827,3,0.0
2013444837,3,0.0
2013444847,3,0.0
2013444857,3,0.0
2013444867,3,0.0
2013444877,3,0.0
2013444887,3,0.0
2013444897,3,0.0
2013444907,3,0.0
2013444917,3,0.0
2013444927,3,0.0
2013444937,3,0.0
2013444947,3,0.0
2013444957,3,0.0
2013444967,3,0.0
2013444977,3,0.0
2013444987,3,0.0
2013444997,3,0.0
2013445007,3,0.0
2013445017,3,0.0
2013445027,3,0.0
2013445037,3,0.0
2013445047,3,0.0
2013445057,3,0.0
2013445067,3,0.0
2013445077,3,0.0
2013445087,3,0.0
2013445097,3,0.0
2013445107,3,0.0
2013445117,3,0.0
2013445127,3,0.0
2013445137,3,0.0
2013445147,3,0.0
2013445157,3,0.0
2013445167,3,0.0
2013445177,3,0.0
2013445187,3,0.0
2013445197,3,0.0
2013445207,3,0.0
2013445217,3,0.0
2013445227,3,0.0
2013445237,3,0.0
2013445247,3,0.0
2013445257,3,0.0
2013445267,3,0.0
2013445277,3,0.0
2013445287,3,0.0
2013445297,3,0.0
2013445307,3,0.0
2013445317,3,0.0
2013445327,3,0.0
2013445337,3,0.0
2013445347,3,0.0
2013445357,3,0.0
2013445367,3,0.0
2013445377,3,0.0
2013445387,3,0.0
2013445397,3,0.0
2013445407,3,0.0
2013445417,3,0.0
2013445427,3,0.0
2013445437,3,0.0
2013445447,3,0.0
2013445457,3,0.0
2013445467,3,0.0
2013445477,3,0.0
2013445487,3,0.0
2013445497,3,0.0
2013445507,3,0.0
2013445517,3,0.0
2013445527,3,0.0
2013445537,3,0.0
2013445547,3,0.0
2013445557,3,0.0
2013445567,3,0.0
2013445577,3,0.0
2013445587,3,0.0
2013445597,3,0.0
2013445607,3,0.0
2013445617,3,0.0
2013445627,3,0.0
2013445637,3,0.0
2013445647,3,0.0
2013445657,3,0.0
2013445667,3,0.0
2013445677,3,0.0
2013445687,3,0.0
2013445697,3,0.0
2013445707,3,0.0
2013445717,3,0.0
2013445727,3,0.0
2013445737,3,0.0
2013445747,3,0.0
2013445757,3,0.0
2013445767,3,0.0
2013445777,3,0.0
2013445787,3,0.0
2013445797,3,0.0
2013445806,3,0.0
2013445817,3,0.0
2013445827,3,0.0
2013445837,3,0.0
2013445847,3,0.0
2013445857,3,0.0
2013445867,3,0.0
2013445877,3,0.0
2013445887,3,0.0
2013445897,3,0.0
2013445906,3,0.0
2013445917,3,0.0
2013445927,3,0.0
2013445936,3,0.0
2013445946,3,0.0
2013445956,3,0.0
2013445966,3,0.0
2013445976,3,0.0
2013445986,3,0.0
2013445996,3,0.0
2013446006,3,0.0
2013446016,3,0.0
2013446026,3,0.0
2013446036,3,0.0
2013446046,3,0.0
2013446056,3,0.0
2013446066,3,0.0
2013446076,3,0.0
2013446086,3,0.0
2013446097,3,0.0
2013446107,3,0.0
2013446117,3,0.0
2013446127,3,0.0
2013446137,3,0.0
2013446147,3,0.0
2013446157,3,0.0
2013446167,3,0.0
2013446177,3,0.0
2013446187,3,0.0
2013446196,3,0.0
2013446206,3,0.0
2013446216,3,0.0
2013446226,3,0.0
2013446236,3,0.0
2013446246,3,0.0
2013446256,3,0.0
2013446266,3,0.0
2013446276,3,0.0
2013446286,3,0.0
2013446296,3,0.0
2013446306,3,0.0
2013446316,3,0.0
2013446326,3,0.0
2013446336,3,0.0
2013446346,3,0.0
2013446356,3,0.0
2013446366,3,0.0
2013446376,3,0.0
2013446386,3,0.0
2013446396,3,0.0
2013446406,3,0.0
2013446416,3,0.0
2013446426,3,0.0
