stk3a5x_ps,sensortek,2026-06-10_23-21-52.699_Active 10 Pro
imuTimestamp,accuracy(more=better),proximity_distance[cm]
2013444417,3,5.0
2013512317,3,0.0
2013514947,3,5.0
2013515207,3,0.0
2013515307,3,5.0
2013640387,3,0.0
2013640437,3,5.0
