orientation,mtk,2026-06-10_23-21-52.699_Active 10 Pro
imuTimestamp,accuracy(more=better),azimuth[deg],pitch[deg],roll[deg]
2013444525,3,189.3686,-27.624487,-2.222436
2013444535,3,187.43974,-27.76688,-2.277442
2013444545,3,185.42825,-28.086878,-2.339491
2013444555,3,183.17374,-28.276585,-2.393621
2013444565,3,180.47113,-28.453533,-2.318851
2013444575,3,177.8214,-28.244083,-2.183205
2013444585,3,175.04782,-27.924047,-2.070827
2013444595,3,171.39964,-27.974731,-2.136285
2013444605,3,170.66014,-28.091433,-2.152653
2013444615,3,169.97787,-28.160465,-2.30788
2013444625,3,169.31792,-28.164122,-2.310078
2013444635,3,168.84654,-28.17024,-2.314079
2013444645,3,168.75551,-28.1741,-2.318758
2013444656,3,168.56244,-28.16577,-2.319984
2013444666,3,168.45837,-28.14703,-2.317934
2013444676,3,168.38078,-28.127014,-2.317217
2013444686,3,168.43288,-28.106964,-2.317344
2013444696,3,168.45706,-28.086102,-2.319803
2013444706,3,168.47672,-28.069656,-2.319074
2013444716,3,168.49252,-28.057411,-2.31828
2013444726,3,168.50479,-28.045515,-2.313546
2013444736,3,168.51385,-28.032501,-2.307617
2013444746,3,168.51611,-28.025928,-2.301698
2013444756,3,168.50905,-28.0174,-2.296093
2013444766,3,168.49657,-28.009104,-2.292399
2013444776,3,168.48366,-28.004301,-2.296057
2013444787,3,168.47137,-27.997053,-2.299767
2013444797,3,168.45688,-27.988594,-2.304008
2013444807,3,168.43933,-27.98121,-2.306585
2013444817,3,168.41837,-27.976816,-2.309771
2013444827,3,168.39594,-27.976328,-2.31382
2013444837,3,168.37619,-27.9819,-2.321169
2013444847,3,168.35776,-27.990053,-2.325579
2013444857,3,168.33842,-27.996426,-2.330696
2013444867,3,168.3164,-27.998936,-2.33097
2013444877,3,168.28717,-27.996418,-2.328869
2013444887,3,168.25285,-27.996416,-2.325877
2013444897,3,168.21893,-27.994034,-2.32214
2013444907,3,168.18735,-27.994452,-2.325972
2013444917,3,168.15666,-27.997572,-2.328565
2013444928,3,168.12502,-27.995834,-2.33237
2013444938,3,168.08961,-27.987984,-2.33183
2013444948,3,168.05614,-27.978718,-2.328112
2013444958,3,168.02878,-27.98253,-2.32909
2013444968,3,168.00916,-27.995367,-2.332262
2013444978,3,167.99652,-28.00917,-2.336268
2013444988,3,167.9936,-28.023556,-2.341156
2013444998,3,168.00664,-28.039852,-2.342925
2013445008,3,168.04955,-28.055574,-2.353053
2013445018,3,168.12488,-28.07043,-2.365449
2013445028,3,168.22299,-28.083763,-2.379096
2013445038,3,168.33264,-28.09811,-2.392862
2013445048,3,168.44183,-28.1057,-2.405778
2013445058,3,168.55124,-28.11623,-2.418329
2013445069,3,168.65402,-28.124237,-2.431252
2013445079,3,168.74,-28.125895,-2.433977
2013445089,3,168.80067,-28.130524,-2.43548
2013445099,3,168.83533,-28.147247,-2.432367
2013445109,3,168.85,-28.163921,-2.42904
2013445119,3,168.84653,-28.17122,-2.422017
2013445129,3,168.83539,-28.165665,-2.411146
2013445139,3,168.81166,-28.151323,-2.393009
2013445149,3,168.77441,-28.13677,-2.378355
