icm4n607_acc,iven_sense,2026-06-10_23-21-52.699_Active 10 Pro
imuTimestamp,accuracy(more=better),acc_x[m/s^2],acc_y[m/s^2],acc_z[m/s^2],utcTimestamp(millis)
2013444323,3,-0.39705002,4.61205,8.814,1781122915900
2013444333,3,-0.38295,4.6260004,8.809951,1781122915910
2013444343,3,-0.37305,4.62405,8.806951,1781122915920
2013444353,3,-0.38505003,4.6189504,8.802,1781122915930
2013444363,3,-0.36105,4.62405,8.812051,1781122915940
2013444374,3,-0.37095,4.629,8.818951,1781122915950
2013444384,3,-0.38505003,4.6309505,8.86005,1781122915960
2013444394,3,-0.39900002,4.6210504,8.857051,1781122915970
2013444404,3,-0.38295,4.6260004,8.86005,1781122915980
2013444414,3,-0.37995002,4.638,8.85495,1781122915990
2013444424,3,-0.37500003,4.62405,8.862,1781122916000
2013444434,3,-0.37995002,4.6140003,8.853001,1781122916010
2013444444,3,-0.38700002,4.59705,8.817,1781122916021
2013444454,3,-0.39000002,4.5810003,8.821051,1781122916030
2013444464,3,-0.37305,4.58505,8.818951,1781122916040
2013444474,3,-0.39000002,4.605,8.818951,1781122916050
2013444484,3,-0.402,4.617,8.830951,1781122916060
2013444494,3,-0.39705002,4.6189504,8.84805,1781122916070
2013444504,3,-0.402,4.617,8.829,1781122916080
2013444515,3,-0.39000002,4.59705,8.826,1781122916091
2013444525,3,-0.38505003,4.6069503,8.802,1781122916100
2013444535,3,-0.39495003,4.62405,8.781,1781122916111
2013444545,3,-0.40395,4.6600504,8.72805,1781122916122
2013444555,3,-0.41400003,4.6909504,8.71905,1781122916133
2013444565,3,-0.39900002,4.71,8.68995,1781122916142
2013444575,3,-0.37500003,4.6740003,8.70405,1781122916152
2013444585,3,-0.35595003,4.6260004,8.733001,1781122916163
2013444595,3,-0.36795002,4.6309505,8.71905,1781122916173
2013444605,3,-0.37095,4.6480503,8.70705,1781122916182
2013444615,3,-0.39705002,4.64295,8.673,1781122916194
2013444625,3,-0.40905002,4.66695,8.677951,1781122916203
2013444635,3,-0.41805002,4.6810503,8.677951,1781122916214
2013444645,3,-0.423,4.6860003,8.710951,1781122916224
2013444656,3,-0.40695003,4.64295,8.7640505,1781122916235
2013444666,3,-0.39000002,4.59705,8.793,1781122916244
2013444676,3,-0.39705002,4.59495,8.802,1781122916255
2013444686,3,-0.402,4.6000504,8.812051,1781122916264
2013444696,3,-0.41400003,4.59495,8.812051,1781122916275
2013444706,3,-0.39705002,4.61205,8.7949505,1781122916284
2013444716,3,-0.39495003,4.6069503,8.74005,1781122916294
2013444726,3,-0.37305,4.59495,8.71395,1781122916305
2013444736,3,-0.36600003,4.578,8.69505,1781122916314
2013444746,3,-0.36600003,4.6069503,8.677951,1781122916325
2013444756,3,-0.36795002,4.6069503,8.698951,1781122916334
2013444766,3,-0.37800002,4.605,8.69205,1781122916344
