location due to GPS and WiFi+Cell,2026-06-10_23-21-52.699_Active 10 Pro
time,provider,lat (deg),long (deg),has accuracy,accuracy (m),has altitude,altitude (m above sea level),has bearing,bearing (degrees),has speed,speed (m/s over ground),UTC,realtime
2013445007,network,55.5376549,37.5143285,1,1200.0,0,0.0,0,0.0,0,0.0,1781122915751,2013444394000000
2013445013,network,55.5376549,37.5143285,1,1204.319,0,0.0,0,0.0,0,0.0,1781122916586,2013445011909310
2013445492,gps,55.53621,37.51113833333333,1,4.1,1,181.0,1,316.28,1,0.7190669,1781122916786,2013445432522772
2013446212,gps,55.53621,37.511134999999996,1,2.2,1,179.0,1,313.17,1,0.435455,1781122917500,2013446148347387
2013446708,gps,55.53621499999999,37.511131666666664,1,2.0,1,179.0,1,308.61,1,0.46325,1781122918000,2013446649574849
2013447203,gps,55.53621499999999,37.51113333333333,1,1.8,1,178.4,1,276.61,1,0.7556122,1781122918500,2013447149898541
2013447717,gps,55.53621833333333,37.51113,1,1.7,1,178.2,1,266.3,1,0.38913,1781122919000,2013447648311695
2013448717,gps,55.53621666666666,37.51112666666667,1,1.7,1,178.5,1,221.48,1,0.28567085,1781122920000,2013448650300618
2013449705,gps,55.536213333333336,37.51113333333333,1,1.7,1,179.29999999999998,1,175.25,1,0.4009686,1781122921000,2013449649634157
2013450711,gps,55.53621,37.51114,1,1.6,1,179.79999999999998,1,169.27,1,0.46530887,1781122922000,2013450652143080
2013451713,gps,55.53620666666667,37.51114666666667,1,1.6,1,180.29999999999998,1,156.83,1,0.62178445,1781122923000,2013451649620387
2013452715,gps,55.536199999999994,37.51115166666667,1,1.6,1,180.79999999999998,1,157.62,1,0.63002,1781122924000,2013452652025234
2013453714,gps,55.536195,37.511163333333336,1,1.5,1,181.2,1,145.01,1,0.6784039,1781122925000,2013453650599080
2013454714,gps,55.536190000000005,37.51117,1,1.5,1,181.6,1,144.3,1,0.75355333,1781122926000,2013454649873311
2013455709,gps,55.53618333333334,37.511176666666664,1,1.5,1,181.7,1,168.2,1,0.6696536,1781122927000,2013455648670465
2013456712,gps,55.536178333333325,37.51117833333333,1,1.5,1,181.9,1,171.09,1,0.63774085,1781122928000,2013456652356926
2013457709,gps,55.53617666666667,37.51118666666667,1,1.6,1,182.2,1,132.4,1,0.6130342,1781122929000,2013457650610234
2013458710,gps,55.536178333333325,37.511203333333334,1,1.6,1,182.5,1,112.05,1,0.6557561,1781122930000,2013458650214465
2013459710,gps,55.53617666666667,37.511221666666664,1,1.5,1,182.7,1,109.64,1,0.8307617,1781122931000,2013459647890234
2013460713,gps,55.53617666666667,37.51123666666667,1,1.5,1,183.0,1,95.93,1,0.7417147,1781122932000,2013460652204926
2013461717,gps,55.536175,37.511248333333334,1,1.5,1,183.2,1,101.0,1,0.6413439,1781122933000,2013461650274850
2013462715,gps,55.53617333333333,37.51126,1,1.5,1,183.4,1,102.95,1,0.6202403,1781122934000,2013462651200696
2013463709,gps,55.53616999999999,37.511280000000006,1,1.4,1,183.7,1,100.15,1,0.67685974,1781122935000,2013463653491388
2013464705,gps,55.53616666666667,37.511293333333334,1,1.4,1,183.7,1,121.22,1,0.68766886,1781122936000,2013464652282157
2013465588,network,55.5353755,37.5129253,1,104.1,1,177.70001220703125,0,0.0,0,0.0,1781122936893,2013465536000000
2013465718,gps,55.536165,37.511305,1,1.4,1,183.7,1,92.72,1,0.7056842,1781122937000,2013465650229004
2013466710,gps,55.536165,37.51132166666666,1,1.4,1,183.9,1,91.68,1,0.7314203,1781122938000,2013466652011388
2013467707,gps,55.53616666666667,37.511335,1,1.3,1,184.0,1,84.11,1,0.750465,1781122939000,2013467652026773
2013468714,gps,55.53616999999999,37.51135,1,1.3,1,184.2,1,77.95,1,0.772598,1781122940000,2013468652164619
2013469709,gps,55.53617166666666,37.511365,1,1.3,1,184.29999999999998,1,79.26,1,0.78134835,1781122941000,2013469649270773
2013470714,gps,55.536175,37.51137833333333,1,1.4,1,184.29999999999998,1,76.19,1,0.79627526,1781122942000,2013470652184619
2013471706,gps,55.536178333333325,37.51139,1,1.4,1,184.4,1,74.67,1,0.80965805,1781122943000,2013471650822466
2013472708,gps,55.53618333333334,37.511403333333334,1,1.4,1,184.4,1,64.35,1,0.843115,1781122944000,2013472651572619
2013473706,gps,55.536186666666666,37.51141500000001,1,1.4,1,184.4,1,72.71,1,0.8194378,1781122945000,2013473651690235
2013474712,gps,55.536191666666674,37.511426666666665,1,1.4,1,184.4,1,57.04,1,0.8492917,1781122946000,2013474652745235
2013475710,gps,55.536195,37.511433333333336,1,1.4,1,184.29999999999998,1,59.29,1,0.843115,1781122947000,2013475650312927
2013476710,gps,55.536199999999994,37.51144,1,1.3,1,184.1,1,46.05,1,0.8266439,1781122948000,2013476650962850
2013477712,gps,55.53620166666666,37.511446666666664,1,1.3,1,183.79999999999998,1,49.49,1,0.8240703,1781122949000,2013477649593620
2013478710,gps,55.53620666666667,37.511451666666666,1,1.3,1,183.4,1,36.4,1,0.80245197,1781122950000,2013478651992697
2013479716,gps,55.53621666666666,37.511455,1,1.3,1,183.29999999999998,1,26.89,1,0.78855443,1781122951000,2013479651007697
2013480715,gps,55.536223333333325,37.51146166666667,1,1.3,1,183.1,1,34.47,1,0.7957606,1781122952000,2013480651568081
2013481715,gps,55.536233333333335,37.511465,1,1.3,1,182.9,1,23.75,1,0.8091433,1781122953000,2013481652881005
2013482713,gps,55.53624166666667,37.51146666666667,1,1.3,1,182.79999999999998,1,13.53,1,0.8014225,1781122954000,2013482648864697
2013483713,gps,55.53624833333333,37.51147,1,1.3,1,182.79999999999998,1,25.37,1,0.81480527,1781122955000,2013483651223082
2013484705,gps,55.536255,37.51146833333333,1,1.3,1,182.7,1,351.32,1,0.787525,1781122956000,2013484650326466
2013485640,network,55.535421,37.5129761,1,92.9,1,177.70001220703125,0,0.0,0,0.0,1781122937666,2013466309000000
2013485706,gps,55.53626166666666,37.51146833333333,1,1.3,1,182.7,1,3.31,1,0.77826,1781122957000,2013485646628928
2013486714,gps,55.536269999999995,37.51146666666667,1,1.4,1,182.6,1,10.13,1,0.78186303,1781122958000,2013486652522236
2013487712,gps,55.536278333333335,37.51146333333334,1,1.4,1,182.4,1,353.92,1,0.7859808,1781122959000,2013487651926851
2013488713,gps,55.53628833333334,37.51146000000001,1,1.4,1,182.29999999999998,1,349.63,1,0.8112022,1781122960000,2013488653163159
2013489716,gps,55.53629666666667,37.51145833333333,1,1.3,1,182.2,1,358.55,1,0.8173789,1781122961000,2013489652467774
2013490709,gps,55.53630499999999,37.511455,1,1.3,1,182.0,1,345.57,1,0.80708444,1781122962000,2013490650763774
2013491721,gps,55.536313333333325,37.511451666666666,1,1.3,1,181.9,1,344.71,1,0.806055,1781122963000,2013491652498467
2013492722,gps,55.536321666666666,37.51145333333333,1,1.3,1,181.9,1,2.4,1,0.8086286,1781122964000,2013492656607159
2013493716,gps,55.53632833333333,37.511451666666666,1,1.3,1,181.79999999999998,1,353.73,1,0.806055,1781122965000,2013493653925236
2013494710,gps,55.536334999999994,37.511449999999996,1,1.3,1,181.79999999999998,1,351.52,1,0.824585,1781122966000,2013494651168390
2013495704,gps,55.53634333333333,37.511446666666664,1,1.3,1,181.79999999999998,1,352.45,1,0.83642364,1781122967000,2013495649966852
2013496716,gps,55.53635166666666,37.511445,1,1.4,1,181.79999999999998,1,352.14,1,0.8436297,1781122968000,2013496651533929
2013497709,gps,55.53636166666667,37.51144,1,1.4,1,181.7,1,349.81,1,0.8559831,1781122969000,2013497651701621
2013498704,gps,55.536371666666675,37.511435,1,1.4,1,181.6,1,338.65,1,0.8477475,1781122970000,2013498648221006
2013499709,gps,55.53637666666667,37.511428333333335,1,1.4,1,181.5,1,342.59,1,0.82715863,1781122971000,2013499650217236
2013500716,gps,55.53638333333333,37.511430000000004,1,1.4,1,181.6,1,355.3,1,0.79627526,1781122972000,2013500650624698
2013501711,gps,55.53639,37.511430000000004,1,1.4,1,181.6,1,359.12,1,0.7921575,1781122973000,2013501651207467
2013502716,gps,55.53639833333333,37.51143166666667,1,1.4,1,181.6,1,14.4,1,0.7576711,1781122974000,2013502652440390
2013503705,gps,55.536404999999995,37.51143166666667,1,1.4,1,181.6,1,4.68,1,0.7473767,1781122975000,2013503650288314
2013504711,gps,55.536411666666666,37.511433333333336,1,1.4,1,181.6,1,6.61,1,0.74017054,1781122976000,2013504651795698
2013505648,network,55.5370588,37.5111334,1,121.755,1,186.60000610351562,0,0.0,0,0.0,1781122969974,2013498617000000
2013505701,gps,55.53641833333333,37.511435,1,1.5,1,181.6,1,9.08,1,0.7339939,1781122977000,2013505645764083
2013506710,gps,55.536424999999994,37.511433333333336,1,1.4,1,181.6,1,356.27,1,0.7252436,1781122978000,2013506649436083
2013507714,gps,55.53643166666667,37.51143666666667,1,1.5,1,181.6,1,4.73,1,0.71031666,1781122979000,2013507650124622
