icm4n607_gyro,iven_sense,2026-06-10_23-21-52.699_Active 10 Pro
imuTimestamp,accuracy(more=better),ang_vel_x[rad/s],ang_vel_y[rad/s],ang_vel_z[rad/s]
2013444384,3,-0.0015125,0.0114124995,0.0196625
2013444394,3,-0.0037125,0.00935,0.021724999
2013444404,3,-0.0026125,0.00825,0.0248875
2013444414,3,-0.0015125,0.00715,0.0270875
2013444424,3,0.00275,0.0028875,0.02915
2013444434,3,0.009075,0.0028875,0.0281875
2013444444,3,0.0176,0.0039875,0.0270875
2013444454,3,0.0229625,0.0061875,0.0259875
2013444464,3,0.026124999,0.01045,0.023924999
2013444474,3,0.026124999,0.013612499,0.022824999
2013444484,3,0.026124999,0.013612499,0.020624999
2013444494,3,0.026124999,0.0114124995,0.0196625
2013444504,3,0.028324999,0.00825,0.0185625
2013444515,3,0.029424999,0.00715,0.0163625
2013444525,3,0.0314875,0.00715,0.0143
2013444535,3,0.034649998,0.00935,0.0121
2013444545,3,0.034649998,0.0125124995,0.0111375
2013444555,3,0.03575,0.013612499,0.0132
2013444565,3,0.034649998,0.013612499,0.0163625
2013444575,3,0.0303875,0.015675,0.0174625
2013444585,3,0.0251625,0.014712499,0.0163625
2013444595,3,0.0229625,0.014712499,0.0100375
2013444605,3,0.0229625,0.014712499,0.006875
2013444615,3,0.0209,0.018975,0.0015125
2013444625,3,0.0187,0.0232375,0.0015125
2013444635,3,0.0155375,0.0264,0.0015125
2013444645,3,0.0081124995,0.0264,0.004675
2013444656,3,5.5E-4,0.0232375,0.003575
2013444666,3,-0.005775,0.0199375,0.003575
2013444676,3,-0.006875,0.016775,-6.875E-4
2013444686,3,-0.005775,0.0125124995,-6.875E-4
2013444696,3,0.00165,0.00935,-6.875E-4
2013444706,3,0.0081124995,0.0039875,4.125E-4
2013444716,3,0.0166375,0.0050875,-6.875E-4
2013444726,3,0.0229625,0.00715,-0.00165
2013444736,3,0.0251625,0.0114124995,-0.00385
2013444746,3,0.0251625,0.018975,-0.00495
2013444756,3,0.0198,0.0253,-0.00165
2013444766,3,0.0155375,0.0264,-0.00385
2013444776,3,0.0133375,0.0275,-0.00495
2013444787,3,0.0070125,0.0264,-0.00385
2013444797,3,0.00165,0.0210375,-0.0070125
2013444807,3,-0.004675,0.014712499,-0.011275
2013444817,3,-0.0111375,0.00935,-0.0166375
2013444827,3,-0.0165,0.0039875,-0.0187
2013444837,3,-0.0207625,8.25E-4,-0.0198
2013444847,3,-0.0259875,-2.75E-4,-0.0187
2013444857,3,-0.03025,-0.0045375,-0.0155375
2013444867,3,-0.0356125,-0.0119624995,-0.011275
2013444877,3,-0.038775,-0.02255,-0.011275
2013444887,3,-0.042075,-0.02475,-0.011275
2013444897,3,-0.0441375,-0.0204875,-0.010175
2013444907,3,-0.0441375,-0.013062499,-0.0092124995
2013444917,3,-0.0441375,-0.0045375,-0.0070125
2013444928,3,-0.040975,0.001925,-0.00275
2013444938,3,-0.0367125,0.0061875,4.125E-4
2013444948,3,-0.032449998,0.00715,0.0026125
2013444958,3,-0.0259875,0.00825,0.004675
2013444968,3,-0.022824999,0.0039875,0.004675
2013444978,3,-0.0185625,-0.0023375,0.006875
2013444988,3,-0.0132,-0.0077,0.0111375
2013444998,3,-0.0089375,-0.014025,0.0111375
2013445008,3,-0.0037125,-0.0182875,0.0121
2013445018,3,-4.125E-4,-0.0204875,0.0132
2013445028,3,5.5E-4,-0.0204875,0.0143
2013445038,3,5.5E-4,-0.0215875,0.0111375
2013445048,3,-4.125E-4,-0.02365,0.0089375
2013445058,3,-0.0037125,-0.0279125,0.004675
2013445069,3,-0.006875,-0.031075,0.003575
2013445079,3,-0.0111375,-0.031075,0.003575
2013445089,3,-0.0154,-0.02365,0.005775
2013445099,3,-0.0165,-0.015125,0.004675
2013445109,3,-0.0154,-0.0023375,0.0089375
2013445119,3,-0.0111375,0.0039875,0.0121
2013445129,3,-0.006875,0.0039875,0.0121
2013445139,3,-0.0037125,0.001925,0.0100375
2013445149,3,0.0048125,8.25E-4,0.003575
2013445159,3,0.012375,-2.75E-4,4.125E-4
2013445169,3,0.0166375,0.0050875,4.125E-4
2013445179,3,0.0209,0.00715,0.005775
2013445189,3,0.0218625,0.0028875,0.0078375
2013445200,3,0.0176,-0.0023375,0.0089375
2013445210,3,0.0144375,-0.0066,0.003575
2013445220,3,0.011275,-0.0077,4.125E-4
2013445230,3,0.0081124995,-0.0045375,0.003575
2013445240,3,0.00275,-0.0034375,0.005775
2013445250,3,-0.0037125,-0.0055,0.0111375
2013445260,3,-0.007975,-0.0108624995,0.0143
2013445270,3,-0.0132,-0.017324999,0.0121
2013445280,3,-0.0132,-0.0204875,0.0089375
2013445290,3,-0.0132,-0.015125,0.005775
2013445300,3,-0.0132,-0.0034375,0.004675
2013445310,3,-0.0143,0.01045,0.0078375
2013445320,3,-0.0185625,0.014712499,0.0111375
2013445330,3,-0.0270875,0.0114124995,0.0143
2013445341,3,-0.0378125,8.25E-4,0.0143
2013445351,3,-0.0504625,-0.0097624995,0.0100375
2013445361,3,-0.06435,-0.0204875,0.005775
2013445371,3,-0.073975,-0.0268125,4.125E-4
2013445381,3,-0.082499996,-0.02475,-0.00495
2013445391,3,-0.092125,-0.016224999,-0.0092124995
2013445401,3,-0.09735,-0.0023375,-0.0081124995
2013445411,3,-0.1027125,0.01045,-0.0070125
2013445421,3,-0.1049125,0.0199375,-0.0092124995
2013445431,3,-0.105875,0.0275,-0.0144375
2013445441,3,-0.106975,0.0295625,-0.0209
2013445451,3,-0.106975,0.0264,-0.029424999
2013445461,3,-0.1123375,0.0199375,-0.03795
2013445472,3,-0.1208625,0.015675,-0.0496375
2013445482,3,-0.1368125,0.015675,-0.0570625
2013445492,3,-0.1601875,0.018975,-0.061325
2013445502,3,-0.1942875,0.0242,-0.0655875
2013445512,3,-0.2369125,0.0295625,-0.06875
2013445522,3,-0.2817375,0.032725,-0.0741125
2013445532,3,-0.3328875,0.032725,-0.077275
