location due to GPS and WiFi+Cell,2026-06-11_21-44-38.484_Active 10 Pro
time,provider,lat (deg),long (deg),has accuracy,accuracy (m),has altitude,altitude (m above sea level),has bearing,bearing (degrees),has speed,speed (m/s over ground),UTC,realtime
2094011179,network,55.5252488,37.510986,1,100.0,1,187.3000030517578,0,0.0,0,0.0,1781203482751,2094011176561816
2094011187,network,55.5256196,37.5104778,1,41.0808,1,182.10000610351562,0,0.0,0,0.0,1781203482759,2094011185051047
2094011398,gps,55.52559833333333,37.51036666666666,1,171.6,1,155.1,1,0.0,1,0.0,1781203482679,2094011331219663
2094011891,gps,55.525435,37.51077,1,8.6,1,224.7,1,30.86,1,2.217938,1781203483179,2094011829280047
2094012716,gps,55.52552333333333,37.510575,1,5.2,1,202.9,1,19.3,1,1.2698197,1781203484000,2094012651641817
2094013208,gps,55.52554166666667,37.51054166666667,1,4.4,1,200.29999999999998,1,25.37,1,1.1102558,1781203484500,2094013148126817
2094013710,gps,55.52554166666667,37.510545,1,4.0,1,196.9,1,21.89,1,0.9676778,1781203485000,2094013649288047
2094014709,gps,55.525543333333324,37.510553333333334,1,3.9,1,194.6,1,359.33,1,0.48075056,1781203486000,2094014649622740
2094015727,gps,55.52554,37.510549999999995,1,3.8,1,193.79999999999998,1,341.35,1,0.85083586,1781203487000,2094015649697817
2094016710,gps,55.52551333333334,37.51051833333334,1,3.0,1,189.7,1,321.88,1,0.36030555,1781203488000,2094016651308894
2094017717,gps,55.52552666666667,37.5105,1,2.8,1,186.9,1,319.58,1,0.29596528,1781203489000,2094017649608586
2094018711,gps,55.52551666666667,37.510508333333334,1,2.5,1,185.79999999999998,1,314.9,1,0.23316917,1781203490000,2094018651662201
2094019733,gps,55.52551833333334,37.510504999999995,1,2.4,1,186.2,1,321.03,1,0.24706666,1781203491000,2094019648523355
2094020721,gps,55.52552166666666,37.51051333333333,1,2.3,1,185.79999999999998,1,355.26,1,0.20588888,1781203492000,2094020651549817
2094021714,gps,55.525525,37.51052,1,2.3,1,185.9,1,22.55,1,0.11941556,1781203493000,2094021653927048
2094022708,gps,55.525525,37.51052,1,2.2,1,185.7,1,49.5,1,0.17346139,1781203494000,2094022648038740
2094023717,gps,55.52552666666667,37.51052666666667,1,2.1,1,186.0,1,89.91,1,0.53994364,1781203495000,2094023651910740
2094024714,gps,55.52552833333333,37.51052833333333,1,2.1,1,186.4,1,95.06,1,0.28103834,1781203496000,2094024652560894
2094025719,gps,55.525529999999996,37.51052166666667,1,2.0,1,187.1,1,356.3,1,0.18272638,1781203497000,2094025654384587
2094026721,gps,55.525529999999996,37.51049666666667,1,2.0,1,187.29999999999998,1,276.71,1,0.6933308,1781203498000,2094026650776587
2094027707,gps,55.525525,37.510485,1,2.0,1,186.9,1,271.96,1,0.6171519,1781203499000,2094027645802740
2094028719,gps,55.52552166666666,37.51048333333333,1,1.9,1,186.79999999999998,1,273.83,1,0.43699917,1781203500000,2094028652491356
2094029720,gps,55.52551666666667,37.510493333333336,1,1.9,1,186.79999999999998,1,167.32,1,0.26250833,1781203501000,2094029650421894
2094030720,gps,55.525515,37.51049833333333,1,1.9,1,186.7,1,145.44,1,0.2923622,1781203502000,2094030649753279
2094031200,network,55.5256196,37.5104778,1,69.085,1,182.10000610351562,0,0.0,0,0.0,1781203502762,2094031188500356
2094031721,gps,55.525511666666674,37.51049833333333,1,1.9,1,186.7,1,166.94,1,0.37471777,1781203503000,2094031654014202
2094032718,gps,55.52551333333334,37.51049666666667,1,1.9,1,186.79999999999998,1,1.18,1,0.37832084,1781203504000,2094032652198433
2094033709,gps,55.52551833333334,37.51049666666667,1,1.9,1,186.79999999999998,1,357.0,1,0.36287916,1781203505000,2094033650004049
2094034731,gps,55.52552166666666,37.510504999999995,1,1.9,1,186.79999999999998,1,30.13,1,0.37317362,1781203506000,2094034652224356
2094035725,gps,55.52552000000001,37.510511666666666,1,1.9,1,186.7,1,64.15,1,0.3778061,1781203507000,2094035652272049
2094036713,gps,55.52552166666666,37.51051,1,1.8,1,186.6,1,36.74,1,0.32787806,1781203508000,2094036652350203
2094037724,gps,55.52552166666666,37.51050333333333,1,1.8,1,186.6,1,253.81,1,0.32530445,1781203509000,2094037652136587
2094038713,gps,55.52552333333333,37.510495,1,1.9,1,186.6,1,317.15,1,0.31449527,1781203510000,2094038650149510
2094039720,gps,55.52552166666666,37.510493333333336,1,1.8,1,186.5,1,268.16,1,0.3036861,1781203511000,2094039648895049
2094040720,gps,55.52551833333334,37.51049666666667,1,1.8,1,186.4,1,159.21,1,0.28875917,1781203512000,2094040649542741
2094041719,gps,55.52552000000001,37.51050333333333,1,1.8,1,186.29999999999998,1,113.8,1,0.2877297,1781203513000,2094041648944587
2094042714,gps,55.52552000000001,37.5105,1,1.8,1,186.2,1,158.99,1,0.0,1781203514000,2094042652084895
2094043717,gps,55.52552000000001,37.51049833333333,1,1.8,1,186.29999999999998,1,285.08,1,0.0,1781203515000,2094043651050126
2094044719,gps,55.525529999999996,37.51049833333333,1,1.7,1,186.79999999999998,1,347.25,1,0.0,1781203516000,2094044651530126
2094045711,gps,55.52554,37.51050166666666,1,1.7,1,186.9,1,14.52,1,0.31706887,1781203517000,2094045650916588
2094046724,gps,55.52554666666666,37.51051333333333,1,1.7,1,187.1,1,92.14,1,0.42104277,1781203518000,2094046654355972
2094047727,gps,55.52554833333333,37.510525,1,1.7,1,187.29999999999998,1,97.5,1,0.41280723,1781203519000,2094047653244665
2094048724,gps,55.52555,37.51052333333334,1,1.6,1,187.5,1,163.41,1,0.0,1781203520000,2094048650926742
2094049720,gps,55.52554833333333,37.51051833333334,1,1.6,1,187.7,1,225.94,1,0.0,1781203521000,2094049651407049
2094050721,gps,55.52554833333333,37.51051833333334,1,1.6,1,187.7,1,225.94,1,0.0,1781203522000,2094050651758511
2094051202,network,55.5256196,37.5104778,1,97.0892,1,182.10000610351562,0,0.0,0,0.0,1781203522765,2094051191005203
2094051724,gps,55.52554833333333,37.51051833333334,1,1.6,1,187.7,1,225.94,1,0.0,1781203523000,2094051654496896
2094052739,gps,55.52554833333333,37.51051833333334,1,1.6,1,187.7,1,112.86,1,0.0,1781203524000,2094052651829511
2094053709,gps,55.52554833333333,37.51051833333334,1,1.6,1,187.7,1,112.86,1,0.0,1781203525000,2094053644327434
2094054721,gps,55.525543333333324,37.51051833333334,1,1.6,1,187.79999999999998,1,112.86,1,0.0,1781203526000,2094054653575665
2094055719,gps,55.525543333333324,37.510511666666666,1,1.6,1,187.9,1,229.09,1,0.4122925,1781203527000,2094055650840896
2094056715,gps,55.525543333333324,37.510504999999995,1,1.6,1,188.0,1,281.03,1,0.0,1781203528000,2094056651906127
2094057717,gps,55.525544999999994,37.510508333333334,1,1.6,1,188.1,1,357.59,1,0.0,1781203529000,2094057650334127
2094058725,gps,55.52554666666666,37.510515000000005,1,1.6,1,188.1,1,78.77,1,0.0,1781203530000,2094058652137819
2094059716,gps,55.52554666666666,37.510515000000005,1,1.6,1,188.1,1,78.77,1,0.0,1781203531000,2094059650952973
2094060722,gps,55.52554666666666,37.510515000000005,1,1.5,1,188.1,1,78.77,1,0.0,1781203532000,2094060650054819
2094061727,gps,55.52553666666666,37.5105,1,1.6,1,188.29999999999998,1,221.56,1,0.4071453,1781203533000,2094061652147973
2094062726,gps,55.525544999999994,37.51049666666667,1,1.6,1,188.2,1,318.92,1,0.41280723,1781203534000,2094062653582127
2094063713,gps,55.52554666666666,37.510506666666664,1,1.6,1,188.2,1,67.04,1,0.40148333,1781203535000,2094063650576896
2094064726,gps,55.52554833333333,37.510511666666666,1,1.6,1,188.2,1,96.56,1,0.0,1781203536000,2094064645684358
2094065706,gps,55.52554666666666,37.51051333333333,1,1.6,1,188.0,1,144.23,1,0.0,1781203537000,2094065646328974
2094066716,gps,55.52554833333333,37.510506666666664,1,1.6,1,188.1,1,287.81,1,0.0,1781203538000,2094066651394204
2094067721,gps,55.52555333333333,37.51049666666667,1,1.6,1,188.1,1,308.27,1,0.5579589,1781203539000,2094067655997512
2094068712,gps,55.52556333333334,37.5105,1,1.7,1,188.1,1,24.95,1,0.5903864,1781203540000,2094068650839666
2094069719,gps,55.52556833333333,37.51051666666667,1,1.7,1,187.9,1,72.03,1,0.6629622,1781203541000,2094069653503128
2094070725,gps,55.52556833333333,37.51051666666667,1,1.7,1,187.9,1,84.08,1,0.6253875,1781203542000,2094070648557820
2094071210,network,55.5256196,37.5104778,1,100.0,1,182.10000610351562,0,0.0,0,0.0,1781203542768,2094071194001512
2094071708,gps,55.52556833333333,37.51051666666667,1,1.7,1,187.9,1,94.6,1,0.62435806,1781203543000,2094071652162743
2094072721,gps,55.52556833333333,37.51051666666667,1,1.7,1,187.9,1,109.02,1,0.6253875,1781203544000,2094072651829512
2094073722,gps,55.52556833333333,37.51051666666667,1,1.7,1,187.9,1,109.02,1,0.0,1781203545000,2094073652998512
2094074719,gps,55.52556166666667,37.51053666666667,1,1.6,1,187.7,1,109.02,1,0.0,1781203546000,2094074654445513
2094075720,gps,55.52556166666667,37.51054666666666,1,1.6,1,187.6,1,94.65,1,0.64494693,1781203547000,2094075651687743
2094076717,gps,55.52556,37.51054833333333,1,1.6,1,187.5,1,101.89,1,0.55744416,1781203548000,2094076652197282
2094077716,gps,55.52556,37.51054666666666,1,1.6,1,187.5,1,99.06,1,0.48126528,1781203549000,2094077654272974
2094078696,gps,55.52556,37.51054833333333,1,1.6,1,187.5,1,98.21,1,0.4375139,1781203550000,2094078648056282
2094079707,gps,55.52555833333333,37.51054666666666,1,1.6,1,187.5,1,113.39,1,0.0,1781203551000,2094079652286821
