gravity,mtk,2026-06-11_17-50-21.438_Active 10 Pro
imuTimestamp,accuracy(more=better),grav_x[m/s^2],grav_y[m/s^2],grav_z[m/s^2]
2079953172,3,0.578694,3.60648,9.098944
2079953182,3,0.588698,3.546481,9.12394
2079953192,3,0.602227,3.516552,9.134633
2079953202,3,0.614287,3.500375,9.140043
2079953212,3,0.639422,3.503691,9.137048
2079953223,3,0.6532,3.52433,9.12813
2079953233,3,0.644808,3.558631,9.115408
2079953243,3,0.631014,3.578328,9.108664
2079953253,3,0.63014,3.57753,9.109037
2079953263,3,0.624081,3.586118,9.106078
2079953273,3,0.618081,3.573143,9.111586
2079953283,3,0.611377,3.570444,9.113096
2079953293,3,0.606598,3.586382,9.107157
2079953303,3,0.61241,3.601116,9.100951
2079953313,3,0.616463,3.619569,9.093354
2079953323,3,0.628793,3.632259,9.087447
2079953333,3,0.604963,3.634235,9.088274
2079953343,3,0.6037,3.634234,9.088356
2079953354,3,0.601207,3.634181,9.088535
2079953364,3,0.597537,3.634025,9.088826
2079953374,3,0.592716,3.633762,9.089226
2079953384,3,0.586772,3.6334,9.089725
2079953394,3,0.579694,3.632982,9.090307
2079953404,3,0.571473,3.632523,9.090963
2079953414,3,0.5621,3.63204,9.091681
2079953424,3,0.551589,3.631523,9.092463
2079953434,3,0.539984,3.630967,9.093307
2079953444,3,0.527316,3.630325,9.094229
2079953454,3,0.513625,3.629576,9.095228
2079953464,3,0.498963,3.628709,9.096312
2079953474,3,0.483324,3.627722,9.097472
2079953484,3,0.466742,3.626595,9.09872
2079953495,3,0.449254,3.625306,9.100056
2079953505,3,0.430902,3.623859,9.101478
2079953515,3,0.411764,3.622239,9.102989
2079953525,3,0.390614,3.62052,9.104642
2079953535,3,0.370064,3.618566,9.106317
2079953545,3,0.350093,3.616425,9.107996
2079953555,3,0.330697,3.614123,9.109674
2079953565,3,0.311849,3.611685,9.111347
2079953575,3,0.293541,3.609095,9.113023
2079953585,3,0.275777,3.606345,9.114707
2079953595,3,0.258593,3.603423,9.116407
2079953605,3,0.242018,3.600352,9.118114
2079953615,3,0.226089,3.597183,9.119813
2079953626,3,0.210798,3.593942,9.121492
2079953636,3,0.196096,3.590611,9.123164
2079953646,3,0.181942,3.587164,9.124844
2079953656,3,0.168329,3.583552,9.126551
2079953666,3,0.155302,3.579713,9.128313
2079953676,3,0.143023,3.57557,9.130161
2079953686,3,0.131665,3.57105,9.132124
2079953696,3,0.121446,3.566087,9.134226
2079953706,3,0.112674,3.560486,9.136544
2079953716,3,0.105781,3.553992,9.13917
2079953726,3,0.101205,3.546286,9.142216
2079953736,3,0.099399,3.537008,9.145798
2079953746,3,0.101067,3.525544,9.15011
2079953757,3,0.107166,3.511308,9.155303
2079953767,3,0.118322,3.494279,9.161306
2079953777,3,0.13504,3.47425,9.1681
2079953787,3,0.157771,3.450949,9.17567
2079953797,3,0.1867,3.424163,9.183979
2079953807,3,0.222197,3.392786,9.193248
2079953817,3,0.263558,3.357169,9.203318
2079953827,3,0.311161,3.316744,9.214209
2079953837,3,0.365641,3.270949,9.225878
2079953847,3,0.426255,3.220756,9.238003
2079953857,3,0.492669,3.16577,9.250612
2079953867,3,0.564889,3.105819,9.263609
2079953877,3,0.643005,3.040719,9.276858
2079953887,3,0.727129,2.970255,9.290205
2079953898,3,0.816932,2.894526,9.303479
2079953908,3,0.912355,2.813842,9.316379
2079953918,3,1.013384,2.728607,9.32852
2079953928,3,1.1207,2.639576,9.339274
2079953938,3,1.234527,2.547306,9.348118
2079953948,3,1.354393,2.452358,9.354582
2079953958,3,1.479877,2.355399,9.358103
2079953968,3,1.610668,2.256627,9.358355
2079953978,3,1.746331,2.156271,9.355056
2079953988,3,1.886901,2.054731,9.347734
2079953998,3,2.033133,1.952912,9.335671
2079954008,3,2.184802,1.852518,9.318169
