step_count,mtk,2026-06-11_17-50-21.438_Active 10 Pro
imuTimestamp,accuracy(more=better),unknown
2079953224,3,2317.0
2079986905,3,2327.0
2079991906,3,2334.0
2079996904,3,2342.0
2080001564,3,2348.0
2080030283,3,2358.0
2080035285,3,2366.0
2080040287,3,2373.0
2080045284,3,2379.0
2080072427,3,2389.0
2080077424,3,2398.0
2080082427,3,2406.0
2080086225,3,2410.0
