linear_acc,mtk,2026-06-11_17-50-21.438_Active 10 Pro
imuTimestamp,accuracy(more=better),acc_lin_x[m/s^2],acc_lin_y[m/s^2],acc_lin_z[m/s^2]
2079953192,3,-0.410241,-0.295772,0.160202
2079953202,3,-0.337833,-0.250345,0.13046
2079953212,3,-0.290952,-0.197019,0.102581
2079953223,3,-0.242721,-0.146378,0.059786
2079953233,3,-0.18709,-0.088946,0.037802
2079953243,3,-0.136456,-0.066498,-0.003402
2079953253,3,-0.106866,-0.06418,-0.027941
2079953263,3,-0.079875,-0.048023,-0.034295
2079953273,3,-0.060005,-0.043845,-0.009304
2079953283,3,-0.044173,-0.027861,0.017264
2079953293,3,-0.031508,-0.009073,0.009092
2079953303,3,-0.030633,0.007999,0.010782
2079953313,3,-0.026549,0.014316,-0.015312
2079953323,3,-0.030561,0.017264,-0.027895
2079953333,3,-0.028471,0.015854,-0.022828
2079953343,3,-0.02284,0.012683,-0.017368
2079953354,3,-0.0184,0.009955,-0.012043
2079953364,3,-0.014528,0.00707,-0.007081
2079953374,3,-0.011559,0.00457,-0.003302
2079953384,3,-0.008928,0.002634,-1.5E-4
2079953394,3,-0.00727,0.001469,0.00122
2079953404,3,-0.006007,4.09E-4,0.001295
2079953414,3,-0.004869,5.18E-4,0.001163
2079953424,3,-0.003832,9.25E-4,0.001123
2079953434,3,-0.002682,0.001442,8.98E-4
2079953444,3,-0.001763,0.001217,0.001293
2079953454,3,-0.001091,-1.74E-4,0.00129
2079953464,3,-2.98E-4,-0.001672,0.001415
2079953474,3,-6.21E-4,-0.003252,8.77E-4
2079953484,3,-0.001072,-0.004645,7.01E-4
2079953495,3,-0.001432,-0.005823,0.001071
2079953505,3,-0.002039,-0.006574,0.001688
2079953515,3,-0.002333,-0.007429,0.002882
2079953525,3,-0.00225,-0.008433,0.003392
2079953535,3,-0.002183,-0.009045,0.002968
2079953545,3,-0.002065,-0.009279,0.002885
2079953555,3,-0.001461,-0.008892,0.003458
2079953565,3,-2.11E-4,-0.008581,0.004042
2079953575,3,0.001299,-0.008589,0.004448
2079953585,3,0.003274,-0.008786,0.004772
2079953595,3,0.005236,-0.009327,0.004648
2079953605,3,0.006871,-0.009888,0.003846
2079953615,3,0.008369,-0.010017,0.002055
2079953626,3,0.008994,-0.009929,-1.44E-4
2079953636,3,0.008983,-0.01005,-0.002732
2079953646,3,0.008144,-0.009828,-0.005376
2079953656,3,0.006834,-0.009011,-0.008196
2079953666,3,0.004956,-0.007337,-0.011026
2079953676,3,0.004029,-0.005869,-0.013034
2079953686,3,0.002904,-0.005206,-0.014067
2079953696,3,0.002131,-0.005058,-0.013807
