timestamp_global[ms],timestampImu[ms],ang_vel_uncal_x[rad/s],ang_vel_uncal_y[rad/s],ang_vel_uncal_z[rad/s],acc_uncal_x[m/s^2],acc_uncal_y[m/s^2],acc_uncal_z[m/s^2],mfield_uncal_x[uT],mfield_uncal_y[uT],mfield_uncal_z[uT],ang_vel_drift_x[rad/s],ang_vel_drift_y[rad/s],ang_vel_drift_z[rad/s],acc_bias_x[m/s^2],acc_bias_y[m/s^2],acc_bias_z[m/s^2],mfield_bias_x[uT],mfield_bias_y[uT],mfield_bias_z[uT]
252,2079953122,0.026675,-0.029975,-0.0108624995,-0.58605003,3.62505,9.17595,2.1000001,-2.5875,-38.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2079953132,0.0202125,-0.0257125,-0.0119624995,-0.57900006,3.6450002,9.142051,4.51875,-2.1000001,-37.55625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,2079953142,0.009625,-0.012925,-0.015125,-0.57900006,3.6330001,9.142051,4.51875,-2.1000001,-37.55625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,2079953152,-0.006325,-0.0012375,-0.014025,-0.57600003,3.6420002,9.160951,5.1937504,-1.9875001,-37.443752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,2079953162,-0.0180125,0.0072875,-0.0119624995,-0.57405,3.6420002,9.19995,5.1937504,-1.9875001,-37.443752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,2079953172,-0.024475,0.01045,-0.0119624995,-0.588,3.6180003,9.252001,4.425,-2.2687502,-37.725002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,2079953182,-0.0265375,0.01045,-0.0119624995,-0.59805006,3.6010501,9.26895,4.425,-2.2687502,-37.725002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,2079953192,-0.0191125,0.0050875,-0.0119624995,-0.61200005,3.5730002,9.286051,5.7000003,-1.9875001,-37.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,2079953202,-0.007425,-0.0023375,-0.014025,-0.624,3.55605,9.288,5.7000003,-1.9875001,-37.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,2079953212,0.0031625,-0.0086624995,-0.016224999,-0.651,3.561,9.286051,4.1625004,-2.1750002,-37.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,2079953223,0.0138875,-0.014025,-0.0171875,-0.66300005,3.5749502,9.25695,4.1625004,-2.1750002,-37.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,2079953233,0.0235125,-0.014025,-0.016224999,-0.65295005,3.6109502,9.24495,2.9250002,-2.49375,-36.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,2079953243,0.0287375,-0.0108624995,-0.016224999,-0.63600004,3.6160502,9.20205,2.9250002,-2.49375,-36.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,2079953253,0.026675,-0.0034375,-0.014025,-0.63405,3.6010501,9.1710005,4.2000003,-2.3625002,-36.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,2079953263,0.01925,0.0072875,-0.014025,-0.62700003,3.6060002,9.15705,4.2000003,-2.3625002,-36.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,2079953273,0.0116875,0.01155,-0.014025,-0.62205005,3.5989501,9.18105,2.7562501,-2.775,-36.91875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,2079953283,0.009625,0.013612499,-0.0171875,-0.61695004,3.6090002,9.21195,2.7562501,-2.775,-36.91875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,2079953293,0.0127875,0.0083875,-0.0171875,-0.61200005,3.62505,9.20505,2.2125,-2.98125,-36.91875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,2079953303,0.01705,-1.375E-4,-0.0204875,-0.61995006,3.6450002,9.20895,2.2125,-2.98125,-36.91875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,2079953313,0.01925,-0.0044,-0.02255,-0.62205005,3.6540003,9.17805,2.5125,-2.7,-36.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,2079953323,0.0149875,-0.0044,-0.02255,-0.63405,3.66105,9.159,2.5125,-2.7,-36.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,2079953333,0.0053625,-0.0044,-0.02255,-0.63900006,3.66405,9.159,2.41875,-2.86875,-36.412502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,2079953343,-0.007425,-0.0044,-0.02255,-0.64095,3.66405,9.19305,2.41875,-2.86875,-36.412502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,2079953354,-0.0138875,-0.0066,-0.02145,-0.64395005,3.657,9.229051,2.3625002,-2.8875,-36.43125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,2079953364,-0.0180125,-0.0086624995,-0.0182875,-0.63195,3.63,9.255,2.3625002,-2.8875,-36.43125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,2079953374,-0.0180125,-0.0097624995,-0.016224999,-0.63600004,3.62295,9.247951,2.30625,-2.8875,-36.412502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,2079953384,-0.01705,-0.0108624995,-0.0204875,-0.62700003,3.62505,9.252001,2.30625,-2.8875,-36.412502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,2079953394,-0.0138875,-0.0097624995,-0.0257125,-0.64395005,3.6400502,9.20895,2.23125,-2.8875,-36.393753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,2079953404,-0.0127875,-0.0055,-0.0279125,-0.64605004,3.6349502,9.1710005,2.23125,-2.8875,-36.393753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,2079953414,-0.01595,0.001925,-0.029975,-0.64095,3.6709502,9.16395,2.15625,-2.8875,-36.393753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,2079953424,-0.0202125,0.0050875,-0.0290125,-0.63600004,3.6829503,9.166051,2.15625,-2.8875,-36.393753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,2079953434,-0.023375,0.003025,-0.0279125,-0.624,3.69,9.159,2.0812502,-2.90625,-36.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,2079953444,-0.0265375,0.001925,-0.0257125,-0.624,3.6660001,9.18105,2.0812502,-2.90625,-36.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,2079953454,-0.024475,-0.0034375,-0.0257125,-0.62700003,3.6210003,9.16905,2.0062501,-2.90625,-36.393753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,2079953464,-0.023375,-0.0077,-0.02475,-0.61695004,3.6060002,9.172951,2.0062501,-2.90625,-36.393753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,2079953474,-0.023375,-0.0108624995,-0.02475,-0.65295005,3.59205,9.150001,1.9125,-2.90625,-36.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,2079953484,-0.0265375,-0.015125,-0.02365,-0.66,3.58695,9.159,1.9125,-2.90625,-36.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,2079953495,-0.0298375,-0.0182875,-0.02255,-0.66,3.5850003,9.17805,1.81875,-2.9250002,-36.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,2079953505,-0.0298375,-0.0257125,-0.0204875,-0.67200005,3.59205,9.19005,1.81875,-2.9250002,-36.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
