location due to GPS and WiFi+Cell,2026-06-11_17-50-21.438_Active 10 Pro
time,provider,lat (deg),long (deg),has accuracy,accuracy (m),has altitude,altitude (m above sea level),has bearing,bearing (degrees),has speed,speed (m/s over ground),UTC,realtime
2079953244,network,55.6185893,37.5070263,1,11.453,1,289.70001220703125,0,0.0,0,0.0,1781189405716,2079934365000000
2079957326,gps,55.61875666666666,37.50722,1,8.7,1,228.6,1,0.0,1,0.0,1781189428614,2079957264918239
2079958327,gps,55.618266666666656,37.50711666666667,1,6.8,1,282.1,1,0.0,1,0.0,1781189429614,2079958266207393
2079959706,gps,55.61825,37.507115,1,5.7,1,277.3,1,348.03,1,0.5847244,1781189431000,2079959650456008
2079960713,gps,55.618375,37.50711833333333,1,4.3,1,275.6,1,353.23,1,0.57443,1781189432000,2079960646921009
2079961709,gps,55.61840666666667,37.507165,1,4.0,1,277.40000000000003,1,10.53,1,0.42052805,1781189433000,2079961647583162
2079962710,gps,55.618430000000004,37.50718666666667,1,3.6,1,279.8,1,16.64,1,0.35824665,1781189434000,2079962655643162
2079963710,gps,55.61843666666667,37.50718333333334,1,3.4,1,280.8,1,20.48,1,0.38398278,1781189435000,2079963652029932
2079964715,gps,55.61843666666667,37.50717833333333,1,3.3,1,279.90000000000003,1,8.95,1,0.39324778,1781189436000,2079964650867393
2079965720,gps,55.61844666666666,37.50716666666666,1,3.1,1,279.1,1,1.03,1,0.26353776,1781189437000,2079965651771086
2079966724,gps,55.61845666666667,37.50716166666667,1,3.0,1,278.90000000000003,1,31.31,1,0.36905584,1781189438000,2079966650124624
2079967717,gps,55.618471666666665,37.50714333333334,1,2.9,1,279.1,1,2.37,1,0.3005978,1781189439000,2079967649725932
2079968724,gps,55.61848333333334,37.50714333333334,1,2.8,1,279.3,1,359.15,1,0.31192166,1781189440000,2079968650884009
2079969723,gps,55.61849166666666,37.50713333333333,1,2.8,1,279.3,1,356.07,1,0.41383666,1781189441000,2079969649717624
2079970710,gps,55.618495,37.507128333333334,1,2.8,1,279.20000000000005,1,355.84,1,0.39067417,1781189442000,2079970649376624
2079971713,gps,55.6185,37.50711833333333,1,2.7,1,279.70000000000005,1,358.04,1,0.4122925,1781189443000,2079971649001548
2079972719,gps,55.61850666666666,37.50711,1,2.7,1,279.8,1,355.65,1,0.4009686,1781189444000,2079972650894163
2079973226,network,55.6186023,37.5070214,1,11.491,1,289.6000061035156,0,0.0,0,0.0,1781189429183,2079957832000000
2079973722,gps,55.61851333333334,37.507105,1,2.6,1,279.5,1,355.65,1,0.0,1781189445000,2079973651734240
2079974714,gps,55.618518333333334,37.50710166666667,1,2.6,1,279.20000000000005,1,3.45,1,0.34177557,1781189446000,2079974649351779
2079975711,gps,55.618516666666665,37.5071,1,2.6,1,279.0,1,3.45,1,0.0,1781189447000,2079975648952086
2079976711,gps,55.61852166666666,37.5071,1,2.6,1,279.20000000000005,1,3.45,1,0.0,1781189448000,2079976647473933
2079977721,gps,55.61852999999999,37.507095,1,2.6,1,279.3,1,357.3,1,0.37420306,1781189449000,2079977651341240
2079978714,gps,55.61854,37.50709333333334,1,2.5,1,280.0,1,1.62,1,0.38758582,1781189450000,2079978651200625
2079979709,gps,55.61854,37.50709833333334,1,2.6,1,279.70000000000005,1,1.62,1,0.0,1781189451000,2079979650576087
2079980712,gps,55.61854166666667,37.50709666666667,1,2.5,1,279.5,1,1.62,1,0.0,1781189452000,2079980648941933
2079981714,gps,55.61854833333334,37.50709666666667,1,2.6,1,279.6,1,1.62,1,0.0,1781189453000,2079981650415394
2079982718,gps,55.61855666666667,37.50709833333334,1,2.6,1,279.5,1,1.62,1,0.0,1781189454000,2079982650459394
2079983726,gps,55.618563333333334,37.50709666666667,1,2.6,1,279.40000000000003,1,1.62,1,0.0,1781189455000,2079983651113933
2079984712,gps,55.618565000000004,37.50709833333334,1,2.6,1,279.1,1,1.62,1,0.0,1781189456000,2079984651168625
2079985706,gps,55.61856666666666,37.50710166666667,1,2.6,1,278.70000000000005,1,1.62,1,0.0,1781189457000,2079985650312625
2079986716,gps,55.61856666666666,37.507095,1,2.6,1,278.70000000000005,1,1.62,1,0.0,1781189458000,2079986654384933
2079987707,gps,55.61857333333334,37.50709666666667,1,2.6,1,277.90000000000003,1,1.62,1,0.0,1781189459000,2079987648581856
2079988719,gps,55.61858833333334,37.50700500000001,1,2.5,1,279.3,1,1.62,1,0.0,1781189460001,2079988647266856
2079989721,gps,55.61862166666666,37.50696333333334,1,2.4,1,279.5,1,1.62,1,0.0,1781189461000,2079989648345549
2079990713,gps,55.61863333333334,37.50695333333333,1,2.4,1,279.5,1,1.62,1,0.0,1781189462000,2079990649625010
2079991719,gps,55.61864666666667,37.50694,1,2.3,1,279.6,1,1.62,1,0.0,1781189463000,2079991649113933
2079992721,gps,55.61866,37.506933333333336,1,2.3,1,279.6,1,1.62,1,0.0,1781189464001,2079992649368626
2079993707,gps,55.61867333333333,37.506925,1,2.3,1,279.70000000000005,1,1.62,1,0.0,1781189465001,2079993651151472
2079993925,network,55.6185534,37.5070271,1,15.022,1,284.70001220703125,0,0.0,0,0.0,1781189464573,2079993222000000
2079994719,gps,55.61868666666666,37.50692,1,2.3,1,279.70000000000005,1,1.62,1,0.0,1781189466001,2079994650382164
