gravity,mtk,2026-06-11_17-04-59.349_Active 10 Pro
imuTimestamp,accuracy(more=better),grav_x[m/s^2],grav_y[m/s^2],grav_z[m/s^2]
2077231162,3,0.784632,2.290296,9.501544
2077231173,3,0.817698,2.352169,9.485199
2077231183,3,0.826738,2.374524,9.478845
2077231193,3,0.826648,2.403333,9.471588
2077231203,3,0.808964,2.39931,9.474135
2077231213,3,0.795633,2.400295,9.475016
2077231223,3,0.782266,2.391535,9.478343
2077231233,3,0.787018,2.38245,9.480239
2077231243,3,0.774728,2.395974,9.477839
2077231253,3,0.772943,2.386705,9.480327
2077231263,3,0.771506,2.379854,9.482165
2077231273,3,0.770388,2.383276,9.481398
2077231283,3,0.76271,2.365026,9.486586
2077231293,3,0.76624,2.382551,9.481915
2077231303,3,0.778407,2.392263,9.478479
2077231314,3,0.805321,2.399584,9.474375
2077231324,3,0.80782,2.380883,9.47888
2077231334,3,0.776605,2.380283,9.481638
2077231344,3,0.774991,2.380259,9.481773
2077231354,3,0.771772,2.380186,9.482044
2077231364,3,0.766961,2.380075,9.482441
2077231374,3,0.760591,2.379961,9.482947
2077231384,3,0.75272,2.379879,9.483546
2077231394,3,0.743409,2.379845,9.484224
2077231404,3,0.732688,2.379875,9.48497
2077231414,3,0.720586,2.37996,9.485782
2077231424,3,0.707103,2.380095,9.486657
2077231434,3,0.692255,2.380275,9.487593
2077231445,3,0.676052,2.380482,9.488587
2077231455,3,0.658515,2.380692,9.489641
2077231465,3,0.639667,2.380902,9.490754
2077231475,3,0.619498,2.38115,9.491909
2077231485,3,0.59799,2.381443,9.493104
2077231495,3,0.575163,2.381778,9.494333
2077231505,3,0.551069,2.38215,9.495595
2077231515,3,0.525741,2.382557,9.496885
2077231525,3,0.497586,2.383006,9.498333
2077231535,3,0.469937,2.383474,9.499668
2077231545,3,0.442821,2.384053,9.500869
2077231555,3,0.416254,2.384785,9.50193
2077231565,3,0.390232,2.38568,9.502851
2077231576,3,0.364767,2.386698,9.503649
2077231586,3,0.339838,2.387742,9.504353
2077231596,3,0.315426,2.388728,9.504991
2077231606,3,0.291504,2.389629,9.505571
2077231616,3,0.268042,2.390458,9.5061
2077231626,3,0.24505,2.391218,9.506575
2077231636,3,0.222499,2.391918,9.506998
2077231646,3,0.200365,2.392589,9.507363
2077231656,3,0.178622,2.39326,9.507668
2077231666,3,0.157239,2.39395,9.507909
2077231676,3,0.136261,2.394601,9.508101
2077231686,3,0.115746,2.395188,9.508255
2077231696,3,0.095739,2.395697,9.508376
2077231706,3,0.076215,2.396111,9.508474
2077231717,3,0.05717,2.396429,9.50855
2077231727,3,0.038596,2.396692,9.508599
2077231737,3,0.020472,2.396943,9.508613
2077231747,3,0.00279,2.397183,9.508596
2077231757,3,-0.014447,2.397429,9.508547
2077231767,3,-0.031272,2.397675,9.508468
2077231777,3,-0.047739,2.397941,9.508354
2077231787,3,-0.063916,2.398289,9.508195
2077231797,3,-0.079858,2.398766,9.507975
2077231807,3,-0.095603,2.399368,9.507696
2077231817,3,-0.111165,2.400095,9.507362
2077231827,3,-0.126532,2.400888,9.506987
2077231837,3,-0.141676,2.401661,9.506592
2077231848,3,-0.156538,2.40233,9.506204
2077231858,3,-0.17109,2.402832,9.505837
2077231868,3,-0.185326,2.40312,9.505507
2077231878,3,-0.199331,2.403201,9.50521
2077231888,3,-0.213179,2.403153,9.504925
2077231898,3,-0.226961,2.403021,9.504641
2077231908,3,-0.240671,2.402882,9.504336
2077231918,3,-0.254301,2.402776,9.504007
2077231928,3,-0.267847,2.402727,9.503645
2077231938,3,-0.281293,2.402701,9.503262
2077231948,3,-0.294669,2.402688,9.502863
2077231958,3,-0.307964,2.402687,9.502445
2077231968,3,-0.321112,2.402717,9.502008
2077231979,3,-0.334074,2.402773,9.501558
2077231989,3,-0.346848,2.402862,9.501089
2077231999,3,-0.359412,2.402957,9.500608
2077232009,3,-0.37174,2.403062,9.50012
2077232019,3,-0.383821,2.403145,9.49963
2077232029,3,-0.395683,2.403253,9.499128
2077232039,3,-0.407321,2.403463,9.498592
2077232049,3,-0.418793,2.403792,9.498022
2077232059,3,-0.430078,2.404278,9.497405
2077232069,3,-0.441154,2.404907,9.49675
2077232079,3,-0.451945,2.405676,9.496058
2077232089,3,-0.462408,2.406533,9.49535
2077232099,3,-0.472511,2.407499,9.494617
2077232110,3,-0.482278,2.408509,9.493878
2077232120,3,-0.491685,2.4095,9.493154
2077232130,3,-0.500595,2.41035,9.492481
2077232140,3,-0.508791,2.411067,9.491877
2077232150,3,-0.515944,2.412483,9.491145
2077232160,3,-0.521939,2.415089,9.49017
2077232170,3,-0.526813,2.418698,9.48899
2077232180,3,-0.5306,2.424839,9.487197
2077232190,3,-0.533329,2.434259,9.484568
2077232200,3,-0.535157,2.447708,9.480853
2077232210,3,-0.536463,2.465848,9.475801
2077232220,3,-0.537784,2.489326,9.469131
2077232230,3,-0.539392,2.518768,9.460558
2077232240,3,-0.541295,2.554777,9.449791
2077232251,3,-0.543274,2.598014,9.436506
2077232261,3,-0.545053,2.649156,9.420343
2077232271,3,-0.546114,2.708951,9.400886
2077232281,3,-0.545641,2.778112,9.377703
2077232291,3,-0.542468,2.85723,9.350364
2077232301,3,-0.535082,2.946842,9.318404
2077232311,3,-0.522378,3.047609,9.281201
2077232321,3,-0.503653,3.160307,9.237949
2077232331,3,-0.478334,3.285752,9.1877
2077232341,3,-0.445737,3.424584,9.129419
2077232351,3,-0.404953,3.576403,9.062231
2077232361,3,-0.354976,3.741017,8.985086
2077232371,3,-0.294951,3.918811,8.896655
2077232382,3,-0.226781,4.108304,8.796308
2077232392,3,-0.147108,4.30855,8.682734
2077232402,3,-0.056515,4.517808,8.555758
2077232412,3,0.046341,4.734903,8.414411
2077232422,3,0.162252,4.958765,8.257636
2077232432,3,0.291419,5.18813,8.084545
2077232442,3,0.433047,5.421519,7.894741
2077232452,3,0.585511,5.657614,7.68796
2077232462,3,0.746847,5.895197,7.463986
2077232472,3,0.914737,6.133094,7.222654
2077232482,3,1.086374,6.370191,6.963942
2077232492,3,1.258642,6.605473,6.687865
2077232502,3,1.428153,6.837922,6.394451
2077232513,3,1.592006,7.066379,6.083949
2077232523,3,1.747639,7.289492,5.757034
2077232533,3,1.89269,7.50581,5.414643
2077232543,3,2.024533,7.713921,5.058136
2077232553,3,2.140242,7.912584,4.68939
2077232563,3,2.237452,8.100604,4.310986
2077232573,3,2.314797,8.276858,3.926004
2077232583,3,2.373867,8.440542,3.537174
2077232593,3,2.410223,8.591375,3.14707
2077232603,3,2.423013,8.730062,2.757541
2077232613,3,2.410254,8.856742,2.371412
2077232623,3,2.370731,8.971827,1.993775
2077232633,3,2.306859,9.075388,1.626967
2077232644,3,2.221047,9.167836,1.271832
2077232654,3,2.114611,9.249778,0.930151
2077232664,3,1.988095,9.321967,0.604973
2077232674,3,1.844835,9.385015,0.299094
2077232684,3,1.688613,9.439562,0.014955
2077232694,3,1.523159,9.486261,-0.245416
2077232704,3,1.352383,9.525759,-0.480382
2077232714,3,1.180222,9.558741,-0.688815
2077232724,3,1.010446,9.585928,-0.870216
2077232734,3,0.846159,9.608041,-1.024688
2077232744,3,0.690095,9.625704,-1.153333
2077232754,3,0.544519,9.639515,-1.258111
2077232764,3,0.411156,9.650134,-1.341765
2077232774,3,0.290952,9.658277,-1.407301
2077232785,3,0.184655,9.66454,-1.457296
2077232795,3,0.093844,9.66929,-1.493256
2077232805,3,0.020568,9.672786,-1.516751
2077232815,3,-0.033811,9.675337,-1.52939
2077232825,3,-0.068198,9.67692,-1.534922
2077232835,3,-0.084962,9.678034,-1.534517
2077232845,3,-0.085763,9.679079,-1.528335
2077232855,3,-0.07047,9.680097,-1.517526
2077232865,3,-0.037939,9.680839,-1.504432
2077232875,3,0.008306,9.681293,-1.491117
2077232885,3,0.066956,9.68159,-1.476919
2077232895,3,0.137183,9.681123,-1.464861
2077232905,3,0.216447,9.679686,-1.456058
2077232916,3,0.302106,9.67708,-1.451487
2077232926,3,0.391745,9.673182,-1.451727
2077232936,3,0.483504,9.667958,-1.456913
2077232946,3,0.576049,9.661516,-1.466407
2077232956,3,0.669577,9.653831,-1.479344
2077232966,3,0.762744,9.645201,-1.494404
2077232976,3,0.854336,9.63595,-1.510157
2077232986,3,0.94319,9.626337,-1.525749
2077232996,3,1.028484,9.616488,-1.54094
2077233006,3,1.109514,9.606493,-1.55574
2077233016,3,1.185817,9.596468,-1.569971
2077233026,3,1.257397,9.586573,-1.583026
2077233036,3,1.324137,9.577037,-1.594145
2077233047,3,1.38625,9.567965,-1.602958
2077233057,3,1.444066,9.559316,-1.609698
2077233067,3,1.497956,9.550917,-1.615313
2077233077,3,1.550211,9.542387,-1.620965
2077233087,3,1.600862,9.533115,-1.630047
2077233097,3,1.649622,9.52334,-1.640952
2077233107,3,1.697555,9.513041,-1.652961
2077233117,3,1.745584,9.502371,-1.664429
2077233127,3,1.794143,9.49159,-1.673582
2077233137,3,1.843514,9.480891,-1.679058
2077233147,3,1.893863,9.470299,-1.680423
2077233157,3,1.944303,9.459962,-1.677439
2077233167,3,1.995745,9.449589,-1.67077
2077233177,3,2.04908,9.438862,-1.661174
2077233188,3,2.105007,9.42763,-1.648607
2077233283,3,2.159619,9.417165,-1.632592
2077233293,3,2.212999,9.40774,-1.611114
2077233303,3,2.265321,9.399151,-1.585138
2077233314,3,2.316377,9.391195,-1.556253
2077233324,3,2.366169,9.383653,-1.525974
2077233334,3,2.414204,9.37656,-1.494834
2077233344,3,2.460072,9.370081,-1.462174
2077233354,3,2.503094,9.364539,-1.426908
2077233364,3,2.542707,9.360231,-1.388108
2077233374,3,2.578036,9.357462,-1.345396
2077233384,3,2.608104,9.356386,-1.299506
2077233394,3,2.632244,9.35698,-1.251796
2077233404,3,2.650138,9.359064,-1.203745
2077233414,3,2.661788,9.362395,-1.1567
2077233424,3,2.667378,9.366802,-1.111356
2077233434,3,2.667094,9.372272,-1.067483
2077233444,3,2.661247,9.378799,-1.024816
2077233455,3,2.650152,9.386456,-0.982725
2077233465,3,2.63424,9.395269,-0.940581
2077233475,3,2.614214,9.405102,-0.898378
2077233485,3,2.595104,9.414473,-0.856181
2077233495,3,2.577797,9.422926,-0.815195
2077233505,3,2.562761,9.430479,-0.773905
2077233515,3,2.550386,9.43714,-0.730957
2077233525,3,2.54099,9.44287,-0.685527
2077233535,3,2.534849,9.447556,-0.637908
2077233545,3,2.532249,9.451021,-0.589134
2077233555,3,2.533701,9.453062,-0.540399
2077233565,3,2.539585,9.453558,-0.492103
2077233575,3,2.550154,9.452456,-0.44398
2077233586,3,2.565719,9.4497,-0.395307
2077233596,3,2.586142,9.445368,-0.345402
2077233606,3,2.611237,9.439571,-0.298079
2077233616,3,2.64003,9.432605,-0.253935
2077233626,3,2.672279,9.424505,-0.2156
2077233636,3,2.707226,9.415438,-0.185019
2077233646,3,2.743807,9.405653,-0.163077
2077233656,3,2.781006,9.395373,-0.150166
2077233666,3,2.817673,9.384822,-0.146862
2077233676,3,2.852531,9.374263,-0.153118
2077233686,3,2.884288,9.363977,-0.168765
2077233696,3,2.911937,9.354124,-0.194357
2077233706,3,2.934738,9.344843,-0.230187
2077233717,3,2.952325,9.336274,-0.275786
2077233727,3,2.964331,9.32869,-0.329731
2077233737,3,2.970638,9.322412,-0.389587
2077233747,3,2.970645,9.317938,-0.452647
2077233757,3,2.964069,9.315487,-0.517048
2077233767,3,2.951026,9.315031,-0.582339
2077233777,3,2.932148,9.316336,-0.648928
2077233787,3,2.908004,9.319185,-0.717608
2077233797,3,2.879233,9.323359,-0.789011
2077233807,3,2.84609,9.328699,-0.859509
2077233817,3,2.810039,9.335004,-0.927065
2077233827,3,2.771747,9.341978,-0.990393
2077233837,3,2.732032,9.349497,-1.047476
2077233848,3,2.691712,9.357341,-1.097859
2077233858,3,2.65112,9.365349,-1.142047
2077233868,3,2.610617,9.373427,-1.180115
2077233878,3,2.570578,9.381453,-1.212753
2077233888,3,2.531296,9.389302,-1.240886
2077233898,3,2.492817,9.396994,-1.264838
2077233908,3,2.454896,9.404619,-1.284971
2077233918,3,2.415191,9.413168,-1.298956
2077233928,3,2.37355,9.422582,-1.307637
2077233938,3,2.329861,9.432667,-1.312444
2077233948,3,2.285277,9.442308,-1.319094
2077233958,3,2.239272,9.451445,-1.328566
2077233968,3,2.190904,9.460292,-1.340474
2077233978,3,2.138949,9.46921,-1.353749
2077233989,3,2.082254,9.478568,-1.366977
2077233999,3,2.020115,9.488638,-1.378672
2077234009,3,1.951755,9.499632,-1.387432
2077234019,3,1.876028,9.511511,-1.393992
2077234029,3,1.791584,9.524462,-1.397142
2077234039,3,1.6979,9.538219,-1.397718
2077234049,3,1.594778,9.552523,-1.396169
2077234059,3,1.482438,9.567099,-1.392486
2077234069,3,1.361311,9.581665,-1.386908
2077234079,3,1.231926,9.595961,-1.379738
2077234089,3,1.095632,9.609679,-1.372085
2077234099,3,0.95284,9.622601,-1.364307
2077234109,3,0.804312,9.634408,-1.357137
2077234120,3,0.652856,9.64384,-1.354715
2077234130,3,0.498047,9.650809,-1.355852
2077234140,3,0.34157,9.654833,-1.363864
2077234150,3,0.182902,9.656426,-1.375753
2077234160,3,0.022439,9.655418,-1.391117
2077234170,3,-0.139173,9.651885,-1.408501
2077234180,3,-0.302096,9.645617,-1.427483
2077234190,3,-0.465562,9.636538,-1.44815
2077234200,3,-0.628839,9.624708,-1.470565
2077234210,3,-0.790454,9.610286,-1.494988
2077234220,3,-0.94851,9.593592,-1.521602
2077234230,3,-1.100757,9.575127,-1.550127
2077234240,3,-1.245339,9.555526,-1.579965
2077234251,3,-1.380556,9.535502,-1.610182
2077234261,3,-1.504219,9.515906,-1.639903
2077234271,3,-1.612462,9.497989,-1.66856
2077234281,3,-1.702462,9.482738,-1.694856
2077234291,3,-1.773986,9.470615,-1.716879
2077234301,3,-1.828908,9.461384,-1.733486
2077234311,3,-1.868278,9.454405,-1.74742
2077234321,3,-1.892399,9.450061,-1.756265
2077234331,3,-1.902539,9.447963,-1.761521
2077234341,3,-1.902459,9.448143,-1.760465
2077234351,3,-1.893814,9.450733,-1.751791
2077234361,3,-1.877491,9.455665,-1.736169
2077234371,3,-1.854551,9.462479,-1.71628
2077234382,3,-1.825342,9.471052,-1.69352
2077234392,3,-1.791183,9.481238,-1.668298
2077234402,3,-1.753374,9.49282,-1.64104
2077234412,3,-1.712465,9.505478,-1.613042
2077234422,3,-1.666362,9.518847,-1.588203
2077234432,3,-1.616089,9.532832,-1.565199
2077234442,3,-1.564053,9.546644,-1.545916
2077234452,3,-1.512081,9.559774,-1.530782
2077234462,3,-1.462769,9.571544,-1.520204
2077234472,3,-1.420986,9.580795,-1.514358
2077234482,3,-1.390618,9.586676,-1.513698
2077234492,3,-1.37378,9.588925,-1.518295
2077234502,3,-1.369696,9.587839,-1.528457
2077234512,3,-1.378097,9.584143,-1.540715
2077234523,3,-1.399401,9.577602,-1.556392
2077234533,3,-1.431827,9.568456,-1.575752
2077234543,3,-1.472786,9.557068,-1.598698
2077234553,3,-1.520125,9.543621,-1.625987
2077234563,3,-1.571924,9.528476,-1.657229
2077234573,3,-1.625367,9.512439,-1.69087
2077234583,3,-1.676022,9.496941,-1.724555
2077234593,3,-1.72105,9.483202,-1.755334
2077234603,3,-1.75906,9.471849,-1.781254
2077234613,3,-1.782516,9.463221,-1.808028
2077234623,3,-1.771789,9.45949,-1.836845
2077234633,3,-1.726936,9.45826,-1.86738
2077234643,3,-1.647349,9.45783,-1.895889
2077234654,3,-1.534494,9.456224,-1.921002
2077234664,3,-1.403891,9.452909,-1.945696
2077234674,3,-1.269255,9.449191,-1.971453
2077234684,3,-1.129182,9.445513,-1.996411
2077234694,3,-0.984016,9.442237,-2.020332
2077234704,3,-0.834804,9.439863,-2.043156
2077234714,3,-0.68352,9.438955,-2.06453
2077234724,3,-0.532322,9.440094,-2.083851
2077234734,3,-0.382624,9.4436,-2.100836
2077234744,3,-0.23477,9.449395,-2.115527
2077234754,3,-0.089158,9.457059,-2.128704
2077234764,3,0.05157,9.46629,-2.141086
2077234774,3,0.185512,9.476395,-2.153407
2077234785,3,0.310319,9.485459,-2.169624
2077234795,3,0.424194,9.492217,-2.192993
2077234805,3,0.526185,9.495853,-2.2263
2077234815,3,0.607899,9.495621,-2.264349
2077234825,3,0.64717,9.489037,-2.303175
2077234835,3,0.645739,9.478015,-2.345234
2077234845,3,0.606066,9.46453,-2.393011
2077234855,3,0.530771,9.450632,-2.447597
2077234865,3,0.436708,9.437016,-2.505453
2077234875,3,0.336635,9.421765,-2.566301
2077234885,3,0.235923,9.405729,-2.629869
2077234895,3,0.13868,9.388868,-2.696421
2077234905,3,0.048658,9.370784,-2.766371
2077234915,3,-0.032417,9.35066,-2.840588
2077234926,3,-0.105321,9.327504,-2.920444
2077234936,3,-0.169335,9.301088,-3.006004
2077234946,3,-0.222178,9.270939,-3.098394
2077234956,3,-0.264728,9.237716,-3.195761
2077234966,3,-0.296411,9.202181,-3.295945
2077234976,3,-0.318115,9.164856,-3.398053
2077234986,3,-0.331655,9.12678,-3.499328
2077234996,3,-0.337797,9.088359,-3.599234
2077235006,3,-0.336515,9.049997,-3.697104
2077235016,3,-0.326846,9.012342,-3.791627
2077235026,3,-0.309453,8.9759,-3.882016
2077235036,3,-0.286289,8.941078,-3.96756
2077235046,3,-0.260085,8.908189,-4.047579
2077235057,3,-0.231114,8.877501,-4.121705
2077235067,3,-0.199964,8.849322,-4.189446
2077235077,3,-0.164961,8.824621,-4.248873
2077235087,3,-0.132109,8.802259,-4.302048
2077235097,3,-0.104166,8.781966,-4.34926
2077235107,3,-0.082879,8.763888,-4.39023
2077235117,3,-0.067724,8.748517,-4.424283
2077235127,3,-0.05569,8.736359,-4.450793
2077235137,3,-0.046018,8.727381,-4.47012
2077235147,3,-0.041103,8.722179,-4.481084
2077235157,3,-0.040705,8.720545,-4.484458
2077235167,3,-0.04375,8.721882,-4.481675
2077235177,3,-0.04877,8.725771,-4.473687
2077235188,3,-0.054237,8.73184,-4.461302
2077235198,3,-0.05894,8.739912,-4.444874
2077235208,3,-0.062493,8.749737,-4.42491
2077235218,3,-0.065649,8.760756,-4.402559
2077235228,3,-0.068757,8.772736,-4.378271
2077235238,3,-0.07233,8.785031,-4.353361
2077235248,3,-0.075475,8.797252,-4.328628
2077235258,3,-0.078396,8.809207,-4.304418
2077235268,3,-0.081593,8.82058,-4.281323
2077235278,3,-0.085059,8.831002,-4.260105
2077235288,3,-0.08869,8.840208,-4.241344
2077235298,3,-0.092821,8.848493,-4.224427
2077235308,3,-0.096844,8.855735,-4.209614
2077235319,3,-0.100001,8.862071,-4.196622
2077235329,3,-0.102039,8.867627,-4.185198
2077235339,3,-0.103121,8.872408,-4.175343
2077235349,3,-0.10353,8.876358,-4.167173
2077235359,3,-0.103251,8.879389,-4.160884
2077235369,3,-0.102231,8.881551,-4.156392
2077235379,3,-0.100983,8.882994,-4.153388
2077235389,3,-0.100221,8.883766,-4.151775
2077235399,3,-0.10024,8.8838,-4.151703
2077235409,3,-0.101021,8.883165,-4.153041
