timestamp[ms],maxboottime[ms],wifinum,wifis[boottime[ms]-bssid-rssi[dbm]-ssid-frequency[mhz]]
1781186772711,2077301096,24,2077301096,98:3b:67:d6:fb:62,-91,MGTS_GPON_1C85,2462,2077301096,e4:ca:12:9a:c6:b3,-79,MGTS_GPON_C3CB,2462,2077301096,74:9d:79:4c:d4:d8,-98,Beeline_5G_1,5260,2077301096,40:3d:ec:33:8e:fc,-79,AKADO-8EF7,2412,2077301096,38:6b:1c:70:e3:8d,-78,WI-FI#178,2457,2077301096,80:26:89:19:3a:9a,-77,RT-WiFi_2.4GHz_3A97,2432,2077301096,14:2e:5e:a2:ab:e9,-96,MGTS_GPON5_EF0A,5180,2077301096,e4:47:b3:fe:8c:62,-79,MGTS_GPON_5B76,2447,2077301096,50:c7:bf:6c:a9:ec,-95,Restoran_private_5GHz,5180,2077301096,fc:ec:da:15:3c:75,-96,profa25,5805,2077301096,60:a4:b7:b9:c1:a0,-94,PROF-5,5180,2077301096,52:ff:20:84:2a:d9,-93,Khidorjev,5765,2077299696,62:a4:b7:d9:c1:9e,-92,,5180,2077301096,54:c2:50:ff:93:11,-78,MTS_GPON_ff9310,2427,2077301096,28:de:a8:6e:ad:2e,-80,MTS_GPON_44E6,2452,2077301096,54:c2:50:cb:cc:a2,-94,MTS_GPON5_cbcca0,5220,2077301096,28:6c:07:c5:ec:db,-87,Mi_220_5G,5785,2077301096,60:38:e0:bf:c1:5a,-93,Igor & Kate_5GHz,5805,2077300898,52:ff:20:f4:2a:d9,-92,,5765,2077301096,cc:ba:bd:b3:58:7f,-97,KEASA2,5180,2077301096,48:7a:ff:34:52:4e,-91,Kia_ERHI,5745,2077301096,dc:f8:b9:e1:45:23,-95,MGTS_GPON5_0133,5220,2077301096,80:26:89:19:3a:98,-96,RT-WiFi_5GHz_3A97,5260,2077301096,dc:f8:b9:e1:45:21,-82,MGTS_GPON_0133,2422
1781186774087,2077302477,20,2077302476,98:3b:67:d6:fb:61,-96,MGTS_GPON5_1C85,5220,2077302476,dc:62:79:7e:50:da,-78,DSZN_KF_FREE,2412,2077302476,e4:ca:12:9a:c6:b3,-72,MGTS_GPON_C3CB,2462,2077302477,50:ff:20:bc:0e:ef,-98,2kom-174,5280,2077301837,62:a4:b7:a9:c1:9e,-75,,2437,2077302476,44:f7:70:04:a5:42,-76,Bell,2437,2077302421,fe:ec:da:15:3c:75,-96,,5805,2077302476,5c:02:14:bc:03:6a,-89,Chicha WIFI 6,5180,2077302476,98:ba:5f:21:33:11,-91,MTS_GPON5_9426d8_EXT,5180,2077302476,60:a4:b7:b9:c1:a0,-92,PROF-5,5180,2077302476,ec:e3:34:1f:85:39,-84,Smartmi Air Purifier P1-1F8538,2412,2077301625,56:d9:e7:45:fa:4c,-77,,2412,2077302476,60:38:e0:bf:c1:5a,-85,Igor & Kate_5GHz,5805,2077302477,fc:ec:da:18:34:9a,-94,profa25,5765,2077302477,74:83:c2:95:a0:b7,-86,air2,5745,2077302476,60:38:e0:bf:c1:59,-88,Igor & Kate,2412,2077302477,76:83:c2:95:a0:b7,-90,air_tv,5745,2077302476,50:ff:20:de:e4:58,-91,Keenetic-5101,5260,2077302477,50:ff:20:4f:bf:9d,-86,Keenetic-4031,5765,2077302477,50:ff:20:de:e4:56,-69,Keenetic-5101,2452
1781186775617,2077304007,25,2077304007,26:18:d6:03:e7:a8,-86,MultiMedia 03-00,5745,2077304007,98:ba:5f:21:33:10,-79,MTS_GPON_9426d8_EXT,2422,2077304007,04:18:d6:03:e7:a8,-91,IMEMO_work,5745,2077304007,98:ba:5f:21:33:11,-90,MTS_GPON5_9426d8_EXT,5180,2077304007,28:6c:07:c5:ec:db,-89,Mi_220_5G,5785,2077304007,28:6c:07:c5:ec:da,-79,Mi_220,2412,2077304007,b4:b0:24:38:c5:5a,-98,Mnkxd,5220,2077303125,14:c2:4d:08:97:32,-97,,5180,2077304007,1c:ca:41:79:d5:45,-75,Beeline_2G_F16F96,2452,2077303127,62:02:14:bc:03:6a,-94,,5180,2077304007,e4:fa:c4:10:03:b9,-97,TP-Link_03B7_5G,5200,2077304007,48:22:54:0d:39:0b,-97,KEASA2,5180,2077304007,98:3b:67:d6:fb:61,-81,MGTS_GPON5_1C85,5220,2077304007,98:3b:67:d6:fb:62,-78,MGTS_GPON_1C85,2462,2077304007,28:de:a8:6c:fe:b6,-96,MTS_GPON5_FD27,5220,2077304007,60:a4:b7:b9:c1:9e,-76,PROF-2,2437,2077304007,54:c2:50:94:26:d9,-76,MTS_GPON_9426d8,2422,2077304007,5c:02:14:bc:03:6a,-92,Chicha WIFI 6,5180,2077304007,06:18:d6:03:e7:a8,-92,IMEMO,5745,2077304007,b8:59:c8:09:18:fd,-59,70mai_Pro Plus+_18fd,2412,2077304007,54:c2:50:94:26:da,-87,MTS_GPON5_9426d8,5180,2077303803,86:83:c2:95:a0:b7,-94,,5745,2077304007,16:18:d6:03:e7:a8,-91,MNG0,5745,2077304007,50:ff:20:de:e4:58,-92,Keenetic-5101,5260,2077304007,80:26:89:19:3a:98,-91,RT-WiFi_5GHz_3A97,5260
1781186777068,2077305457,16,2077305457,26:18:d6:03:e7:a8,-94,MultiMedia 03-00,5745,2077304600,36:18:d6:21:97:33,-95,,5180,2077304808,62:a4:b7:a9:c1:9e,-77,,2437,2077305457,14:2e:5e:a2:ab:e9,-96,MGTS_GPON5_EF0A,5180,2077305457,04:18:d6:03:e7:a8,-93,IMEMO_work,5745,2077305457,06:18:d6:03:e7:a8,-92,IMEMO,5745,2077305457,52:ff:20:84:2a:d9,-91,Khidorjev,5765,2077304612,62:a4:b7:d9:c1:9e,-87,,5180,2077305270,46:18:d6:03:e7:a8,-87,,5745,2077305457,10:a3:b8:5b:45:a2,-97,RT-5WiFi-45A0,5200,2077305457,54:c2:50:cb:cc:a2,-94,MTS_GPON5_cbcca0,5220,2077304832,04:18:d6:f8:e7:99,-73,,2437,2077305457,54:c2:50:94:26:da,-94,MTS_GPON5_9426d8,5180,2077305457,b4:b0:24:38:c5:5a,-88,Mnkxd,5220,2077305457,16:18:d6:03:e7:a8,-94,MNG0,5745,2077305457,e4:fa:c4:10:03:b9,-96,TP-Link_03B7_5G,5200
