linear_acc,mtk,2026-06-11_17-04-59.349_Active 10 Pro
imuTimestamp,accuracy(more=better),acc_lin_x[m/s^2],acc_lin_y[m/s^2],acc_lin_z[m/s^2]
2077233827,3,-0.08455,0.256862,0.048339
2077233837,3,-0.041688,0.163638,0.061123
2077233848,3,-0.006032,0.06614,0.079801
2077233858,3,0.019544,-0.01951,0.084655
2077233868,3,0.035224,-0.080941,0.085425
2077233878,3,0.050022,-0.122212,0.067683
2077233888,3,0.06358,-0.157588,0.019043
2077233898,3,0.081577,-0.202664,-0.064937
2077233908,3,0.104716,-0.271913,-0.128108
2077233918,3,0.127212,-0.373937,-0.136743
2077233928,3,0.119097,-0.481192,-0.201147
2077233938,3,0.087459,-0.541381,-0.309634
2077233948,3,0.057634,-0.54503,-0.438518
2077233958,3,0.017872,-0.520831,-0.564355
2077233968,3,-0.039203,-0.471761,-0.66135
2077233978,3,-0.110872,-0.401704,-0.684506
2077233989,3,-0.18542,-0.306622,-0.754782
2077233999,3,-0.247879,-0.204818,-0.799108
2077234009,3,-0.298808,-0.119668,-0.757004
2077234019,3,-0.350493,-0.059119,-0.645845
2077234029,3,-0.413477,-0.00696,-0.485767
2077234039,3,-0.477958,0.048421,-0.292937
2077234049,3,-0.531855,0.096762,-0.093129
2077234059,3,-0.568046,0.141479,0.082581
2077234069,3,-0.584812,0.186468,0.23144
2077234079,3,-0.576389,0.226471,0.329748
2077234089,3,-0.529664,0.237275,0.41053
2077234099,3,-0.485037,0.214538,0.511749
2077234109,3,-0.452199,0.188177,0.613431
2077234120,3,-0.421682,0.155637,0.700586
2077234130,3,-0.426297,0.141056,0.775161
2077234140,3,-0.382874,0.122185,0.799483
2077234150,3,-0.317887,0.100646,0.731655
2077234160,3,-0.271685,0.105173,0.600151
2077234170,3,-0.224827,0.122103,0.474195
2077234180,3,-0.172326,0.164478,0.379575
2077234190,3,-0.132736,0.209997,0.30067
2077234200,3,-0.115099,0.253877,0.24814
2077234210,3,-0.151631,0.31428,0.204025
2077234220,3,-0.237044,0.380455,0.159727
2077234230,3,-0.323809,0.428234,0.150684
2077234240,3,-0.40867,0.454088,0.163194
2077234251,3,-0.474933,0.478169,0.160666
2077234261,3,-0.58065,0.601748,0.159381
2077234271,3,-0.766678,0.887032,0.252295
2077234281,3,-0.670527,0.882471,0.27874
2077234291,3,-0.521585,0.684147,0.24598
2077234301,3,-0.458159,0.46993,0.216803
2077234311,3,-0.391505,0.257838,0.12965
2077234321,3,-0.285997,0.048664,-0.007824
2077234331,3,-0.178671,-0.136972,-0.127297
2077234341,3,-0.117222,-0.243904,-0.17093
