stk3a5x_als,sensortek,2026-05-28_21-22-17.484_Active 10 Pro
imuTimestamp,accuracy(more=better),ambient_brightness[lux]
883081345,3,11.0
883081355,3,2.0
883081365,3,2.0
883081375,3,2.0
883081385,3,2.0
883081395,3,11.0
883081405,3,2.0
883081415,3,2.0
883081425,3,2.0
883081435,3,2.0
883081445,3,2.0
883081455,3,11.0
883081465,3,2.0
883081475,3,2.0
883081485,3,2.0
883081495,3,2.0
883081505,3,11.0
883081515,3,2.0
883081525,3,2.0
883081535,3,2.0
883081545,3,2.0
883081555,3,11.0
883081565,3,2.0
883081575,3,2.0
883081585,3,2.0
883081595,3,2.0
883081605,3,11.0
883081615,3,2.0
883081625,3,2.0
883081635,3,2.0
883081645,3,2.0
883081655,3,11.0
883081665,3,2.0
883081675,3,2.0
883081685,3,2.0
883081695,3,2.0
883081705,3,11.0
883081715,3,2.0
883081725,3,2.0
883081735,3,2.0
883081745,3,2.0
883081755,3,11.0
883081765,3,2.0
883081775,3,2.0
883081784,3,2.0
883081795,3,2.0
883081804,3,2.0
883081814,3,12.0
883081824,3,3.0
883081834,3,3.0
883081844,3,3.0
883081854,3,3.0
883081864,3,12.0
883081874,3,3.0
883081884,3,3.0
883081894,3,3.0
883081905,3,3.0
883081914,3,12.0
883081924,3,3.0
883081934,3,3.0
883081944,3,3.0
883081954,3,3.0
883081964,3,12.0
883081975,3,3.0
883081985,3,3.0
883081995,3,3.0
883082005,3,3.0
883082015,3,12.0
883082025,3,3.0
883082035,3,3.0
883082045,3,3.0
883082055,3,3.0
883082065,3,11.0
883082075,3,2.0
883082085,3,2.0
883082095,3,2.0
883082105,3,2.0
883082115,3,2.0
883082125,3,12.0
883082135,3,3.0
883082145,3,3.0
883082155,3,3.0
883082165,3,3.0
883082175,3,11.0
883082185,3,2.0
883082195,3,2.0
883082205,3,2.0
883082215,3,2.0
883082225,3,11.0
883082235,3,2.0
883082245,3,2.0
883082255,3,2.0
883082265,3,2.0
883082275,3,11.0
883082285,3,2.0
883082295,3,2.0
883082305,3,2.0
883082315,3,2.0
883082325,3,11.0
883082335,3,2.0
883082345,3,2.0
883082355,3,2.0
883082365,3,2.0
883082375,3,11.0
883082385,3,2.0
883082395,3,2.0
883082405,3,2.0
883082415,3,2.0
883082425,3,2.0
883082435,3,11.0
883082445,3,2.0
883082455,3,2.0
883082465,3,2.0
883082475,3,2.0
883082485,3,11.0
883082495,3,2.0
883082505,3,2.0
883082515,3,2.0
883082525,3,2.0
883082535,3,11.0
883082545,3,2.0
883082555,3,2.0
883082565,3,2.0
883082575,3,2.0
883082585,3,11.0
883082595,3,2.0
883082605,3,2.0
883082615,3,2.0
883082625,3,2.0
883082635,3,11.0
883082645,3,2.0
883082655,3,2.0
883082665,3,2.0
883082675,3,2.0
883082685,3,11.0
883082695,3,2.0
883082705,3,2.0
883082715,3,2.0
883082725,3,2.0
883082734,3,2.0
883082744,3,9.0
883082754,3,2.0
883082764,3,2.0
883082774,3,2.0
883082784,3,2.0
883082794,3,8.0
883082804,3,2.0
883082814,3,2.0
883082824,3,2.0
883082834,3,2.0
883082844,3,8.0
883082854,3,2.0
883082864,3,2.0
883082874,3,2.0
883082884,3,2.0
883082894,3,8.0
883082904,3,2.0
883082914,3,2.0
883082924,3,2.0
883082934,3,2.0
883082944,3,7.0
883082954,3,1.0
883082964,3,1.0
883082974,3,1.0
883082984,3,1.0
883082994,3,7.0
883083004,3,1.0
883083014,3,1.0
883083024,3,1.0
883083034,3,1.0
883083044,3,1.0
